label	predict	gamma LCB	radius	time	N samples
9	9	0.5581	0.1461	0:00:00.252650	1000
9	9	0.6503	0.3863	0:00:00.251358	1000
9	18	0.7163	0.5718	0:00:00.271820	1000
9	9	0.7332	0.6225	0:00:00.271213	1000
9	9	0.5216	0.05408	0:00:00.269150	1000
18	18	0.7399	0.6429	0:00:00.276917	1000
18	48	0.5174	0.04371	0:00:00.277590	1000
18	18	0.5452	0.1135	0:00:00.277002	1000
18	18	0.5028	0.00696	0:00:01.081774	4000
18	18	0.6917	0.5008	0:00:00.180467	1000
41	42	0.533	0.08275	0:00:00.537299	3000
41	41	0.5012	0.003101	0:00:02.463041	9000
41	48	0.549	0.1231	0:00:00.275849	1000
41	18	0.6833	0.4771	0:00:00.276542	1000
41	18	0.6277	0.3259	0:00:00.276635	1000
42	9	0.6757	0.4556	0:00:00.276143	1000
42	42	0.5205	0.05149	0:00:00.282008	1000
42	18	0.5286	0.0718	0:00:00.282234	1000
42	48	0.5265	0.06639	0:00:00.276657	1000
42	42	0.5331	0.08307	0:00:00.276206	1000
48	42	0.5403	0.1012	0:00:00.277416	1000
48	18	0.6518	0.3902	0:00:00.276639	1000
48	18	0.5478	0.12	0:00:00.275913	1000
48	41	0.6717	0.4447	0:00:00.276127	1000
48	48	0.508	0.02017	0:00:00.276196	1000
12	12	0.699	0.5215	0:00:00.254229	1000
12	36	0.5238	0.05977	0:00:00.276453	1000
12	12	0.5835	0.2109	0:00:00.276180	1000
12	44	0.8632	1.095	0:00:00.554221	2000
12	14	0.5081	0.0202	0:00:00.552680	2000
14	14	0.6459	0.3743	0:00:00.276789	1000
14	44	0.5501	0.1258	0:00:00.275676	1000
14	14	0.7013	0.5281	0:00:01.798358	7000
14	36	0.5061	0.01521	0:00:01.282534	5000
14	14	0.5326	0.08183	0:00:00.257346	1000
23	14	0.6112	0.2823	0:00:00.236544	1000
23	14	0.564	0.1611	0:00:00.277692	1000
23	36	0.5003	0.0006392	0:00:18.627919	79000
23	12	0.5638	0.1605	0:00:00.181212	1000
23	14	0.6569	0.4041	0:00:00.256531	1000
36	23	0.6078	0.2735	0:00:00.276372	1000
36	23	0.6515	0.3894	0:00:00.276856	1000
36	36	0.5512	0.1288	0:00:00.276209	1000
36	23	0.5821	0.2072	0:00:00.277239	1000
36	36	0.5124	0.03107	0:00:00.276860	1000
44	36	0.6569	0.4041	0:00:01.109340	4000
44	44	0.6582	0.4076	0:00:00.255087	1000
44	44	0.5771	0.1946	0:00:00.256382	1000
44	44	0.714	0.5651	0:00:00.276731	1000
44	44	0.5092	0.02308	0:00:00.277407	1000
3	40	0.5985	0.2494	0:00:00.275825	1000
3	18	0.6563	0.4023	0:00:03.329551	12000
3	-1.0	0.0	-1.0	0:00:26.780576	100000
3	18	0.5416	0.1045	0:00:00.260283	1000
3	18	0.5711	0.1792	0:00:00.237165	1000
7	40	0.619	0.303	0:00:00.277478	1000
7	7	0.5773	0.1951	0:00:00.277077	1000
7	7	0.5635	0.1599	0:00:00.277784	1000
7	7	0.5103	0.02582	0:00:00.558666	2000
7	7	0.6655	0.4275	0:00:00.276966	1000
18	3	0.7811	0.776	0:00:00.276088	1000
18	40	0.5414	0.104	0:00:00.277824	1000
18	40	0.5231	0.05782	0:00:00.277689	1000
18	3	0.7706	0.741	0:00:00.256289	1000
18	18	0.5265	0.06656	0:00:00.257100	1000
24	18	0.5054	0.01349	0:00:00.282938	1000
24	18	0.634	0.3424	0:00:00.277358	1000
24	24	0.5199	0.0499	0:00:00.275872	1000
24	40	0.6553	0.3997	0:00:00.276970	1000
24	40	0.5035	0.008813	0:00:01.935129	7000
40	40	0.6458	0.3741	0:00:00.275743	1000
40	3	0.6946	0.5091	0:00:00.276114	1000
40	3	0.7506	0.6763	0:00:00.276634	1000
40	3	0.8184	0.9094	0:00:00.255624	1000
40	3	0.7791	0.7691	0:00:00.255888	1000
32	49	0.5692	0.1745	0:00:00.276128	1000
32	38	0.99	2.326	0:00:00.275817	1000
32	38	0.7113	0.5573	0:00:00.256846	1000
32	38	0.99	2.326	0:00:00.257178	1000
32	49	0.6028	0.2605	0:00:00.276843	1000
36	38	0.5285	0.07138	0:00:01.384622	5000
36	36	0.5946	0.2395	0:00:00.259261	1000
36	43	0.6609	0.4149	0:00:00.254539	1000
36	36	0.6489	0.3824	0:00:00.276051	1000
36	36	0.619	0.3029	0:00:00.276111	1000
38	36	0.5024	0.006069	0:00:02.646560	10000
38	43	0.5279	0.07004	0:00:00.276076	1000
38	32	0.515	0.03762	0:00:04.740031	17000
38	36	0.5413	0.1038	0:00:00.255779	1000
38	32	0.5536	0.1348	0:00:00.276351	1000
43	43	0.533	0.0829	0:00:00.553039	2000
43	43	0.5067	0.0167	0:00:00.552425	2000
43	43	0.5893	0.2258	0:00:00.253994	1000
43	43	0.99	2.326	0:00:00.253136	1000
43	32	0.5238	0.05963	0:00:00.252935	1000
49	49	0.5495	0.1244	0:00:00.255342	1000
49	49	0.7221	0.589	0:00:00.276695	1000
49	49	0.7484	0.6695	0:00:00.276380	1000
49	49	0.54	0.1004	0:00:00.275713	1000
49	36	0.5876	0.2213	0:00:00.276145	1000
24	46	0.515	0.03759	0:00:00.275129	1000
24	46	0.5151	0.03789	0:00:00.274677	1000
24	46	0.5618	0.1555	0:00:00.275853	1000
24	46	0.6502	0.386	0:00:00.254223	1000
24	24	0.5922	0.2333	0:00:00.231927	1000
36	36	0.6474	0.3784	0:00:00.271387	1000
36	36	0.5563	0.1416	0:00:00.271740	1000
36	24	0.6519	0.3904	0:00:00.271435	1000
36	24	0.5301	0.07549	0:00:00.274396	1000
36	46	0.5747	0.1884	0:00:00.276811	1000
43	43	0.7838	0.785	0:00:00.255172	1000
43	43	0.5407	0.1021	0:00:00.275859	1000
43	43	0.7499	0.6743	0:00:00.275985	1000
43	47	0.5167	0.04186	0:00:00.276111	1000
43	46	0.508	0.02	0:00:00.277395	1000
46	46	0.6164	0.296	0:00:00.275234	1000
46	47	0.6442	0.3698	0:00:00.275666	1000
46	46	0.6411	0.3615	0:00:00.275883	1000
46	36	0.502	0.005082	0:00:03.842561	14000
46	47	0.5252	0.0631	0:00:00.254019	1000
47	46	0.6098	0.2787	0:00:00.254504	1000
47	47	0.5331	0.08312	0:00:00.276118	1000
47	46	0.5199	0.04982	0:00:00.277124	1000
47	46	0.5564	0.1418	0:00:00.277699	1000
47	46	0.5948	0.2398	0:00:00.276489	1000
25	25	0.6758	0.4561	0:00:00.274980	1000
25	25	0.5724	0.1824	0:00:00.276582	1000
25	25	0.6669	0.4313	0:00:00.276341	1000
25	25	0.7508	0.6769	0:00:17.547542	64000
25	40	0.7613	0.7104	0:00:00.254864	1000
27	25	0.5076	0.01899	0:00:00.255568	1000
27	27	0.5001	0.0002884	0:00:23.862395	88000
27	27	0.63	0.332	0:00:00.275336	1000
27	27	0.587	0.2197	0:00:00.276072	1000
27	27	0.6331	0.34	0:00:00.275535	1000
35	35	0.7346	0.6266	0:00:00.276267	1000
35	25	0.6628	0.42	0:00:00.275559	1000
35	41	0.5116	0.029	0:00:01.531649	6000
35	35	0.6357	0.3469	0:00:00.256346	1000
35	35	0.8019	0.8485	0:00:00.275670	1000
40	40	0.5521	0.1311	0:00:00.276366	1000
40	40	0.513	0.03271	0:00:00.552476	2000
40	-1.0	0.0	-1.0	0:00:27.272230	100000
40	25	0.5794	0.2004	0:00:00.254557	1000
40	41	0.6024	0.2595	0:00:00.252116	1000
41	40	0.5026	0.006641	0:00:03.568566	13000
41	25	0.5072	0.018	0:00:00.255783	1000
41	35	0.5372	0.09331	0:00:00.275860	1000
41	25	0.6421	0.364	0:00:00.275594	1000
41	25	0.5977	0.2475	0:00:00.273562	1000
9	34	0.533	0.08292	0:00:00.274248	1000
9	9	0.615	0.2925	0:00:00.275787	1000
9	9	0.7161	0.5712	0:00:00.275194	1000
9	9	0.6705	0.4413	0:00:00.255919	1000
9	9	0.6086	0.2757	0:00:00.829261	3000
23	23	0.5557	0.1402	0:00:00.275362	1000
23	34	0.6937	0.5063	0:00:00.276078	1000
23	23	0.5162	0.04072	0:00:00.274961	1000
23	23	0.5272	0.06821	0:00:00.276905	1000
23	44	0.502	0.005059	0:00:01.928088	7000
32	34	0.5038	0.009524	0:00:01.506144	6000
32	32	0.5002	0.0005493	0:00:19.832504	75000
32	32	0.5424	0.1066	0:00:09.345553	34000
32	34	0.6288	0.3288	0:00:00.276468	1000
32	34	0.5004	0.001045	0:00:09.375228	38000
34	34	0.5281	0.07051	0:00:00.254874	1000
34	32	0.5699	0.176	0:00:00.255592	1000
34	9	0.5108	0.02714	0:00:00.276483	1000
34	34	0.6298	0.3312	0:00:00.276021	1000
34	34	0.6658	0.4285	0:00:00.275820	1000
44	44	0.6834	0.4772	0:00:00.276182	1000
44	32	0.5173	0.04341	0:00:00.275436	1000
44	44	0.5117	0.02921	0:00:00.766623	3000
44	44	0.6134	0.2881	0:00:00.255213	1000
44	44	0.6389	0.3555	0:00:00.255305	1000
4	39	0.5044	0.01108	0:00:02.460387	9000
4	39	0.5082	0.02047	0:00:01.913616	7000
4	29	0.6122	0.285	0:00:00.276098	1000
4	37	0.5797	0.2012	0:00:00.276836	1000
4	4	0.6361	0.348	0:00:00.275973	1000
29	39	0.5771	0.1944	0:00:00.275377	1000
29	29	0.5567	0.1426	0:00:00.276162	1000
29	29	0.5825	0.2084	0:00:00.276322	1000
29	29	0.5787	0.1985	0:00:07.719060	28000
29	39	0.5127	0.03184	0:00:01.105026	4000
37	37	0.739	0.6402	0:00:01.383027	5000
37	37	0.5443	0.1114	0:00:00.274428	1000
37	37	0.6532	0.3939	0:00:00.275823	1000
37	39	0.5373	0.09374	0:00:00.276496	1000
37	37	0.5607	0.1528	0:00:00.276382	1000
39	37	0.6085	0.2755	0:00:00.275660	1000
39	29	0.5162	0.04073	0:00:00.827967	3000
39	37	0.542	0.1055	0:00:00.276851	1000
39	39	0.8455	1.017	0:00:00.275556	1000
39	39	0.5675	0.1701	0:00:00.275845	1000
41	41	0.5023	0.005698	0:00:01.848468	7000
41	41	0.6436	0.368	0:00:00.253789	1000
41	37	0.5423	0.1061	0:00:01.081743	4000
41	37	0.7138	0.5646	0:00:03.320139	12000
41	41	0.5676	0.1704	0:00:00.275811	1000
1	1	0.8473	1.025	0:00:00.274526	1000
1	2	0.5149	0.03729	0:00:00.830205	3000
1	1	0.9071	1.323	0:00:00.275932	1000
1	1	0.8729	1.14	0:00:00.275971	1000
1	1	0.6915	0.5002	0:00:00.276294	1000
2	2	0.7071	0.5449	0:00:00.255718	1000
2	1	0.6309	0.3341	0:00:00.256086	1000
2	2	0.5473	0.1189	0:00:00.276139	1000
2	1	0.5687	0.1731	0:00:00.275443	1000
2	2	0.6296	0.3308	0:00:00.275135	1000
22	32	0.5992	0.2513	0:00:00.276815	1000
22	38	0.6811	0.4707	0:00:00.276425	1000
22	-1.0	0.0	-1.0	0:00:26.642420	100000
22	38	0.7309	0.6156	0:00:00.276033	1000
22	32	0.5164	0.04123	0:00:00.551548	2000
32	32	0.5026	0.006549	0:00:07.102944	26000
32	-1.0	0.0	-1.0	0:00:27.071912	100000
32	38	0.5312	0.07819	0:00:00.276739	1000
