label	predict	gamma LCB	radius	time	N samples
9	9	0.5582	0.1463	0:00:00.274925	1000
9	9	0.6505	0.3867	0:00:00.274684	1000
9	18	0.7165	0.5724	0:00:00.276301	1000
9	9	0.7333	0.6229	0:00:00.275627	1000
9	9	0.5217	0.05447	0:00:00.275218	1000
18	18	0.74	0.6435	0:00:00.254991	1000
18	48	0.5176	0.0442	0:00:00.270626	1000
18	18	0.5454	0.114	0:00:00.270407	1000
18	18	0.5029	0.007156	0:00:00.742513	3000
18	18	0.6919	0.5013	0:00:00.250675	1000
41	42	0.5331	0.08308	0:00:00.523370	2000
41	41	0.5013	0.003308	0:00:01.788421	7000
41	48	0.5492	0.1236	0:00:00.275754	1000
41	18	0.6835	0.4776	0:00:00.276340	1000
41	18	0.6279	0.3264	0:00:00.275043	1000
42	9	0.6758	0.4561	0:00:00.275145	1000
42	42	0.5207	0.05181	0:00:00.276423	1000
42	18	0.5288	0.07229	0:00:00.275097	1000
42	48	0.5266	0.06671	0:00:00.275613	1000
42	42	0.5332	0.08329	0:00:00.275772	1000
48	42	0.5406	0.102	0:00:00.254529	1000
48	18	0.652	0.3908	0:00:00.276096	1000
48	18	0.5479	0.1205	0:00:00.179735	1000
48	41	0.6721	0.4457	0:00:00.276362	1000
48	48	0.5082	0.02049	0:00:00.275108	1000
12	12	0.6992	0.522	0:00:00.273476	1000
12	36	0.5241	0.0604	0:00:00.276329	1000
12	12	0.5837	0.2114	0:00:00.275139	1000
12	44	0.8635	1.096	0:00:00.275810	1000
12	14	0.5082	0.02061	0:00:00.276501	1000
14	14	0.6462	0.3752	0:00:00.276335	1000
14	44	0.5504	0.1266	0:00:00.275111	1000
14	14	0.7016	0.5291	0:00:01.380844	5000
14	36	0.5063	0.01586	0:00:01.103894	4000
14	14	0.5329	0.08264	0:00:00.275111	1000
23	14	0.6115	0.2832	0:00:00.276392	1000
23	14	0.5642	0.1618	0:00:00.276372	1000
23	36	0.5005	0.001284	0:00:14.782078	55000
23	12	0.5639	0.1609	0:00:00.275413	1000
23	14	0.6572	0.4049	0:00:00.274095	1000
36	23	0.608	0.274	0:00:00.276343	1000
36	23	0.6516	0.3897	0:00:00.176775	1000
36	36	0.5514	0.1292	0:00:00.180464	1000
36	23	0.5822	0.2076	0:00:00.255122	1000
36	36	0.5126	0.03151	0:00:00.276632	1000
44	36	0.6572	0.4049	0:00:00.766594	3000
44	44	0.6585	0.4085	0:00:00.276083	1000
44	44	0.5775	0.1954	0:00:00.255435	1000
44	44	0.7143	0.566	0:00:00.275450	1000
44	44	0.5093	0.02339	0:00:00.275637	1000
3	40	0.5986	0.2499	0:00:00.274885	1000
3	18	0.6564	0.4028	0:00:02.421032	9000
3	-1.0	0.0	-1.0	0:00:27.457506	100000
3	18	0.5418	0.1049	0:00:00.252499	1000
3	18	0.5713	0.1796	0:00:00.252978	1000
7	40	0.6192	0.3034	0:00:00.253667	1000
7	7	0.5775	0.1956	0:00:00.231992	1000
7	7	0.5637	0.1604	0:00:00.234234	1000
7	7	0.5105	0.02627	0:00:00.255304	1000
7	7	0.6657	0.428	0:00:00.275524	1000
18	3	0.7815	0.7771	0:00:00.275968	1000
18	40	0.5415	0.1043	0:00:00.276059	1000
18	40	0.5232	0.05825	0:00:00.275645	1000
18	3	0.771	0.742	0:00:00.276309	1000
18	18	0.5267	0.06697	0:00:00.276057	1000
24	18	0.5055	0.01372	0:00:00.256092	1000
24	18	0.6343	0.3432	0:00:00.255281	1000
24	24	0.5201	0.05032	0:00:00.276199	1000
24	40	0.6555	0.4003	0:00:00.276293	1000
24	40	0.5037	0.009281	0:00:01.382108	5000
40	40	0.646	0.3746	0:00:00.275829	1000
40	3	0.695	0.51	0:00:00.276565	1000
40	3	0.7509	0.6773	0:00:00.275164	1000
40	3	0.8188	0.9107	0:00:00.276865	1000
40	3	0.7794	0.7702	0:00:00.275976	1000
32	49	0.5693	0.1746	0:00:00.254447	1000
32	38	0.99	2.326	0:00:00.230245	1000
32	38	0.7126	0.5611	0:00:00.256397	1000
32	38	0.99	2.326	0:00:00.255242	1000
32	49	0.6029	0.2608	0:00:00.276443	1000
36	38	0.5298	0.07467	0:00:01.078894	4000
36	36	0.5948	0.2398	0:00:00.254595	1000
36	43	0.6622	0.4184	0:00:00.276022	1000
36	36	0.649	0.3827	0:00:00.276638	1000
36	36	0.6192	0.3033	0:00:00.255185	1000
38	36	0.5026	0.006486	0:00:01.790807	7000
38	43	0.5281	0.0704	0:00:00.275491	1000
38	32	0.5151	0.03793	0:00:03.318507	12000
38	36	0.5415	0.1042	0:00:00.275537	1000
38	32	0.5538	0.1352	0:00:00.275697	1000
43	43	0.5332	0.08326	0:00:00.276744	1000
43	43	0.5068	0.01713	0:00:00.510466	2000
43	43	0.5906	0.2291	0:00:00.276518	1000
43	43	0.99	2.326	0:00:00.276261	1000
43	32	0.5239	0.05998	0:00:00.276355	1000
49	49	0.5496	0.1246	0:00:00.275329	1000
49	49	0.7222	0.5893	0:00:00.275750	1000
49	49	0.7485	0.6698	0:00:00.276524	1000
49	49	0.5401	0.1007	0:00:00.252550	1000
49	36	0.5877	0.2217	0:00:00.253390	1000
24	46	0.5151	0.0378	0:00:00.274594	1000
