label	predict	radius	time
12	-1.0	-1.0	0:04:19.138940
12	12	0.4169	0:00:32.976584
12	-1.0	-1.0	0:03:56.807587
12	42	0.07858	0:02:30.466224
12	35	0.6534	0:00:16.555940
35	-1.0	-1.0	0:04:04.409337
35	42	0.1668	0:03:01.304967
35	35	0.2872	0:00:15.200440
35	42	0.6141	0:00:41.924101
35	-1.0	-1.0	0:03:55.540193
41	-1.0	-1.0	0:04:00.513602
41	-1.0	-1.0	0:03:56.963423
41	42	0.3803	0:00:27.265466
41	-1.0	-1.0	0:04:14.440022
41	-1.0	-1.0	0:03:59.779988
42	12	0.4745	0:00:34.684811
42	35	0.2224	0:00:14.020585
42	42	0.2418	0:01:11.724580
42	42	0.3702	0:02:24.843421
42	45	0.6366	0:01:27.076787
45	-1.0	-1.0	0:03:48.256114
45	35	0.2681	0:00:29.887695
45	42	0.1617	0:00:36.125086
45	45	0.3553	0:00:17.918571
45	12	0.1836	0:01:42.824861
12	36	0.4236	0:00:17.455177
12	12	0.5382	0:00:11.218641
12	12	0.6317	0:00:13.522173
12	12	0.5549	0:00:52.812946
12	32	0.09148	0:03:02.937188
15	15	0.8764	0:00:15.845318
15	15	0.8641	0:00:12.666790
15	15	0.8313	0:00:15.733049
15	12	0.1317	0:00:14.469082
15	15	0.8181	0:00:14.459249
22	32	0.6846	0:00:15.190406
22	22	0.4036	0:00:18.078828
22	12	0.5873	0:00:15.605584
22	22	0.1409	0:00:34.135888
22	-1.0	-1.0	0:03:52.927680
32	22	0.506	0:00:16.729259
32	-1.0	-1.0	0:04:01.750845
32	36	0.5191	0:00:16.492908
32	32	0.4876	0:00:17.004961
32	22	0.1205	0:02:23.239126
36	-1.0	-1.0	0:04:03.099526
36	36	0.09749	0:00:48.720721
36	36	0.1564	0:00:14.118900
36	32	0.1034	0:02:10.086729
36	36	0.15	0:00:17.605219
12	35	0.295	0:01:03.246318
12	-1.0	-1.0	0:03:48.542528
12	35	0.1045	0:01:40.059370
12	-1.0	-1.0	0:03:53.014195
12	35	0.03721	0:02:57.556377
27	27	0.3226	0:00:12.452417
27	27	0.1148	0:00:29.403223
27	27	0.236	0:00:17.702427
27	27	0.3565	0:00:12.030424
27	27	0.4905	0:00:13.921865
31	47	0.2258	0:00:18.611331
31	35	0.1659	0:00:12.032461
31	47	0.1932	0:02:02.409859
31	31	0.6866	0:00:18.268258
31	31	0.7935	0:00:13.352073
35	47	0.1734	0:00:31.430075
35	47	0.1784	0:00:24.763526
35	47	0.2016	0:00:30.322808
35	35	0.4409	0:00:15.828864
35	47	0.1929	0:01:10.967735
47	35	0.2259	0:00:17.005622
47	47	0.1141	0:01:13.174399
47	47	0.2002	0:00:30.186610
47	-1.0	-1.0	0:04:00.003588
47	-1.0	-1.0	0:03:52.971334
0	0	0.4529	0:00:24.591588
0	-1.0	-1.0	0:03:58.541739
0	0	0.6946	0:00:30.862897
0	-1.0	-1.0	0:03:50.738741
0	0	0.2784	0:01:31.159106
1	-1.0	-1.0	0:04:02.380868
1	-1.0	-1.0	0:04:13.483330
1	-1.0	-1.0	0:03:54.159835
1	0	0.3001	0:01:30.532350
1	-1.0	-1.0	0:04:12.294905
7	-1.0	-1.0	0:04:03.829924
7	0	0.3516	0:00:51.507887
7	0	0.4751	0:03:22.050231
7	0	0.168	0:02:11.812547
7	-1.0	-1.0	0:04:08.122045
15	15	0.5525	0:00:15.277883
15	15	0.5351	0:00:12.020355
15	15	0.5085	0:00:17.248389
15	15	0.5408	0:00:17.097336
15	15	0.6208	0:00:17.379469
42	0	0.7423	0:00:27.284639
42	-1.0	-1.0	0:04:15.521563
42	-1.0	-1.0	0:03:51.738187
42	-1.0	-1.0	0:04:02.340679
42	-1.0	-1.0	0:04:32.953454
0	-1.0	-1.0	0:04:00.367987
0	-1.0	-1.0	0:03:55.528233
0	10	0.3298	0:02:35.098607
0	-1.0	-1.0	0:03:53.372169
0	10	0.1523	0:02:56.064478
5	5	0.8695	0:00:15.015861
5	5	0.742	0:00:13.117342
5	5	0.2366	0:00:15.097100
5	5	0.5382	0:02:00.275178
5	5	0.276	0:00:15.753660
10	10	0.3725	0:01:40.833606
10	-1.0	-1.0	0:04:08.673385
10	10	0.1447	0:02:50.322937
10	-1.0	-1.0	0:04:11.603833
10	10	0.1569	0:02:29.791895
24	10	0.2082	0:01:32.909912
24	-1.0	-1.0	0:04:00.162335
24	10	0.2249	0:01:06.340180
24	10	0.2228	0:01:11.409724
24	-1.0	-1.0	0:03:50.768957
40	40	1.096	0:01:13.840772
40	-1.0	-1.0	0:03:00.309949
40	5	0.03209	0:03:02.168003
40	-1.0	-1.0	0:02:45.134735
40	10	0.1669	0:01:39.894408
7	-1.0	-1.0	0:02:57.196492
7	-1.0	-1.0	0:02:52.754311
7	-1.0	-1.0	0:02:55.484516
7	-1.0	-1.0	0:03:11.633719
7	-1.0	-1.0	0:02:50.939884
14	-1.0	-1.0	0:02:56.738674
14	-1.0	-1.0	0:03:12.455464
14	-1.0	-1.0	0:03:19.219049
14	14	0.1403	0:01:14.836750
14	-1.0	-1.0	0:03:19.535164
32	46	0.2145	0:00:45.864957
32	42	0.295	0:00:24.519958
32	7	0.1285	0:01:01.414838
32	-1.0	-1.0	0:02:57.641198
32	7	0.1523	0:02:43.624514
42	-1.0	-1.0	0:03:12.831302
42	42	0.2206	0:01:37.610015
42	14	0.1437	0:00:55.210133
42	7	0.2137	0:02:44.758122
42	-1.0	-1.0	0:03:13.040629
46	-1.0	-1.0	0:03:28.570702
46	-1.0	-1.0	0:02:43.100050
46	7	0.1827	0:01:30.700537
46	-1.0	-1.0	0:03:04.213028
46	-1.0	-1.0	0:03:09.376667
0	26	0.07102	0:02:42.372187
0	-1.0	-1.0	0:03:09.967591
0	0	0.2108	0:00:22.231586
0	0	0.2652	0:00:09.596553
0	0	0.1625	0:00:23.861278
12	0	0.5068	0:01:49.835981
12	0	0.4433	0:00:26.738544
12	-1.0	-1.0	0:02:55.391209
12	0	0.1447	0:00:40.394333
12	-1.0	-1.0	0:02:47.097063
20	38	0.2035	0:00:10.110988
20	-1.0	-1.0	0:02:58.459269
20	-1.0	-1.0	0:03:02.187855
20	-1.0	-1.0	0:03:08.254184
20	20	0.422	0:00:08.653973
26	0	0.1152	0:00:47.938581
26	0	0.1973	0:00:26.352631
26	0	0.3647	0:01:13.667658
26	0	0.2696	0:00:11.215506
26	0	0.08514	0:01:31.048405
38	38	0.4213	0:00:20.499811
38	0	0.1245	0:00:39.948564
38	38	0.1612	0:00:28.787346
38	0	0.4152	0:03:01.513037
38	-1.0	-1.0	0:03:09.922897
12	12	0.07454	0:01:03.391645
12	47	0.3406	0:00:08.755477
12	12	0.239	0:00:46.345093
12	-1.0	-1.0	0:03:04.297527
12	12	0.2957	0:00:28.497250
18	18	0.7048	0:00:12.856436
18	18	0.409	0:00:08.194687
18	12	0.644	0:00:25.431765
18	18	0.1935	0:00:11.881546
18	18	0.1485	0:00:12.010285
22	22	0.1873	0:00:10.873421
22	-1.0	-1.0	0:03:12.776351
22	22	0.08803	0:00:38.779511
22	47	0.4908	0:00:10.636806
22	22	0.1264	0:00:17.106714
25	-1.0	-1.0	0:03:11.201421
25	-1.0	-1.0	0:03:15.669311
25	-1.0	-1.0	0:02:48.524208
25	47	0.2519	0:00:07.158324
25	47	0.2007	0:00:26.156914
47	-1.0	-1.0	0:03:02.500057
47	47	0.2619	0:00:12.157893
47	47	0.3176	0:00:12.067175
47	47	0.2125	0:00:57.795267
47	-1.0	-1.0	0:03:04.273000
13	13	0.1282	0:00:25.627106
13	13	0.6187	0:00:42.380320
13	13	0.6064	0:00:08.348300
13	-1.0	-1.0	0:03:05.771830
13	-1.0	-1.0	0:02:56.649597
16	-1.0	-1.0	0:03:09.665537
16	25	0.2678	0:00:09.863028
16	-1.0	-1.0	0:02:48.870581
16	-1.0	-1.0	0:03:09.383943
16	25	0.5926	0:00:19.881567
25	25	0.4697	0:00:07.307383
25	25	0.4183	0:00:13.282426
25	25	0.6241	0:01:15.431143
25	25	0.2579	0:00:13.182051
25	-1.0	-1.0	0:02:52.205803
37	16	0.6063	0:00:12.461237
37	-1.0	-1.0	0:03:14.765854
37	37	0.5656	0:00:08.815315
37	37	0.5177	0:00:11.481213
37	-1.0	-1.0	0:03:07.954454
48	48	0.3977	0:00:11.649473
48	-1.0	-1.0	0:03:13.310674
48	25	0.1128	0:00:25.672181
48	25	0.246	0:00:34.985029
48	48	0.09402	0:01:15.159988
2	25	0.151	0:00:20.206248
2	2	0.74	0:00:07.757645
2	-1.0	-1.0	0:02:58.614452
2	25	0.1283	0:00:45.447984
2	2	0.2877	0:00:11.614657
25	25	0.627	0:00:07.450660
25	25	0.3678	0:01:02.271532
25	25	0.9041	0:00:12.938182
25	25	0.4003	0:00:37.082021
25	2	0.4223	0:00:13.324270
29	29	0.5332	0:00:12.398854
29	29	0.378	0:00:26.825164
29	29	0.1579	0:00:08.916188
29	29	0.1216	0:00:12.540725
29	29	0.2068	0:00:12.678326
31	25	0.2794	0:00:25.435076
31	2	0.898	0:00:13.496243
31	-1.0	-1.0	0:03:06.355062
31	2	0.2033	0:00:08.975058
31	29	0.08821	0:01:17.331450
37	2	0.3238	0:00:21.498157
37	37	0.089	0:00:25.685095
37	-1.0	-1.0	0:03:16.157138
37	37	0.6664	0:00:09.480289
37	37	0.3188	0:00:10.192686
6	6	0.2489	0:00:12.106948
6	6	0.295	0:01:03.979034
6	13	0.09948	0:00:59.727849
6	11	0.2881	0:00:11.989866
6	6	0.06619	0:01:31.914700
11	-1.0	-1.0	0:03:00.429112
11	6	0.2529	0:00:12.786018
11	23	0.2084	0:00:12.328605
11	-1.0	-1.0	0:03:05.008901
11	6	0.3093	0:00:09.520278
13	13	0.2764	0:00:14.900345
13	13	0.4839	0:00:14.018111
13	13	0.2842	0:00:12.946888
13	13	0.4503	0:01:46.626101
13	13	0.1851	0:00:22.498896
23	6	0.4432	0:00:52.278826
23	6	0.08795	0:00:58.722714
23	6	0.06995	0:00:33.875026
23	23	0.09897	0:00:39.455397
23	39	0.4313	0:00:51.975741
39	39	0.9351	0:00:09.753119
39	-1.0	-1.0	0:02:57.618402
39	39	0.7376	0:00:38.411498
39	39	0.6469	0:00:27.285995
39	11	0.2561	0:00:11.225373
4	4	0.4085	0:00:13.346202
4	4	0.4107	0:00:13.633088
4	4	0.126	0:00:53.385954
4	-1.0	-1.0	0:03:00.712811
4	4	0.9413	0:03:08.359771
14	-1.0	-1.0	0:03:17.615064
14	-1.0	-1.0	0:03:10.192449
14	-1.0	-1.0	0:02:55.625281
14	-1.0	-1.0	0:02:55.087279
14	-1.0	-1.0	0:02:59.491852
24	24	0.3405	0:01:32.629621
24	-1.0	-1.0	0:03:04.938519
24	24	0.281	0:02:41.022861
24	24	0.5063	0:00:39.963258
24	-1.0	-1.0	0:02:51.593437
31	-1.0	-1.0	0:03:03.934653
31	-1.0	-1.0	0:03:01.899459
31	-1.0	-1.0	0:03:22.596245
31	31	0.3335	0:00:10.991986
31	31	0.05287	0:03:06.015020
41	-1.0	-1.0	0:03:16.612482
41	-1.0	-1.0	0:03:02.883596
41	-1.0	-1.0	0:02:59.094078
41	-1.0	-1.0	0:02:56.075110
41	14	0.445	0:00:57.699462
31	47	0.7705	0:00:39.366673
31	31	0.2244	0:00:08.894670
