label	predict	gamma LCB	radius	time	N samples
4	8	0.5377	0.09468	0:00:00.178733	1000
4	4	0.6514	0.389	0:00:00.176337	1000
4	4	0.7263	0.6018	0:00:00.353572	2000
4	4	0.8471	1.024	0:00:00.176329	1000
4	11	0.6565	0.403	0:00:00.177131	1000
8	8	0.7518	0.6802	0:00:00.176694	1000
8	8	0.5998	0.2529	0:00:00.177322	1000
8	8	0.6486	0.3817	0:00:00.177449	1000
8	8	0.6448	0.3712	0:00:00.176977	1000
8	8	0.7381	0.6374	0:00:00.176386	1000
11	11	0.8976	1.268	0:00:00.177056	1000
11	11	0.6761	0.4569	0:00:00.176251	1000
11	11	0.8075	0.8686	0:00:00.176944	1000
11	11	0.7761	0.7592	0:00:00.175440	1000
11	11	0.7988	0.8373	0:00:00.176729	1000
12	4	0.6048	0.2658	0:00:00.177078	1000
12	17	0.5516	0.1296	0:00:00.177434	1000
12	4	0.7011	0.5275	0:00:00.177090	1000
12	4	0.6774	0.4604	0:00:00.177057	1000
12	11	0.5545	0.1372	0:00:00.353761	2000
17	17	0.6595	0.4111	0:00:00.177135	1000
17	8	0.5708	0.1784	0:00:00.177693	1000
17	17	0.7371	0.6343	0:00:00.177451	1000
17	17	0.5634	0.1596	0:00:00.176491	1000
17	17	0.6366	0.3495	0:00:00.177673	1000
4	4	0.5837	0.2115	0:00:00.176852	1000
4	4	0.6154	0.2935	0:00:00.177165	1000
4	4	0.8677	1.116	0:00:00.355619	2000
4	4	0.7667	0.728	0:00:00.176583	1000
4	4	0.5537	0.1351	0:00:00.177080	1000
9	9	0.6509	0.3879	0:00:00.176662	1000
9	13	0.7024	0.5314	0:00:00.176797	1000
9	13	0.99	2.326	0:00:00.220717	1000
9	13	0.5619	0.1558	0:00:00.359861	2000
9	13	0.6885	0.4915	0:00:00.276123	1000
13	13	0.5952	0.241	0:00:00.275864	1000
13	9	0.6238	0.3155	0:00:00.275652	1000
13	13	0.5666	0.1677	0:00:00.551645	2000
13	9	0.6612	0.4157	0:00:00.275431	1000
13	13	0.7754	0.7566	0:00:00.254601	1000
16	19	0.5301	0.07564	0:00:00.254479	1000
16	4	0.5286	0.07172	0:00:00.254070	1000
16	13	0.9661	1.827	0:00:00.276705	1000
16	9	0.6407	0.3602	0:00:00.275601	1000
16	19	0.5929	0.2349	0:00:17.335255	63000
19	13	0.857	1.067	0:00:00.275883	1000
19	19	0.7716	0.744	0:00:00.276248	1000
19	19	0.6681	0.4347	0:00:00.829415	3000
19	4	0.587	0.2199	0:00:00.276771	1000
19	19	0.8348	0.9734	0:00:00.276801	1000
0	13	0.5029	0.007278	0:00:00.994553	4000
0	15	0.5113	0.02833	0:00:00.232345	1000
0	17	0.5566	0.1425	0:00:00.254751	1000
0	3	0.5303	0.076	0:00:00.253627	1000
0	13	0.6266	0.3228	0:00:00.254303	1000
3	15	0.5122	0.03066	0:00:00.254367	1000
3	0	0.59	0.2276	0:00:00.252865	1000
3	0	0.6318	0.3366	0:00:00.491107	2000
3	3	0.6338	0.3418	0:00:00.253727	1000
3	3	0.5677	0.1705	0:00:00.253625	1000
13	13	0.6482	0.3804	0:00:00.253865	1000
13	13	0.7152	0.5687	0:00:00.253753	1000
13	13	0.7309	0.6156	0:00:00.255578	1000
13	13	0.757	0.6967	0:00:00.239391	1000
13	13	0.5802	0.2025	0:00:00.247734	1000
15	15	0.5599	0.1508	0:00:00.758219	3000
15	0	0.6404	0.3594	0:00:00.277069	1000
15	0	0.6974	0.5171	0:00:00.255629	1000
15	13	0.5661	0.1665	0:00:00.276679	1000
15	15	0.6435	0.3678	0:00:00.277150	1000
17	17	0.7487	0.6705	0:00:00.276544	1000
17	17	0.6482	0.3805	0:00:00.276027	1000
17	17	0.834	0.9699	0:00:00.276283	1000
17	17	0.6132	0.2876	0:00:00.275953	1000
17	17	0.8384	0.9878	0:00:00.275394	1000
4	4	0.8433	1.008	0:00:00.275517	1000
4	12	0.5142	0.03569	0:00:00.829279	3000
4	11	0.5273	0.06856	0:00:00.276915	1000
4	5	0.7115	0.5577	0:00:00.276336	1000
4	4	0.6111	0.2822	0:00:00.276052	1000
5	4	0.7375	0.6356	0:00:00.276359	1000
5	5	0.5423	0.1063	0:00:00.276470	1000
5	12	0.5812	0.2049	0:00:00.275685	1000
5	4	0.5209	0.05246	0:00:00.551612	2000
5	12	0.5272	0.06822	0:00:00.275870	1000
11	11	0.7693	0.7364	0:00:00.275642	1000
11	11	0.7027	0.5323	0:00:00.276185	1000
11	11	0.7825	0.7805	0:00:00.276349	1000
11	11	0.6017	0.2576	0:00:00.275290	1000
11	11	0.6155	0.2937	0:00:00.276458	1000
12	4	0.5247	0.06194	0:00:00.275480	1000
12	4	0.5724	0.1824	0:00:00.276517	1000
12	-1.0	0.0	-1.0	0:00:26.712404	100000
12	4	0.5482	0.1211	0:00:00.277429	1000
12	4	0.5778	0.1962	0:00:00.275744	1000
17	17	0.5702	0.1769	0:00:00.276464	1000
