label	predict	gamma LCB	radius	time	N samples
4	8	0.5376	0.09439	0:00:00.275098	1000
4	4	0.6512	0.3885	0:00:00.275960	1000
4	4	0.7261	0.6012	0:00:00.768034	3000
4	4	0.8468	1.023	0:00:00.256123	1000
4	11	0.6558	0.4011	0:00:00.276483	1000
8	8	0.7516	0.6797	0:00:00.275633	1000
8	8	0.5997	0.2526	0:00:00.275290	1000
8	8	0.6485	0.3814	0:00:00.275817	1000
8	8	0.6446	0.3708	0:00:00.276301	1000
8	8	0.7379	0.6369	0:00:00.276017	1000
11	11	0.8969	1.264	0:00:00.275554	1000
11	11	0.6755	0.4552	0:00:00.276539	1000
11	11	0.8068	0.8662	0:00:00.276557	1000
11	11	0.7755	0.7569	0:00:00.276794	1000
11	11	0.7981	0.8349	0:00:00.276713	1000
12	4	0.6046	0.2653	0:00:00.275976	1000
12	17	0.5515	0.1294	0:00:00.276277	1000
12	4	0.7009	0.5269	0:00:00.276049	1000
12	4	0.6771	0.4595	0:00:00.276213	1000
12	11	0.5542	0.1362	0:00:00.829606	3000
17	17	0.6594	0.4107	0:00:00.276738	1000
17	8	0.5706	0.1778	0:00:00.275873	1000
17	17	0.7369	0.6338	0:00:00.281843	1000
17	17	0.5632	0.1592	0:00:00.276201	1000
17	17	0.6364	0.349	0:00:00.276785	1000
4	4	0.5836	0.2111	0:00:00.275806	1000
4	4	0.6154	0.2933	0:00:00.276461	1000
4	4	0.8675	1.115	0:00:00.829039	3000
4	4	0.7664	0.727	0:00:00.276479	1000
4	4	0.5536	0.1349	0:00:00.275642	1000
9	9	0.6493	0.3834	0:00:00.277255	1000
9	13	0.7007	0.5264	0:00:00.276553	1000
9	13	0.99	2.326	0:00:00.255839	1000
9	13	0.5601	0.1513	0:00:00.830112	3000
9	13	0.6867	0.4865	0:00:00.277013	1000
13	13	0.5936	0.2369	0:00:00.553070	2000
13	9	0.622	0.3107	0:00:00.275732	1000
13	13	0.5648	0.1632	0:00:00.531626	3000
13	9	0.6595	0.4111	0:00:00.180907	1000
