label	predict	radius	time
12	35	0.03288	0:03:29.118527
12	12	0.1923	0:00:11.596385
12	35	0.1183	0:00:26.810947
12	42	0.04159	0:00:30.844794
12	35	0.07327	0:01:01.618626
35	35	0.1697	0:02:27.510643
35	35	0.1134	0:00:31.371955
35	-1.0	-1.0	0:04:12.075934
35	-1.0	-1.0	0:04:10.336928
35	-1.0	-1.0	0:04:01.831987
41	12	0.3767	0:00:26.660713
41	-1.0	-1.0	0:04:07.397472
41	12	0.2287	0:01:18.137535
41	35	0.1738	0:03:34.740890
41	12	0.4053	0:00:50.219359
42	35	0.08453	0:00:34.098468
42	45	0.05039	0:01:08.810224
42	-1.0	-1.0	0:04:30.829594
42	45	0.1134	0:01:12.775292
42	45	0.1207	0:00:48.404991
45	-1.0	-1.0	0:04:18.811569
45	12	0.05274	0:03:33.434278
45	12	0.01829	0:02:27.912553
45	42	0.3204	0:00:17.591712
45	42	0.08751	0:00:15.943957
1	1	0.4435	0:02:04.593024
1	1	0.2795	0:00:13.145773
1	1	0.1697	0:00:13.486576
1	1	0.2364	0:00:17.229506
1	1	0.4546	0:00:16.271582
4	-1.0	-1.0	0:04:03.104546
4	4	0.1289	0:00:10.240562
4	-1.0	-1.0	0:04:11.711716
4	-1.0	-1.0	0:03:54.821231
4	4	0.1433	0:00:16.699711
28	1	0.05183	0:00:57.497586
28	-1.0	-1.0	0:03:58.954548
28	1	0.04468	0:00:53.540309
28	28	0.1067	0:00:16.723052
28	1	0.4181	0:00:15.859664
32	-1.0	-1.0	0:03:58.076364
32	1	0.2491	0:00:11.854178
32	4	0.2848	0:03:09.398987
32	1	0.1419	0:00:52.176407
32	-1.0	-1.0	0:04:09.084019
43	4	0.07234	0:00:13.291923
43	-1.0	-1.0	0:04:11.862423
43	43	0.1839	0:00:14.682848
43	4	0.03511	0:01:38.698744
43	-1.0	-1.0	0:04:02.378432
4	4	0.2745	0:00:14.439182
4	26	0.1476	0:00:19.560935
4	4	0.1901	0:00:17.316231
4	26	0.1651	0:00:17.607035
4	4	0.3492	0:00:17.419871
12	12	0.2321	0:00:19.014782
12	26	0.1251	0:00:25.902741
12	-1.0	-1.0	0:04:11.399556
12	4	0.07087	0:01:23.858055
12	12	0.129	0:00:17.989400
26	26	0.1213	0:00:15.076537
26	12	0.1232	0:01:30.465586
26	26	0.07516	0:00:22.623657
26	12	0.03809	0:02:16.943418
26	26	0.05197	0:01:07.843411
33	33	0.3177	0:00:14.247871
33	33	0.2957	0:00:20.316778
33	33	0.1428	0:00:17.638441
33	37	0.1808	0:00:58.010650
33	33	0.2737	0:00:13.496147
37	-1.0	-1.0	0:04:17.739534
37	37	0.3059	0:00:49.088675
37	37	0.2263	0:00:16.616806
37	37	0.3665	0:00:34.301603
37	37	0.375	0:01:09.107460
10	-1.0	-1.0	0:04:16.693542
10	10	0.07037	0:02:08.208229
10	-1.0	-1.0	0:04:22.700455
10	-1.0	-1.0	0:04:16.959929
10	10	0.05488	0:04:11.854831
12	46	0.1848	0:01:25.616113
12	49	0.08156	0:00:34.925287
12	46	0.1871	0:00:20.731477
12	12	0.05102	0:01:50.558597
12	46	0.2746	0:01:42.597255
44	46	0.1744	0:00:18.088306
44	-1.0	-1.0	0:04:01.328775
44	46	0.05535	0:01:33.900030
44	49	0.1759	0:00:18.354365
44	-1.0	-1.0	0:04:17.949792
46	46	0.04804	0:01:14.535283
46	-1.0	-1.0	0:04:20.173029
46	-1.0	-1.0	0:03:57.942245
46	10	0.2206	0:00:17.283005
46	-1.0	-1.0	0:04:26.792717
49	49	0.06345	0:01:16.552510
49	49	0.3341	0:00:17.413046
49	49	0.3258	0:00:12.789556
49	49	0.2943	0:00:13.811059
49	49	0.1256	0:00:14.604249
2	2	0.09354	0:00:35.110662
2	2	0.1437	0:00:16.586299
2	-1.0	-1.0	0:04:03.324259
2	2	0.2403	0:00:15.722364
2	2	0.2068	0:00:12.521935
8	8	0.2923	0:00:17.715312
8	8	0.1051	0:00:12.588275
8	8	0.1931	0:00:49.492762
8	8	0.2472	0:00:57.686460
8	8	0.1792	0:00:16.023691
11	-1.0	-1.0	0:04:07.038620
11	28	0.09439	0:00:17.663629
11	2	0.1478	0:00:18.603292
11	28	0.1554	0:00:30.441648
11	-1.0	-1.0	0:04:18.887168
12	12	0.09523	0:00:30.291321
12	-1.0	-1.0	0:04:21.775085
12	-1.0	-1.0	0:04:13.028434
12	12	0.287	0:01:41.229151
12	2	0.1846	0:00:14.358444
28	8	0.198	0:00:56.230185
28	28	0.1867	0:00:28.103409
28	8	0.023	0:01:41.338474
28	2	0.03021	0:01:10.091198
28	8	0.03009	0:01:14.344880
10	10	0.105	0:00:25.800632
10	-1.0	-1.0	0:04:24.043914
10	25	0.07071	0:01:09.484344
10	25	0.09095	0:00:44.643568
10	25	0.08139	0:01:27.031973
11	-1.0	-1.0	0:04:11.291536
11	15	0.02246	0:01:51.261028
11	15	0.07516	0:00:24.507719
11	15	0.4886	0:00:19.216644
11	11	0.4413	0:00:37.011186
15	15	0.3713	0:00:19.298182
15	15	0.1925	0:00:29.328409
15	15	0.3982	0:00:11.718671
15	15	0.2964	0:00:11.275941
15	15	0.3343	0:00:16.480855
25	-1.0	-1.0	0:04:21.036251
25	45	0.06803	0:00:08.403232
25	-1.0	-1.0	0:03:56.008631
25	45	0.1228	0:00:17.919509
25	45	0.1425	0:00:53.565305
45	45	0.07257	0:00:36.427226
45	10	0.1772	0:00:17.551103
45	45	0.1935	0:00:15.127248
45	-1.0	-1.0	0:04:11.988164
45	10	0.03938	0:02:53.091647
4	4	0.4883	0:00:42.576641
4	4	0.3333	0:00:49.143675
4	4	0.3823	0:00:15.742807
4	42	0.03744	0:01:14.856713
4	4	0.3453	0:00:19.098274
8	8	0.09571	0:01:02.717800
8	34	0.05347	0:02:19.247849
8	42	0.2999	0:00:56.328710
8	-1.0	-1.0	0:04:27.823907
8	42	0.08947	0:00:21.675923
30	30	0.3992	0:00:30.789610
30	30	0.4743	0:00:57.298826
30	-1.0	-1.0	0:03:44.937737
30	-1.0	-1.0	0:03:47.177261
30	30	0.3949	0:02:12.558182
34	34	0.07732	0:02:19.447842
34	8	0.217	0:00:31.921901
34	-1.0	-1.0	0:03:42.550010
34	-1.0	-1.0	0:03:42.495688
34	8	0.09215	0:00:50.725955
42	42	0.3484	0:00:25.363520
42	42	0.2454	0:00:15.760752
42	42	0.4357	0:03:17.606825
42	42	0.2058	0:00:24.511212
42	42	0.2587	0:03:45.808019
3	-1.0	-1.0	0:03:42.391508
3	-1.0	-1.0	0:03:39.187973
3	3	0.2472	0:00:32.509911
3	3	0.1241	0:00:13.407743
3	3	0.4392	0:00:14.584777
12	-1.0	-1.0	0:03:30.007073
12	3	0.2544	0:00:14.011524
12	3	0.1464	0:00:14.768302
12	12	0.09105	0:02:23.158423
12	-1.0	-1.0	0:03:41.155159
13	-1.0	-1.0	0:03:45.839110
13	-1.0	-1.0	0:03:37.401597
13	-1.0	-1.0	0:03:42.524031
13	-1.0	-1.0	0:03:43.259652
13	-1.0	-1.0	0:04:06.479658
33	-1.0	-1.0	0:03:39.511120
33	-1.0	-1.0	0:03:47.920604
33	-1.0	-1.0	0:03:38.636009
33	-1.0	-1.0	0:03:43.186126
33	-1.0	-1.0	0:03:46.948090
48	12	0.06924	0:03:28.616429
48	-1.0	-1.0	0:03:35.603655
48	12	0.2063	0:01:33.514782
48	-1.0	-1.0	0:03:46.005103
48	3	0.04259	0:00:47.066230
13	13	0.2901	0:00:14.927850
13	13	0.2705	0:00:14.537912
13	13	0.2489	0:00:14.419190
13	13	0.261	0:00:14.685667
13	13	0.2726	0:00:10.991465
22	-1.0	-1.0	0:03:45.135608
22	22	0.07359	0:00:26.217788
22	-1.0	-1.0	0:04:00.483896
22	30	0.04242	0:00:46.903018
22	30	0.08163	0:00:16.426186
30	-1.0	-1.0	0:03:42.620695
30	41	0.3002	0:00:15.800508
30	22	0.05824	0:00:27.168343
30	-1.0	-1.0	0:03:50.233806
30	41	0.1732	0:00:15.087225
41	41	0.304	0:00:13.369567
41	-1.0	-1.0	0:04:00.167446
41	41	0.03265	0:03:22.415990
