label	predict	radius	time
12	35	0.08174	0:01:54.850391
12	12	0.3234	0:00:25.802938
12	35	0.2113	0:00:47.260479
12	42	0.04214	0:02:33.135759
12	-1.0	-1.0	0:02:34.936024
35	35	0.219	0:00:13.117000
35	35	0.2103	0:00:07.799621
35	12	0.09951	0:01:00.906260
35	35	0.1225	0:00:08.338293
35	-1.0	-1.0	0:02:56.222777
41	12	0.622	0:00:06.977330
41	12	0.08345	0:02:35.058221
41	12	0.3432	0:00:20.403109
41	35	0.2978	0:00:08.008096
41	12	0.6883	0:00:24.944801
42	-1.0	-1.0	0:02:35.559168
42	-1.0	-1.0	0:02:36.505969
42	42	0.09803	0:00:52.801052
42	-1.0	-1.0	0:02:40.869442
42	-1.0	-1.0	0:02:36.854616
45	-1.0	-1.0	0:02:44.106464
45	12	0.2416	0:00:37.986927
45	12	0.2929	0:00:33.142601
45	42	0.6333	0:00:10.394094
45	-1.0	-1.0	0:02:38.472469
1	1	0.4852	0:00:21.838130
1	1	0.4939	0:00:11.650369
1	1	0.2057	0:00:13.103475
1	1	0.4941	0:00:11.725469
1	-1.0	-1.0	0:02:58.540869
4	43	0.05671	0:03:17.543572
4	4	0.2569	0:00:25.577756
4	4	0.2496	0:00:26.192757
4	-1.0	-1.0	0:02:40.975491
4	4	0.1805	0:00:10.192880
28	1	0.2576	0:00:11.141236
28	-1.0	-1.0	0:02:52.889837
28	1	0.1375	0:00:24.695710
28	28	0.2085	0:00:12.989786
28	1	0.7878	0:00:07.596410
32	-1.0	-1.0	0:02:45.216471
32	1	0.5019	0:00:13.600777
32	4	0.5494	0:00:52.534281
32	1	0.4415	0:00:22.522270
32	28	0.3058	0:02:00.768775
43	28	0.1579	0:00:28.127074
43	-1.0	-1.0	0:03:01.051573
43	43	0.3798	0:00:12.498142
43	4	0.1308	0:00:23.319378
43	-1.0	-1.0	0:02:42.079335
4	-1.0	-1.0	0:02:55.593077
4	26	0.3056	0:00:12.620972
4	4	0.2944	0:00:10.186865
4	26	0.3925	0:00:11.219882
4	4	0.6089	0:00:12.558813
12	12	0.198	0:00:24.988870
12	26	0.2121	0:00:08.881862
12	-1.0	-1.0	0:03:01.120746
12	4	0.09943	0:00:50.401356
12	12	0.4415	0:00:32.176724
26	26	0.3864	0:00:07.252536
26	12	0.05662	0:02:32.782200
26	26	0.1484	0:01:09.701138
26	-1.0	-1.0	0:02:50.382641
26	26	0.04835	0:02:46.129855
33	33	0.6397	0:00:09.897115
33	33	0.5513	0:00:11.834764
33	33	0.2018	0:00:23.513111
33	37	0.09548	0:00:37.857783
33	33	0.352	0:00:12.266827
37	-1.0	-1.0	0:03:00.023925
37	37	0.3469	0:00:13.594276
37	37	0.2868	0:00:09.803889
37	37	0.4601	0:00:33.486303
37	37	0.5774	0:00:08.815403
10	-1.0	-1.0	0:03:03.733515
10	10	0.1417	0:01:34.121163
10	46	0.08269	0:02:42.965614
10	-1.0	-1.0	0:02:55.112049
10	-1.0	-1.0	0:02:46.468360
12	46	0.3543	0:00:18.368162
12	49	0.292	0:00:08.591097
12	46	0.3781	0:00:10.138202
12	-1.0	-1.0	0:02:57.716042
12	-1.0	-1.0	0:02:50.216847
44	46	0.4238	0:00:08.975029
44	-1.0	-1.0	0:02:43.373726
44	-1.0	-1.0	0:02:27.533296
44	49	0.355	0:00:11.193915
44	-1.0	-1.0	0:02:56.055273
46	46	0.137	0:00:29.859166
46	-1.0	-1.0	0:03:02.430669
46	46	0.09835	0:01:05.617491
46	10	0.153	0:02:27.291783
46	-1.0	-1.0	0:03:08.354106
49	49	0.2159	0:00:24.084595
49	49	0.6477	0:00:11.957008
49	49	0.68	0:00:12.082630
49	49	0.5546	0:00:11.831522
49	49	0.2227	0:00:25.265669
2	2	0.1835	0:00:23.325366
2	2	0.122	0:00:32.400787
2	-1.0	-1.0	0:02:33.672045
2	2	0.3784	0:00:09.858197
2	2	0.3733	0:00:12.088630
8	8	0.5795	0:00:08.128065
8	-1.0	-1.0	0:02:46.618746
8	8	0.293	0:00:35.233250
8	-1.0	-1.0	0:02:39.466805
8	8	0.3396	0:00:07.994176
11	-1.0	-1.0	0:03:01.244775
11	28	0.1159	0:00:33.073268
11	2	0.2218	0:00:09.477861
11	-1.0	-1.0	0:03:10.940982
11	-1.0	-1.0	0:03:05.641562
12	12	0.1746	0:00:21.757865
12	11	0.09692	0:00:58.802437
12	-1.0	-1.0	0:03:15.445899
12	12	0.5575	0:00:11.405960
12	2	0.2687	0:00:11.215407
28	8	0.1433	0:01:34.911297
28	28	0.196	0:01:43.750195
28	-1.0	-1.0	0:02:46.148822
28	2	0.1885	0:00:49.787492
