label	predict	radius	time
12	35	0.09079	0:01:00.717940
12	12	0.3246	0:00:07.806409
12	35	0.2198	0:00:30.085331
12	42	0.03462	0:01:33.784165
12	35	0.06726	0:02:27.451252
35	35	0.2108	0:00:07.706769
35	35	0.2124	0:00:12.408509
35	12	0.09985	0:00:48.991765
35	35	0.1351	0:00:09.588941
35	-1.0	-1.0	0:02:46.251392
41	12	0.6256	0:00:08.814675
41	12	0.06973	0:01:45.372488
41	12	0.3476	0:00:12.553653
41	35	0.2923	0:00:07.483007
41	12	0.6856	0:00:22.632237
42	12	0.06808	0:02:12.255029
42	-1.0	-1.0	0:03:00.056564
42	42	0.09511	0:00:37.494792
42	-1.0	-1.0	0:02:57.214288
42	45	0.07784	0:02:29.487691
45	35	0.0562	0:02:49.090906
45	12	0.2263	0:00:23.457219
45	12	0.3019	0:00:25.161847
45	42	0.6332	0:00:16.564658
45	-1.0	-1.0	0:02:42.334643
1	1	0.4893	0:00:09.383890
1	1	0.4957	0:00:08.109947
1	1	0.2048	0:00:10.582274
1	1	0.4953	0:00:09.057654
1	-1.0	-1.0	0:02:59.193387
4	43	0.05915	0:01:50.956118
4	4	0.2598	0:00:12.876143
4	4	0.2456	0:00:27.160781
4	-1.0	-1.0	0:02:48.874495
4	4	0.1844	0:00:10.081349
28	1	0.2624	0:00:08.421523
28	-1.0	-1.0	0:02:57.590445
28	1	0.1322	0:00:24.540903
28	28	0.2098	0:00:10.939873
28	1	0.7885	0:00:10.932018
32	-1.0	-1.0	0:02:44.600561
32	1	0.5074	0:00:11.233785
32	4	0.5482	0:00:32.629286
32	1	0.4381	0:00:19.042508
32	28	0.3045	0:01:13.722938
43	28	0.1524	0:00:11.618953
43	-1.0	-1.0	0:03:01.178914
43	43	0.381	0:00:07.678573
43	4	0.1272	0:00:20.175799
43	43	0.09617	0:02:42.280724
4	4	0.04417	0:02:24.159379
4	26	0.3045	0:00:11.460639
4	4	0.297	0:00:08.152341
4	26	0.3948	0:00:11.011050
4	4	0.609	0:00:08.031965
12	12	0.1937	0:00:10.590126
12	26	0.2127	0:00:08.072324
12	-1.0	-1.0	0:02:55.032549
12	4	0.09747	0:00:36.471574
12	12	0.4346	0:00:25.576524
26	26	0.3864	0:00:10.597800
26	12	0.05004	0:01:39.300825
26	26	0.1501	0:00:47.685801
26	-1.0	-1.0	0:03:01.491293
26	26	0.05089	0:01:45.566618
33	33	0.6391	0:00:07.902793
33	33	0.5532	0:00:10.819572
33	33	0.1993	0:00:09.906036
33	37	0.09585	0:00:25.784162
33	33	0.3646	0:00:08.772480
37	-1.0	-1.0	0:02:48.884392
37	37	0.3462	0:00:06.821161
37	37	0.2964	0:00:11.533579
37	37	0.4607	0:00:19.457593
37	37	0.5711	0:00:06.914269
10	-1.0	-1.0	0:02:31.340786
10	10	0.1403	0:01:13.915836
10	46	0.07441	0:01:45.626718
10	-1.0	-1.0	0:02:25.565927
10	-1.0	-1.0	0:02:32.272547
12	46	0.365	0:00:09.380894
12	49	0.2893	0:00:08.618741
12	46	0.3812	0:00:08.131585
12	-1.0	-1.0	0:02:49.324152
12	-1.0	-1.0	0:02:51.958987
44	46	0.4266	0:00:11.019606
44	-1.0	-1.0	0:02:57.880447
44	-1.0	-1.0	0:02:48.562011
44	49	0.3592	0:00:10.815027
44	46	0.07444	0:02:16.239994
46	46	0.133	0:00:29.805245
46	-1.0	-1.0	0:02:43.741078
46	46	0.09662	0:00:49.281616
46	10	0.1398	0:01:43.809113
46	46	0.2623	0:02:14.267330
49	49	0.2191	0:00:31.301940
49	49	0.648	0:00:13.919472
49	49	0.6794	0:00:12.511379
49	49	0.551	0:00:07.122548
49	49	0.2256	0:00:24.830242
2	2	0.1762	0:00:32.015194
2	2	0.1263	0:00:32.446484
2	-1.0	-1.0	0:02:40.958402
2	2	0.3756	0:00:11.980589
2	2	0.3753	0:00:10.365395
8	8	0.5792	0:00:08.590721
