label	predict	radius	time
12	35	0.08868	0:03:37.608247
12	12	0.3209	0:00:31.545956
12	35	0.2159	0:02:12.090314
12	42	0.039	0:05:52.680797
12	35	0.06421	0:08:11.847132
35	35	0.212	0:00:33.721021
35	35	0.2104	0:00:26.955880
35	12	0.1023	0:02:31.368004
35	35	0.1307	0:00:37.804683
35	-1.0	-1.0	0:08:38.721621
41	12	0.6271	0:00:29.845546
41	12	0.07799	0:05:09.952358
41	12	0.3436	0:00:33.668060
41	35	0.2918	0:00:30.260317
41	12	0.6928	0:01:16.776174
42	12	0.06424	0:07:39.237694
42	-1.0	-1.0	0:08:07.984447
42	42	0.09593	0:01:50.119331
42	-1.0	-1.0	0:07:52.379085
42	45	0.07601	0:07:14.628602
45	35	0.0635	0:08:30.529546
45	12	0.2334	0:01:04.782184
45	12	0.29	0:01:13.854730
45	42	0.6337	0:00:32.947695
45	-1.0	-1.0	0:08:20.201237
1	1	0.4878	0:00:27.563395
1	1	0.4963	0:00:27.453931
1	1	0.2034	0:00:32.713586
1	1	0.496	0:00:30.009784
1	-1.0	-1.0	0:08:37.908978
4	43	0.05221	0:06:58.562323
4	4	0.2553	0:00:40.885029
4	4	0.2444	0:01:14.314488
4	-1.0	-1.0	0:08:08.098814
4	4	0.1868	0:00:35.633693
28	1	0.2575	0:00:33.402188
28	-1.0	-1.0	0:07:18.501842
28	1	0.1364	0:01:04.318802
28	28	0.2086	0:00:31.641825
28	1	0.79	0:00:29.839223
32	-1.0	-1.0	0:07:26.584713
32	1	0.5022	0:00:33.007331
32	4	0.551	0:01:38.799676
32	1	0.4403	0:01:01.196184
32	28	0.2966	0:03:51.659880
43	28	0.1547	0:00:29.276816
43	-1.0	-1.0	0:07:46.843647
43	43	0.3791	0:00:33.283044
43	4	0.1275	0:01:15.357140
43	43	0.09699	0:08:15.840184
4	4	0.04866	0:06:48.021806
4	26	0.3042	0:00:31.641705
4	4	0.2956	0:00:29.719257
4	26	0.3948	0:00:26.345763
4	4	0.61	0:00:26.489115
12	12	0.2011	0:00:32.078754
12	26	0.2147	0:00:32.236192
12	-1.0	-1.0	0:07:35.890649
12	4	0.09882	0:01:44.214963
12	12	0.4371	0:01:03.245560
26	26	0.3848	0:00:29.381590
26	12	0.0542	0:04:43.594661
26	26	0.1496	0:02:35.228399
26	-1.0	-1.0	0:08:26.292248
26	26	0.05322	0:04:59.851840
33	33	0.6396	0:00:32.034786
33	33	0.5515	0:00:33.371151
33	33	0.1999	0:00:32.884437
33	37	0.09788	0:01:06.271832
33	33	0.3542	0:00:27.300297
37	-1.0	-1.0	0:08:12.036575
37	37	0.3449	0:00:34.911391
37	37	0.2908	0:00:27.335419
37	37	0.4589	0:01:08.771549
37	37	0.5758	0:00:25.698543
10	-1.0	-1.0	0:08:52.944850
10	10	0.143	0:03:56.121361
10	46	0.079	0:05:28.619431
10	-1.0	-1.0	0:08:11.604809
10	-1.0	-1.0	0:08:00.039879
12	46	0.3555	0:00:33.711744
12	49	0.2915	0:00:36.427379
12	46	0.3766	0:00:34.580839
12	-1.0	-1.0	0:07:39.160448
12	-1.0	-1.0	0:07:52.262842
44	46	0.4227	0:00:30.919529
44	-1.0	-1.0	0:07:12.373481
44	-1.0	-1.0	0:06:59.285026
44	49	0.3524	0:00:32.715297
44	46	0.07033	0:06:19.505742
46	46	0.1348	0:00:56.005224
46	-1.0	-1.0	0:07:01.643237
46	46	0.09768	0:02:09.366563
46	10	0.1436	0:04:24.186928
46	46	0.2626	0:06:38.763666
49	49	0.2154	0:01:13.848381
49	49	0.6481	0:00:40.226214
49	49	0.6801	0:00:29.992908
49	49	0.5556	0:00:29.692968
49	49	0.2219	0:01:09.898234
2	2	0.1766	0:01:09.012419
2	2	0.1305	0:01:49.021103
2	-1.0	-1.0	0:07:02.092169
2	2	0.3782	0:00:29.224126
2	2	0.3761	0:00:33.690525
8	8	0.5788	0:00:29.045185
8	-1.0	-1.0	0:07:10.029112
8	8	0.289	0:00:58.687470
