label	predict	radius	time
12	-1.0	-1.0	0:36:02.691000
12	12	0.4175	0:03:04.570973
12	-1.0	-1.0	0:27:32.289314
12	42	0.08217	0:17:23.436464
12	35	0.6548	0:01:33.520113
35	-1.0	-1.0	0:28:00.611207
35	42	0.166	0:20:39.150109
35	35	0.2862	0:01:44.217209
35	42	0.6114	0:05:46.318969
35	-1.0	-1.0	0:30:14.543316
41	-1.0	-1.0	0:27:42.801787
41	-1.0	-1.0	0:27:17.453297
41	42	0.3879	0:03:38.282687
41	-1.0	-1.0	0:29:54.851362
41	-1.0	-1.0	0:28:58.003224
42	12	0.4677	0:03:53.567625
42	35	0.2233	0:01:32.777395
42	42	0.2421	0:08:23.925635
42	42	0.3783	0:16:33.169289
42	45	0.636	0:11:12.844756
45	-1.0	-1.0	0:28:36.817574
45	35	0.2763	0:03:17.362859
45	42	0.1596	0:03:22.419691
45	45	0.3542	0:01:25.494115
45	12	0.1948	0:09:52.093578
12	36	0.4213	0:01:37.681757
12	12	0.5412	0:01:29.147949
12	12	0.6291	0:01:36.515290
12	12	0.5579	0:05:04.830276
12	32	0.09188	0:17:48.702764
15	15	0.8768	0:01:32.180107
15	15	0.8653	0:01:36.224128
15	15	0.831	0:01:24.901282
15	12	0.1428	0:01:31.828467
15	15	0.8164	0:01:36.225661
22	32	0.6788	0:01:32.868657
22	22	0.3854	0:01:34.358995
22	12	0.5785	0:01:26.582978
22	22	0.1409	0:03:05.743203
22	-1.0	-1.0	0:25:00.245713
32	22	0.5021	0:01:33.220527
32	-1.0	-1.0	0:25:37.289268
32	36	0.5196	0:01:26.458602
32	32	0.4893	0:01:31.603892
32	22	0.119	0:15:23.140222
36	-1.0	-1.0	0:24:31.585266
36	36	0.09175	0:05:03.189750
36	36	0.1583	0:01:36.634551
36	32	0.1028	0:11:58.872721
36	36	0.1495	0:01:27.570832
12	35	0.3025	0:07:21.451801
12	-1.0	-1.0	0:23:05.854534
12	35	0.1009	0:09:16.779979
12	-1.0	-1.0	0:23:43.505781
12	35	0.04755	0:17:15.254466
27	27	0.326	0:01:29.048595
27	27	0.1294	0:03:04.544834
27	27	0.239	0:01:40.273827
27	27	0.3514	0:01:27.414705
27	27	0.4843	0:01:24.379840
31	47	0.222	0:01:27.354916
31	35	0.1647	0:01:26.258516
31	47	0.202	0:11:43.203342
31	31	0.6829	0:01:27.781713
31	31	0.8017	0:01:25.519359
35	47	0.1696	0:03:04.511890
35	47	0.179	0:03:10.158403
35	47	0.1949	0:03:02.072075
35	35	0.4372	0:01:29.939955
35	47	0.1933	0:06:57.026320
47	35	0.2304	0:01:30.167027
47	47	0.1172	0:06:52.104153
47	47	0.1943	0:03:05.897739
47	-1.0	-1.0	0:23:17.889638
47	-1.0	-1.0	0:24:03.496896
0	0	0.4551	0:03:17.879451
0	-1.0	-1.0	0:23:29.600679
0	0	0.6846	0:03:06.269899
0	0	0.1123	0:23:39.298151
0	0	0.2884	0:09:12.278918
1	-1.0	-1.0	0:23:56.533129
1	-1.0	-1.0	0:25:38.768092
1	-1.0	-1.0	0:25:52.830931
1	0	0.304	0:09:22.593717
1	-1.0	-1.0	0:24:38.268735
7	-1.0	-1.0	0:23:42.902117
7	0	0.3488	0:05:08.968293
7	0	0.4807	0:20:47.509528
7	0	0.1614	0:14:18.215781
7	-1.0	-1.0	0:23:37.764851
15	15	0.5536	0:01:26.066619
15	15	0.5355	0:01:30.197888
15	15	0.5072	0:01:30.062101
15	15	0.5411	0:01:33.262034
15	15	0.6196	0:01:31.301870
42	0	0.7406	0:03:10.700600
42	-1.0	-1.0	0:25:36.878465
42	-1.0	-1.0	0:25:07.996813
