label	predict	gamma LCB	radius	time	N samples
9	9	0.7174	0.8626	0:00:00.073518	1000
9	9	0.7776	1.146	0:00:00.068024	1000
9	9	0.9336	2.255	0:00:00.068228	1000
9	9	0.9308	2.223	0:00:00.135309	2000
9	18	0.7438	0.9827	0:00:00.068118	1000
18	18	0.7105	0.8321	0:00:00.068007	1000
18	18	0.7609	1.064	0:00:00.067635	1000
18	18	0.6699	0.6594	0:00:00.068087	1000
18	41	0.5028	0.01064	0:00:00.067564	1000
18	18	0.7971	1.247	0:00:00.067930	1000
41	41	0.6201	0.4585	0:00:00.067664	1000
41	41	0.6774	0.6905	0:00:00.067848	1000
41	18	0.5837	0.3172	0:00:00.067804	1000
41	42	0.5683	0.2581	0:00:00.067902	1000
41	42	0.6832	0.7151	0:00:00.067572	1000
42	9	0.5567	0.2141	0:00:00.067650	1000
42	42	0.4845	-0.05825	0:00:00.067940	1000
42	42	0.4762	-0.0895	0:00:00.067633	1000
42	9	0.8139	1.339	0:00:00.067709	1000
42	42	0.5678	0.256	0:00:00.067845	1000
48	48	0.5692	0.2616	0:00:00.201804	3000
48	41	0.477	-0.08637	0:00:00.740402	11000
48	48	0.5386	0.1452	0:00:00.067761	1000
48	48	0.6062	0.404	0:00:00.134095	2000
48	48	0.5395	0.1487	0:00:00.067448	1000
0	0	0.5246	0.09249	0:00:00.067619	1000
0	7	0.6797	0.7003	0:00:00.469239	7000
0	19	0.3518	-0.5708	0:00:03.022215	45000
0	7	0.6601	0.6191	0:00:00.067447	1000
0	0	0.5462	0.1742	0:00:00.067474	1000
7	0	0.4794	-0.07745	0:00:00.067522	1000
7	0	0.4386	-0.2319	0:00:00.806474	12000
7	7	0.596	0.3646	0:00:00.134993	2000
7	7	0.6054	0.4012	0:00:00.134809	2000
7	7	0.8119	1.327	0:00:00.067616	1000
19	19	0.4165	-0.3161	0:00:00.067641	1000
19	32	0.7285	0.9123	0:00:00.067477	1000
19	19	0.4856	-0.05421	0:00:00.067658	1000
19	7	0.7309	0.9235	0:00:00.268449	4000
19	32	0.7227	0.8862	0:00:00.873272	13000
32	0	0.7752	1.134	0:00:00.067540	1000
32	7	0.6001	0.3803	0:00:00.134448	2000
32	37	0.5676	0.2554	0:00:00.067471	1000
32	37	0.563	0.2378	0:00:00.067731	1000
32	0	0.4885	-0.04308	0:00:02.415192	36000
37	37	0.9039	1.956	0:00:00.067731	1000
37	19	0.4115	-0.3356	0:00:00.067988	1000
