label	predict	gamma LCB	radius	time	N samples
9	9	0.7175	0.2878	0:00:00.073034	1000
9	9	0.7777	0.3823	0:00:00.067774	1000
9	9	0.9338	0.7522	0:00:00.067788	1000
9	9	0.9314	0.743	0:00:00.134776	2000
9	18	0.7435	0.3271	0:00:00.067746	1000
18	18	0.7107	0.2777	0:00:00.067572	1000
18	18	0.7611	0.3549	0:00:00.067940	1000
18	18	0.6698	0.2197	0:00:00.067727	1000
18	41	0.5029	0.00365	0:00:00.067841	1000
18	18	0.7973	0.416	0:00:00.067461	1000
41	41	0.6213	0.1545	0:00:00.067536	1000
41	41	0.6772	0.23	0:00:00.067804	1000
41	18	0.5849	0.1072	0:00:00.067987	1000
41	42	0.5685	0.08624	0:00:00.067972	1000
41	42	0.6813	0.2356	0:00:00.067744	1000
42	9	0.5576	0.07245	0:00:00.067780	1000
42	42	0.4838	-0.02028	0:00:00.067720	1000
42	42	0.4753	-0.03102	0:00:00.067989	1000
42	9	0.8149	0.4481	0:00:00.067605	1000
42	42	0.568	0.0857	0:00:00.067615	1000
48	48	0.5697	0.08782	0:00:00.201920	3000
48	41	0.4764	-0.02965	0:00:00.873277	13000
48	48	0.5391	0.04904	0:00:00.067483	1000
48	48	0.6077	0.1366	0:00:00.134862	2000
48	48	0.544	0.05526	0:00:00.067550	1000
0	0	0.5252	0.03163	0:00:00.067638	1000
0	7	0.6791	0.2325	0:00:00.538964	8000
0	19	0.3512	-0.1911	0:00:05.033316	75000
0	7	0.6598	0.206	0:00:00.067841	1000
0	0	0.5475	0.05962	0:00:00.067507	1000
7	0	0.4801	-0.02501	0:00:00.067603	1000
7	0	0.4382	-0.07775	0:00:00.806387	12000
7	7	0.5955	0.1208	0:00:00.134464	2000
7	7	0.6054	0.1336	0:00:00.134564	2000
7	7	0.8118	0.4423	0:00:00.067666	1000
19	19	0.4167	-0.1051	0:00:00.067366	1000
19	32	0.7319	0.3093	0:00:00.067603	1000
19	19	0.4849	-0.01897	0:00:00.067501	1000
19	7	0.7299	0.3063	0:00:00.268556	4000
19	32	0.7241	0.2975	0:00:03.218273	48000
32	0	0.775	0.3777	0:00:00.067443	1000
32	7	0.6	0.1267	0:00:00.135191	2000
32	37	0.5683	0.086	0:00:00.067441	1000
32	37	0.5629	0.07918	0:00:00.067475	1000
32	0	0.4882	-0.01482	0:00:02.013208	30000
37	37	0.9044	0.6535	0:00:00.067460	1000
37	19	0.4108	-0.1127	0:00:00.067632	1000
37	19	0.3905	-0.139	0:00:00.336719	5000
37	37	0.9042	0.6531	0:00:00.067613	1000
37	19	0.4729	-0.03401	0:00:00.067512	1000
32	32	0.62	0.1527	0:00:00.069811	1000
32	32	0.5558	0.07018	0:00:00.067653	1000
32	32	0.4504	-0.06232	0:00:00.067532	1000
32	32	0.4973	-0.003393	0:00:00.067894	1000
32	32	0.4536	-0.05823	0:00:00.067891	1000
33	32	0.5278	0.03486	0:00:00.067536	1000
33	33	0.7738	0.3757	0:00:00.067507	1000
33	33	0.6604	0.2067	0:00:00.067799	1000
33	33	0.7216	0.2938	0:00:00.067387	1000
33	33	0.647	0.1886	0:00:00.068124	1000
36	36	0.6177	0.1497	0:00:00.067464	1000
36	36	0.7562	0.347	0:00:00.067744	1000
36	36	0.7196	0.2908	0:00:02.481847	37000
36	36	0.5304	0.03818	0:00:00.067654	1000
36	36	0.8751	0.5753	0:00:00.067504	1000
43	43	0.6778	0.2307	0:00:00.067571	1000
43	43	0.7225	0.2951	0:00:00.067512	1000
43	43	0.8447	0.507	0:00:00.067574	1000
43	43	0.7868	0.3977	0:00:00.067724	1000
43	43	0.7429	0.3261	0:00:00.067523	1000
49	33	0.585	0.1074	0:00:00.134686	2000
49	49	0.8136	0.4457	0:00:00.067666	1000
49	49	0.6893	0.2469	0:00:00.067760	1000
49	33	0.5609	0.07662	0:00:00.469053	7000
49	33	0.5555	0.06979	0:00:00.805239	12000
6	22	0.6668	0.2155	0:00:00.201511	3000
6	6	0.8138	0.446	0:00:00.067518	1000
6	16	0.5259	0.03244	0:00:00.335887	5000
6	16	0.4408	-0.07444	0:00:00.067686	1000
6	22	0.6083	0.1374	0:00:00.134634	2000
13	13	0.7624	0.357	0:00:00.067663	1000
13	13	0.8091	0.4373	0:00:02.084923	31000
13	18	0.5046	0.005792	0:00:00.067585	1000
13	13	0.7864	0.397	0:00:00.067719	1000
13	13	0.7646	0.3606	0:00:00.067931	1000
16	22	0.7104	0.2772	0:00:00.067731	1000
16	18	0.7063	0.2713	0:00:00.067500	1000
16	16	0.5461	0.05791	0:00:00.067552	1000
16	16	0.601	0.1279	0:00:00.134535	2000
16	16	0.4885	-0.01436	0:00:00.067740	1000
18	18	0.5613	0.07717	0:00:00.067923	1000
18	18	0.8059	0.4315	0:00:04.421148	66000
18	18	0.4755	-0.03069	0:00:00.067599	1000
18	18	0.4312	-0.08672	0:00:02.078392	31000
18	13	0.5884	0.1117	0:00:00.134583	2000
22	22	0.7071	0.2725	0:00:00.067643	1000
22	22	0.8213	0.4601	0:00:00.067641	1000
22	22	0.7555	0.3459	0:00:00.067967	1000
22	22	0.8752	0.5756	0:00:00.067343	1000
22	22	0.5651	0.08194	0:00:00.134889	2000
9	9	0.6295	0.1652	0:00:00.134817	2000
9	9	0.7209	0.2927	0:00:02.951499	44000
9	9	0.6664	0.215	0:00:00.067758	1000
9	36	0.7263	0.3008	0:00:00.067557	1000
9	9	0.7564	0.3474	0:00:00.536687	8000
34	34	0.743	0.3263	0:00:00.403115	6000
34	34	0.7779	0.3826	0:00:00.067977	1000
34	34	0.7749	0.3775	0:00:00.135123	2000
34	34	0.794	0.4102	0:00:00.067477	1000
34	34	0.7344	0.3131	0:00:00.067642	1000
35	36	0.8295	0.4761	0:00:00.067607	1000
35	34	0.5499	0.06269	0:00:00.134663	2000
35	35	0.6214	0.1545	0:00:00.067522	1000
35	9	0.6176	0.1495	0:00:00.470036	7000
35	35	0.549	0.06158	0:00:00.068345	1000
36	36	0.8045	0.4289	0:00:00.067644	1000
36	36	0.807	0.4334	0:00:00.067550	1000
36	36	0.8345	0.486	0:00:00.067654	1000
36	-1.0	0.0	-1.0	0:00:06.708205	100000
36	9	0.8392	0.4955	0:00:00.938534	14000
39	34	0.5711	0.08964	0:00:00.134380	2000
39	36	0.7874	0.3988	0:00:00.067628	1000
39	39	0.4524	-0.05976	0:00:03.350965	50000
39	36	0.6998	0.2619	0:00:00.067450	1000
39	9	0.6663	0.2148	0:00:00.067737	1000
0	0	0.6762	0.2286	0:00:00.135516	2000
0	37	0.5243	0.03053	0:00:00.067570	1000
0	0	0.6579	0.2034	0:00:00.469569	7000
0	-1.0	0.0	-1.0	0:00:06.702497	100000
0	0	0.6645	0.2124	0:00:00.067428	1000
12	12	0.7743	0.3765	0:00:00.067726	1000
12	37	0.6863	0.2427	0:00:00.067398	1000
12	12	0.5703	0.08863	0:00:00.067418	1000
12	12	0.618	0.1502	0:00:00.067674	1000
12	12	0.6231	0.1568	0:00:00.067577	1000
15	15	0.9021	0.6469	0:00:00.067909	1000
15	15	0.8225	0.4625	0:00:00.067371	1000
15	15	0.8425	0.5023	0:00:00.067470	1000
15	15	0.9233	0.7137	0:00:00.067459	1000
15	15	0.9441	0.795	0:00:00.067425	1000
25	25	0.4362	-0.08033	0:00:02.880503	43000
25	0	0.6876	0.2445	0:00:00.068129	1000
25	25	0.7123	0.28	0:00:00.067478	1000
25	0	0.6227	0.1563	0:00:00.067846	1000
25	0	0.6633	0.2108	0:00:00.067470	1000
37	37	0.7847	0.3941	0:00:00.068131	1000
37	37	0.5058	0.007274	0:00:00.067837	1000
37	37	0.8613	0.5431	0:00:00.201198	3000
37	37	0.7027	0.2662	0:00:00.070443	1000
37	37	0.6819	0.2365	0:00:00.067332	1000
0	11	0.6161	0.1476	0:00:00.268181	4000
0	0	0.6192	0.1517	0:00:00.067554	1000
0	6	0.5987	0.1249	0:00:00.067486	1000
0	0	0.5541	0.06806	0:00:00.937679	14000
0	0	0.7404	0.3222	0:00:00.067490	1000
6	0	0.5406	0.05101	0:00:01.609946	24000
6	11	0.5746	0.09407	0:00:00.135306	2000
6	6	0.4972	-0.003542	0:00:00.134585	2000
6	6	0.5323	0.04049	0:00:00.067556	1000
6	6	0.5064	0.00804	0:00:00.067589	1000
11	37	0.5683	0.08603	0:00:00.067481	1000
11	0	0.6623	0.2093	0:00:00.067373	1000
11	0	0.7994	0.4197	0:00:00.403372	6000
11	37	0.5408	0.05117	0:00:00.067614	1000
11	37	0.5557	0.06999	0:00:00.067351	1000
37	37	0.7081	0.2739	0:00:00.067389	1000
37	37	0.6294	0.1652	0:00:00.067358	1000
37	37	0.6421	0.182	0:00:00.067429	1000
37	37	0.4496	-0.06338	0:00:00.335273	5000
37	37	0.4742	-0.03238	0:00:00.268251	4000
43	43	0.6532	0.197	0:00:00.067575	1000
43	43	0.7266	0.3013	0:00:00.067687	1000
43	43	0.5779	0.09825	0:00:00.067428	1000
43	43	0.7874	0.3988	0:00:00.067288	1000
43	43	0.6866	0.2431	0:00:00.067415	1000
25	25	0.7192	0.2902	0:00:00.067528	1000
25	25	0.739	0.3202	0:00:00.067501	1000
25	34	0.5745	0.0939	0:00:00.067544	1000
25	25	0.8236	0.4645	0:00:00.067501	1000
25	25	0.724	0.2974	0:00:00.067578	1000
29	29	0.8631	0.5471	0:00:00.067364	1000
29	29	0.9423	0.7871	0:00:00.067527	1000
29	29	0.892	0.6187	0:00:00.067506	1000
29	29	0.6396	0.1787	0:00:00.067804	1000
29	29	0.6604	0.2068	0:00:00.134297	2000
31	34	0.4808	-0.02412	0:00:00.134715	2000
31	29	0.8493	0.5167	0:00:00.067470	1000
31	34	0.5584	0.07346	0:00:01.739101	26000
31	45	0.7665	0.3637	0:00:00.067579	1000
31	34	0.7236	0.2967	0:00:00.401521	6000
34	34	0.8157	0.4495	0:00:00.067363	1000
34	34	0.7695	0.3686	0:00:00.067306	1000
34	34	0.7303	0.3068	0:00:00.134959	2000
34	34	0.5761	0.096	0:00:00.067397	1000
34	34	0.6233	0.1571	0:00:00.067406	1000
45	25	0.6619	0.2089	0:00:00.068111	1000
45	34	0.5853	0.1078	0:00:00.067976	1000
45	25	0.7186	0.2894	0:00:00.067657	1000
45	45	0.8489	0.5158	0:00:00.067411	1000
45	25	0.7006	0.263	0:00:00.403660	6000
0	24	0.49	-0.01253	0:00:01.007011	15000
0	24	0.506	0.007522	0:00:00.067604	1000
0	19	0.5702	0.08844	0:00:00.067899	1000
0	0	0.546	0.05784	0:00:01.744062	26000
0	19	0.5647	0.08147	0:00:00.067589	1000
5	5	0.6917	0.2503	0:00:00.067494	1000
5	5	0.692	0.2508	0:00:00.067651	1000
5	0	0.4674	-0.04093	0:00:00.067727	1000
5	5	0.6555	0.2001	0:00:00.067497	1000
5	19	0.557	0.0717	0:00:00.067636	1000
19	19	0.5261	0.03278	0:00:00.067725	1000
19	19	0.582	0.1035	0:00:00.805338	12000
19	19	0.701	0.2637	0:00:00.067729	1000
19	19	0.5815	0.1029	0:00:00.135318	2000
19	24	0.5018	0.002317	0:00:00.202274	3000
24	24	0.6954	0.2557	0:00:00.067491	1000
24	29	0.5598	0.07523	0:00:00.067731	1000
24	0	0.5472	0.05929	0:00:01.340327	20000
24	24	0.4967	-0.004119	0:00:00.067601	1000
24	24	0.5132	0.0166	0:00:00.067590	1000
29	29	0.5955	0.1208	0:00:00.067485	1000
29	29	0.6089	0.1383	0:00:00.067778	1000
29	29	0.4985	-0.001861	0:00:00.067525	1000
29	29	0.7697	0.3689	0:00:00.469474	7000
29	29	0.6599	0.2061	0:00:00.067858	1000
2	41	0.6518	0.1951	0:00:00.067411	1000
2	41	0.5797	0.1006	0:00:00.067420	1000
2	41	0.522	0.02759	0:00:00.068280	1000
