label	predict	gamma LCB	radius	time	N samples
9	9	0.6493	0.3836	0:00:00.073939	1000
9	9	0.7126	0.5611	0:00:00.067871	1000
9	9	0.687	0.4873	0:00:00.068249	1000
9	9	0.7313	0.6167	0:00:00.135185	2000
9	18	0.6177	0.2994	0:00:00.067902	1000
18	18	0.7959	0.8272	0:00:00.068066	1000
18	18	0.6661	0.4291	0:00:00.403355	6000
18	18	0.6485	0.3812	0:00:00.068049	1000
18	18	0.5088	0.02208	0:00:00.403630	6000
18	18	0.722	0.5887	0:00:00.067607	1000
41	41	0.6619	0.4175	0:00:00.067771	1000
41	41	0.6946	0.5091	0:00:00.067761	1000
41	18	0.5346	0.08676	0:00:00.135142	2000
41	42	0.5759	0.1914	0:00:00.067970	1000
41	41	0.5014	0.003522	0:00:04.637097	69000
42	42	0.7358	0.6304	0:00:00.067953	1000
42	41	0.504	0.009982	0:00:00.202503	3000
42	42	0.7763	0.7598	0:00:00.067677	1000
42	9	0.5355	0.08905	0:00:00.068000	1000
42	42	0.5882	0.223	0:00:00.067946	1000
48	-1.0	0.0	-1.0	0:00:06.722244	100000
48	42	0.5003	0.0006552	0:00:06.656515	99000
48	41	0.5121	0.03024	0:00:00.806937	12000
48	42	0.6159	0.2947	0:00:00.067939	1000
48	48	0.5983	0.2489	0:00:00.068028	1000
0	0	0.6601	0.4129	0:00:00.069210	1000
0	7	0.7315	0.6173	0:00:01.546597	23000
0	7	0.5872	0.2204	0:00:00.067856	1000
0	7	0.6526	0.3923	0:00:00.068412	1000
0	0	0.8991	1.277	0:00:00.067891	1000
7	0	1.039	nan	0:00:00.067905	1000
7	0	0.7634	0.7174	0:00:00.067824	1000
7	-1.0	0.0	-1.0	0:00:06.733083	100000
7	7	0.8568	1.066	0:00:00.202087	3000
7	7	0.6212	0.3086	0:00:00.067764	1000
19	0	0.9418	1.57	0:00:00.404180	6000
19	19	0.6009	0.2557	0:00:00.067834	1000
19	19	0.506	0.01494	0:00:00.135271	2000
19	19	0.5364	0.09146	0:00:00.135239	2000
19	-1.0	0.0	-1.0	0:00:06.729418	100000
32	0	1.058	nan	0:00:00.067577	1000
32	32	0.6159	0.2947	0:00:00.067831	1000
32	0	0.5223	0.05597	0:00:00.067847	1000
32	0	0.5179	0.04482	0:00:00.067905	1000
32	32	0.6559	0.4012	0:00:00.068093	1000
37	37	0.5863	0.2181	0:00:00.067806	1000
37	19	0.9698	1.879	0:00:00.067726	1000
37	19	0.5257	0.06448	0:00:00.202178	3000
37	-1.0	0.0	-1.0	0:00:06.726127	100000
37	7	0.6369	0.3502	0:00:00.135718	2000
32	32	0.8697	1.125	0:00:00.067908	1000
32	32	0.6001	0.2537	0:00:00.067974	1000
32	36	0.5882	0.2229	0:00:00.202338	3000
32	43	0.5141	0.03542	0:00:00.135071	2000
32	32	0.5041	0.01036	0:00:00.808013	12000
33	33	0.5195	0.04887	0:00:00.336597	5000
33	33	0.6681	0.4347	0:00:00.134945	2000
33	33	0.6851	0.4819	0:00:00.135014	2000
33	49	0.6709	0.4425	0:00:00.135127	2000
33	49	0.6369	0.3501	0:00:00.134918	2000
36	36	0.6425	0.3652	0:00:00.067821	1000
36	36	0.6307	0.3338	0:00:00.067660	1000
36	36	0.7158	0.5705	0:00:00.068252	1000
36	36	0.5046	0.01155	0:00:00.203455	3000
36	36	0.7459	0.6617	0:00:00.068427	1000
43	32	0.5159	0.03996	0:00:00.136114	2000
43	43	0.5977	0.2474	0:00:00.068474	1000
43	43	0.6979	0.5182	0:00:00.068323	1000
43	43	0.7033	0.534	0:00:00.068070	1000
43	43	0.6925	0.503	0:00:00.068466	1000
49	33	0.7927	0.8159	0:00:00.068304	1000
49	33	0.769	0.7356	0:00:00.069019	1000
49	33	1.462	nan	0:00:00.068347	1000
49	33	0.9307	1.481	0:00:00.068290	1000
49	33	1.039	nan	0:00:00.068477	1000
6	22	0.6557	0.4009	0:00:00.134659	2000
6	6	0.5924	0.2336	0:00:00.068541	1000
6	16	0.6367	0.3496	0:00:00.067763	1000
6	16	0.7208	0.5852	0:00:00.067666	1000
6	22	0.7204	0.5839	0:00:03.025171	45000
13	13	0.7679	0.7321	0:00:00.067773	1000
13	13	0.535	0.08776	0:00:00.067816	1000
13	18	0.5926	0.2343	0:00:00.067901	1000
13	13	0.8093	0.8752	0:00:00.068017	1000
13	13	0.7844	0.7871	0:00:00.067806	1000
16	22	0.5676	0.1702	0:00:00.067850	1000
16	18	0.6343	0.3432	0:00:00.067754	1000
16	16	0.7687	0.7345	0:00:00.067739	1000
16	22	0.5029	0.007178	0:00:00.605650	9000
16	16	0.7297	0.6118	0:00:00.067776	1000
18	18	0.5659	0.1658	0:00:00.067714	1000
18	18	0.6293	0.33	0:00:01.008686	15000
18	18	0.5348	0.08738	0:00:00.135007	2000
18	13	0.6067	0.2706	0:00:00.067822	1000
18	18	0.703	0.533	0:00:00.067770	1000
22	22	0.6777	0.4612	0:00:00.067493	1000
22	22	0.7169	0.5736	0:00:00.067660	1000
22	22	0.9993	3.211	0:00:00.067742	1000
22	22	0.9391	1.547	0:00:00.067851	1000
22	22	0.6255	0.3199	0:00:00.067689	1000
9	9	0.5803	0.2028	0:00:00.067736	1000
9	34	0.524	0.06017	0:00:00.202161	3000
9	9	0.7858	0.7918	0:00:00.067789	1000
9	36	0.5488	0.1226	0:00:00.067750	1000
9	39	0.5064	0.01598	0:00:00.271234	4000
