label	predict	radius	time
1	1	0.08218	0:00:51.515689
1	1	0.3964	0:00:12.723433
1	1	0.3007	0:00:10.392426
1	1	0.1441	0:00:23.591540
1	1	0.1366	0:00:22.046224
8	-1.0	-1.0	0:02:37.196356
8	-1.0	-1.0	0:02:25.347473
8	-1.0	-1.0	0:02:21.790532
8	-1.0	-1.0	0:02:30.982536
8	-1.0	-1.0	0:02:34.321333
10	-1.0	-1.0	0:02:35.043818
10	-1.0	-1.0	0:02:28.709686
10	12	0.1489	0:00:56.167591
10	-1.0	-1.0	0:02:20.142593
10	-1.0	-1.0	0:02:35.260053
12	-1.0	-1.0	0:02:26.082104
12	12	0.5616	0:00:28.579489
12	-1.0	-1.0	0:02:21.789553
12	-1.0	-1.0	0:02:35.440779
12	-1.0	-1.0	0:02:33.951719
16	16	0.7061	0:00:06.541363
16	16	0.5148	0:00:10.737627
16	16	0.8219	0:00:07.140045
16	16	0.8961	0:00:09.236584
16	-1.0	-1.0	0:02:43.954790
1	1	0.4352	0:00:11.420679
1	9	0.9069	0:00:11.515426
1	18	0.1423	0:00:32.478036
1	18	0.09977	0:00:34.596513
1	-1.0	-1.0	0:02:34.755277
8	8	1.04	0:00:08.497175
8	8	0.3342	0:00:11.212015
8	-1.0	-1.0	0:02:37.447711
8	8	0.6232	0:00:09.885623
8	8	1.001	0:00:07.152998
9	9	0.1054	0:00:21.753326
9	9	0.6593	0:00:11.752099
9	-1.0	-1.0	0:02:31.705463
9	9	0.9398	0:00:10.697043
9	8	0.5083	0:00:18.720527
11	-1.0	-1.0	0:02:31.899680
11	8	0.339	0:00:08.193687
11	8	0.5081	0:00:09.497685
11	-1.0	-1.0	0:02:28.003980
11	8	0.4609	0:00:12.486603
18	18	0.3554	0:00:11.115102
18	18	0.1573	0:00:21.106073
18	-1.0	-1.0	0:02:25.758553
18	-1.0	-1.0	0:02:42.274284
18	18	0.06865	0:02:35.275284
3	3	0.03044	0:02:30.227347
3	3	0.72	0:00:07.935462
3	3	0.2724	0:00:10.458158
3	3	0.3808	0:00:10.456620
3	3	0.2935	0:00:20.133396
4	3	0.3926	0:00:06.566814
4	3	0.366	0:00:10.583456
4	7	0.3325	0:00:06.623390
4	3	0.1222	0:00:30.610209
4	3	0.2098	0:00:11.406489
6	6	0.08517	0:00:34.744805
6	6	0.4197	0:00:07.320590
6	6	0.3102	0:00:09.781423
6	6	0.4005	0:00:30.224542
6	6	0.6636	0:00:07.175259
7	7	0.4407	0:00:11.052779
7	7	0.5327	0:00:06.812020
7	7	0.07877	0:00:30.400733
7	7	0.5935	0:00:08.401914
7	7	0.5415	0:00:07.226356
10	10	0.7068	0:00:11.168876
10	10	0.6825	0:00:11.367932
10	10	0.6594	0:00:11.022471
10	10	0.5038	0:00:11.001033
10	10	0.6406	0:00:10.272861
2	-1.0	-1.0	0:02:34.858888
2	2	0.3373	0:00:10.491328
2	-1.0	-1.0	0:02:30.926565
2	3	0.1016	0:00:52.714563
2	-1.0	-1.0	0:02:40.036151
3	-1.0	-1.0	0:02:36.510118
3	3	0.5076	0:00:09.847542
3	-1.0	-1.0	0:02:28.388225
3	-1.0	-1.0	0:02:29.142170
3	3	0.09485	0:00:17.300777
4	4	0.3079	0:00:17.633421
4	3	0.1369	0:02:15.003871
4	4	0.3274	0:00:11.693468
4	-1.0	-1.0	0:02:32.545008
4	4	0.1365	0:00:09.116616
6	6	0.8104	0:00:10.853582
6	6	1.023	0:00:20.244464
6	-1.0	-1.0	0:02:18.131756
6	6	0.7427	0:00:12.710945
6	-1.0	-1.0	0:02:35.901647
18	3	0.3263	0:00:33.389310
18	4	0.1325	0:01:05.515728
18	3	0.08926	0:00:24.909302
18	-1.0	-1.0	0:02:34.564723
18	18	0.4736	0:00:09.004257
0	-1.0	-1.0	0:02:28.115667
0	17	0.3185	0:00:24.010251
0	0	0.6778	0:00:19.868650
0	5	0.09952	0:01:27.611695
0	0	0.3246	0:00:44.785417
5	-1.0	-1.0	0:02:38.410527
5	5	0.4522	0:00:06.533871
5	-1.0	-1.0	0:02:33.476870
5	-1.0	-1.0	0:02:29.325577
5	5	0.3883	0:00:07.816804
11	-1.0	-1.0	0:02:19.355846
11	11	0.1158	0:00:40.975495
11	-1.0	-1.0	0:02:34.519422
11	17	0.05843	0:01:33.628409
11	-1.0	-1.0	0:02:27.464937
16	16	0.7974	0:00:10.099993
16	16	0.8217	0:00:30.428736
16	16	0.592	0:00:09.633616
16	16	0.493	0:00:31.946811
16	16	0.8985	0:00:55.193868
17	17	0.2298	0:00:21.832515
17	-1.0	-1.0	0:02:18.787411
17	-1.0	-1.0	0:02:23.115437
17	17	0.08832	0:02:07.532771
17	17	0.1114	0:00:55.687149
4	4	0.293	0:00:11.400605
4	17	0.2753	0:00:10.422433
4	-1.0	-1.0	0:02:26.104290
4	17	0.2217	0:00:11.159906
4	4	0.7664	0:00:06.555018
6	-1.0	-1.0	0:02:23.872867
6	6	0.348	0:00:07.118184
6	6	0.5704	0:00:09.868939
6	6	0.7347	0:00:07.796898
6	6	0.5536	0:02:28.123643
8	8	0.7744	0:00:29.894350
8	8	0.5424	0:00:09.599591
8	-1.0	-1.0	0:02:29.832948
8	8	0.1075	0:00:30.768032
8	8	0.1738	0:00:10.238758
9	9	0.6082	0:00:21.803405
9	-1.0	-1.0	0:02:22.736570
9	-1.0	-1.0	0:02:35.868575
9	9	0.648	0:00:19.701656
9	9	0.5395	0:00:07.442383
17	8	0.1357	0:00:41.671185
17	6	0.08992	0:00:19.093315
17	17	0.1944	0:00:11.105515
17	-1.0	-1.0	0:02:14.715344
17	8	0.09167	0:00:17.882240
5	15	0.1177	0:00:18.075441
5	5	0.4954	0:00:07.437046
5	15	0.1463	0:01:00.639047
5	5	0.4544	0:00:08.177011
5	5	0.1428	0:00:21.609922
6	6	0.4997	0:00:06.516682
6	6	0.1627	0:00:20.188961
6	6	0.5003	0:00:09.912445
6	-1.0	-1.0	0:02:22.611804
6	6	0.05185	0:00:52.744990
7	7	0.8938	0:00:09.603163
7	7	0.835	0:00:10.270317
7	7	0.9505	0:00:30.550636
7	-1.0	-1.0	0:02:38.381197
7	7	0.9498	0:00:06.717211
9	15	0.09143	0:00:42.058974
9	15	0.3427	0:00:07.150175
9	7	0.2079	0:00:22.321514
9	7	0.319	0:00:07.630696
9	-1.0	-1.0	0:02:31.624360
15	-1.0	-1.0	0:02:34.996590
15	15	0.4455	0:00:07.198903
15	15	0.637	0:00:09.286881
15	7	0.2696	0:00:19.126117
15	15	0.5036	0:00:06.449489
1	2	0.2215	0:00:11.489654
1	2	0.4352	0:00:11.013280
1	1	0.7923	0:00:10.591076
1	1	0.1342	0:00:30.286856
1	2	0.1372	0:00:35.424440
2	2	0.7161	0:00:10.813296
2	2	0.3146	0:00:07.599458
2	1	0.2494	0:00:10.098031
2	1	0.3735	0:00:08.256180
2	-1.0	-1.0	0:02:23.403456
10	-1.0	-1.0	0:02:23.852677
10	-1.0	-1.0	0:02:17.489916
10	-1.0	-1.0	0:02:34.499093
10	10	0.2287	0:01:44.650017
10	-1.0	-1.0	0:02:23.039276
12	12	0.2103	0:02:02.080039
12	12	0.3349	0:01:19.704279
12	15	0.2404	0:00:29.142380
12	-1.0	-1.0	0:02:29.478019
12	15	0.6058	0:00:11.428045
15	15	0.5152	0:00:31.254568
15	-1.0	-1.0	0:02:20.725271
15	15	0.2884	0:00:33.919119
15	2	0.3261	0:00:12.656139
15	15	0.4487	0:00:06.858608
1	1	0.3649	0:00:09.913848
1	-1.0	-1.0	0:02:25.328822
1	17	0.2719	0:00:34.580595
1	13	0.1157	0:01:34.028665
1	-1.0	-1.0	0:02:23.441170
11	14	0.2308	0:00:23.598457
11	11	0.6681	0:00:11.216725
11	-1.0	-1.0	0:02:22.838787
11	11	0.77	0:00:08.294534
11	11	0.2885	0:00:08.135784
13	17	0.08465	0:00:44.329531
13	-1.0	-1.0	0:02:20.943129
13	13	0.2952	0:00:08.951166
13	13	0.1258	0:00:19.193508
13	-1.0	-1.0	0:02:19.642633
14	-1.0	-1.0	0:02:13.537616
14	-1.0	-1.0	0:02:21.365206
14	17	0.5196	0:00:11.487018
14	-1.0	-1.0	0:02:19.622427
14	17	0.517	0:01:26.865001
17	17	0.1642	0:00:16.985262
17	-1.0	-1.0	0:02:23.299546
17	17	0.365	0:00:11.333930
17	17	0.3847	0:00:09.299609
17	11	0.4993	0:00:07.267435
0	-1.0	-1.0	0:02:23.389666
0	6	0.09425	0:01:27.723952
0	0	0.158	0:00:07.108123
0	6	0.5845	0:00:09.920023
0	6	0.6393	0:00:09.966133
3	18	0.06685	0:01:36.098853
3	3	0.2043	0:00:34.062873
3	3	0.1226	0:01:50.393706
3	-1.0	-1.0	0:02:27.592829
3	-1.0	-1.0	0:02:25.624987
4	4	0.3698	0:00:13.499671
4	4	0.2465	0:00:42.094616
4	4	0.2195	0:00:32.170054
4	4	0.09092	0:01:20.356520
4	-1.0	-1.0	0:02:26.516887
6	6	0.5728	0:00:07.111841
6	18	0.2634	0:00:20.741306
6	0	0.6336	0:00:11.044122
6	6	0.6773	0:00:09.626698
6	-1.0	-1.0	0:02:54.023866
18	6	0.2351	0:00:17.536383
18	-1.0	-1.0	0:02:16.158219
18	0	0.2379	0:00:20.687575
18	0	0.05342	0:01:30.234235
18	4	0.3139	0:00:20.563055
6	-1.0	-1.0	0:02:19.748223
6	6	0.2735	0:00:10.962333
6	10	0.2667	0:00:09.708164
6	6	0.9735	0:00:09.926301
6	6	0.2642	0:00:10.282143
10	10	0.2925	0:00:10.414433
10	10	0.3346	0:00:10.389437
10	17	0.2658	0:00:10.876139
10	-1.0	-1.0	0:02:22.332671
10	6	0.1327	0:00:11.454404
11	17	0.1035	0:00:23.925321
11	17	0.04744	0:02:09.321477
