label	predict	radius	time
1	1	0.07987	0:01:33.072801
1	1	0.3947	0:00:11.534090
1	1	0.2979	0:00:12.618856
1	1	0.1281	0:00:27.209379
1	1	0.1338	0:00:23.909904
8	-1.0	-1.0	0:02:38.348996
8	-1.0	-1.0	0:02:41.789811
8	-1.0	-1.0	0:02:45.240067
8	-1.0	-1.0	0:02:36.003847
8	-1.0	-1.0	0:02:42.016841
10	-1.0	-1.0	0:02:50.757648
10	-1.0	-1.0	0:02:54.291069
10	12	0.1479	0:01:42.520705
10	-1.0	-1.0	0:03:07.788515
10	-1.0	-1.0	0:03:20.130071
12	-1.0	-1.0	0:02:49.418779
12	12	0.5626	0:00:48.593499
12	-1.0	-1.0	0:02:50.407128
12	-1.0	-1.0	0:02:37.696581
12	-1.0	-1.0	0:02:40.232749
16	16	0.7065	0:00:11.225407
16	16	0.5175	0:00:09.844643
16	16	0.8219	0:00:10.234531
16	16	0.8951	0:00:08.620651
16	-1.0	-1.0	0:02:42.829409
1	1	0.439	0:00:07.554690
1	9	0.9076	0:00:19.915071
1	18	0.1261	0:00:42.537085
1	18	0.09754	0:00:58.301626
1	-1.0	-1.0	0:02:42.990927
8	8	1.039	0:00:12.094826
8	8	0.3278	0:00:14.202121
8	-1.0	-1.0	0:02:34.814308
8	8	0.6225	0:00:13.451454
8	8	0.9995	0:00:14.441341
9	9	0.1028	0:00:21.089686
9	9	0.6614	0:00:15.115592
9	-1.0	-1.0	0:02:36.516897
9	9	0.9455	0:00:11.179722
9	8	0.5104	0:00:24.195844
11	-1.0	-1.0	0:02:41.707374
11	8	0.3325	0:00:11.673907
11	8	0.4962	0:00:26.373750
11	-1.0	-1.0	0:02:50.846278
11	8	0.4742	0:00:10.458004
18	18	0.3507	0:00:11.120946
18	18	0.1575	0:00:33.636015
18	-1.0	-1.0	0:02:52.923903
18	-1.0	-1.0	0:02:49.997015
18	-1.0	-1.0	0:02:54.963956
3	-1.0	-1.0	0:03:06.831280
3	3	0.7283	0:00:10.406778
3	3	0.2742	0:00:09.402332
3	3	0.385	0:00:10.339432
3	3	0.286	0:00:21.184062
4	3	0.3852	0:00:07.902286
4	3	0.3591	0:00:12.243885
4	7	0.3335	0:00:07.836489
4	3	0.1133	0:01:00.053581
4	3	0.2131	0:00:12.646575
6	6	0.08041	0:00:43.217839
6	6	0.4192	0:00:10.379265
6	6	0.3084	0:00:10.974497
6	6	0.3967	0:00:45.714424
6	6	0.6642	0:00:08.845154
7	7	0.4412	0:00:11.094348
7	7	0.5313	0:00:13.104533
7	7	0.07666	0:00:48.025194
7	7	0.5935	0:00:08.621217
7	7	0.5452	0:00:14.557384
10	10	0.709	0:00:09.632082
10	10	0.6815	0:00:12.425179
10	10	0.6596	0:00:10.171072
10	10	0.5036	0:00:12.719622
10	10	0.6438	0:00:10.495250
2	-1.0	-1.0	0:02:35.677339
2	2	0.3321	0:00:10.278964
2	-1.0	-1.0	0:02:48.697730
2	3	0.08997	0:01:20.396718
2	-1.0	-1.0	0:02:53.784739
3	-1.0	-1.0	0:03:01.349458
3	3	0.5069	0:00:10.139062
3	-1.0	-1.0	0:02:51.652299
3	-1.0	-1.0	0:03:16.205439
3	3	0.0978	0:00:23.923702
4	4	0.3023	0:00:24.402857
4	-1.0	-1.0	0:02:53.556847
4	4	0.3299	0:00:11.656325
4	-1.0	-1.0	0:03:05.493916
4	4	0.1392	0:00:21.047861
6	6	0.8088	0:00:19.843794
6	6	1.022	0:00:37.914052
6	-1.0	-1.0	0:03:09.931739
6	6	0.7459	0:00:10.518630
6	-1.0	-1.0	0:02:52.011639
18	3	0.3433	0:00:53.605262
18	4	0.1414	0:01:23.670981
18	3	0.09775	0:00:19.380113
18	-1.0	-1.0	0:02:40.718300
18	18	0.4719	0:00:10.329666
0	-1.0	-1.0	0:02:44.568333
0	17	0.3176	0:00:22.198342
0	0	0.6778	0:00:38.039921
0	5	0.0973	0:02:26.262878
0	0	0.3153	0:01:25.934590
5	-1.0	-1.0	0:02:49.403122
5	5	0.4532	0:00:10.603950
5	-1.0	-1.0	0:02:40.716223
5	-1.0	-1.0	0:02:52.422646
5	5	0.3842	0:00:08.370375
11	-1.0	-1.0	0:02:38.145691
11	11	0.1243	0:01:10.103870
11	-1.0	-1.0	0:02:40.760003
11	17	0.05014	0:02:44.132045
11	-1.0	-1.0	0:02:40.708956
16	16	0.7979	0:00:11.589135
16	16	0.8197	0:00:39.003023
16	16	0.5921	0:00:09.306736
16	16	0.4935	0:00:31.298636
16	16	0.8988	0:01:30.760946
17	17	0.2308	0:00:26.186977
17	-1.0	-1.0	0:02:54.612571
17	-1.0	-1.0	0:02:53.778352
17	-1.0	-1.0	0:02:35.469216
17	17	0.1127	0:01:46.680324
4	4	0.283	0:00:11.935066
4	17	0.2585	0:00:09.734675
4	-1.0	-1.0	0:02:37.555809
4	17	0.2261	0:00:11.572469
4	4	0.7687	0:00:08.276360
6	-1.0	-1.0	0:02:45.749784
6	6	0.3434	0:00:09.523253
6	6	0.5691	0:00:24.548470
6	6	0.7298	0:00:10.505888
6	-1.0	-1.0	0:02:55.586677
8	8	0.7738	0:00:58.110275
8	8	0.544	0:00:09.706473
8	-1.0	-1.0	0:02:44.622550
8	8	0.1058	0:00:19.928655
8	8	0.1742	0:00:11.811769
9	9	0.6077	0:00:24.792435
9	-1.0	-1.0	0:02:43.013263
9	-1.0	-1.0	0:02:55.950114
9	9	0.6472	0:00:24.131402
9	9	0.5394	0:00:12.919643
17	8	0.1285	0:01:02.420327
17	6	0.0902	0:00:30.142327
17	17	0.1924	0:00:10.429144
17	-1.0	-1.0	0:02:50.071664
17	8	0.08896	0:00:23.242656
5	15	0.1156	0:00:31.449510
5	5	0.494	0:00:08.762074
5	15	0.1463	0:01:38.112117
5	5	0.4594	0:00:11.654587
5	5	0.1427	0:00:23.887823
6	6	0.5047	0:00:10.535071
6	6	0.1659	0:00:25.684139
6	6	0.5061	0:00:08.787443
6	-1.0	-1.0	0:02:56.877605
6	6	0.05467	0:01:32.468646
7	7	0.8939	0:00:08.262163
7	7	0.8353	0:00:08.259018
7	7	0.9497	0:00:50.098284
7	-1.0	-1.0	0:02:43.981095
7	7	0.9505	0:00:11.635487
9	15	0.0918	0:01:00.054726
9	15	0.3417	0:00:08.208214
9	7	0.2083	0:00:24.167545
9	7	0.3299	0:00:12.633562
9	-1.0	-1.0	0:02:53.686146
15	-1.0	-1.0	0:03:03.547974
15	15	0.4499	0:00:23.072193
15	15	0.6369	0:00:08.313462
15	7	0.2649	0:00:21.679490
15	15	0.5023	0:00:11.117394
1	2	0.2191	0:00:25.193829
1	2	0.4295	0:00:12.017833
1	1	0.7948	0:00:12.175907
1	1	0.1348	0:00:52.275628
1	2	0.1395	0:00:48.904739
2	2	0.709	0:00:10.746372
2	2	0.3148	0:00:07.900051
2	1	0.2484	0:00:24.939290
2	1	0.3762	0:00:12.300359
2	-1.0	-1.0	0:02:56.945139
10	-1.0	-1.0	0:03:03.229928
10	-1.0	-1.0	0:03:13.608066
10	-1.0	-1.0	0:02:52.434489
10	10	0.2288	0:02:44.828032
10	-1.0	-1.0	0:02:33.656008
12	-1.0	-1.0	0:02:30.039476
12	12	0.3337	0:01:59.848853
12	15	0.2419	0:00:31.323557
12	-1.0	-1.0	0:02:40.784049
12	15	0.6048	0:00:22.306523
15	15	0.5141	0:00:47.286196
15	-1.0	-1.0	0:02:22.220345
15	15	0.2883	0:00:56.150646
15	2	0.3282	0:00:09.671613
15	15	0.4493	0:00:08.424466
1	1	0.3578	0:00:11.764117
1	-1.0	-1.0	0:02:33.979010
1	17	0.2701	0:00:52.013652
1	13	0.1123	0:02:20.235561
1	-1.0	-1.0	0:02:57.928517
11	14	0.2279	0:00:23.038065
11	11	0.6692	0:00:11.068703
11	-1.0	-1.0	0:02:46.444782
11	11	0.7671	0:00:14.107526
11	11	0.2877	0:00:12.152089
13	17	0.0847	0:00:57.984805
13	-1.0	-1.0	0:02:39.236634
13	13	0.2922	0:00:20.190448
13	13	0.1279	0:00:27.005541
13	-1.0	-1.0	0:02:59.408779
14	-1.0	-1.0	0:03:07.460209
14	-1.0	-1.0	0:03:10.306776
14	17	0.5143	0:00:13.162129
14	-1.0	-1.0	0:02:43.616526
14	17	0.5237	0:02:26.231831
17	17	0.1671	0:00:33.326997
17	-1.0	-1.0	0:02:33.771620
17	17	0.3658	0:00:07.969098
17	17	0.3832	0:00:11.520233
17	11	0.4984	0:00:07.226500
0	-1.0	-1.0	0:03:07.320458
0	6	0.09767	0:02:38.299177
0	0	0.1716	0:00:20.147991
0	6	0.5815	0:00:12.501229
0	6	0.6405	0:00:10.291405
3	18	0.07139	0:02:50.562372
3	3	0.2085	0:00:52.595490
3	3	0.1255	0:02:59.065622
3	-1.0	-1.0	0:03:24.355316
3	-1.0	-1.0	0:02:38.723493
4	4	0.3705	0:00:19.269585
4	4	0.2498	0:01:01.420689
4	4	0.2138	0:00:44.832386
4	4	0.09829	0:02:16.906460
4	-1.0	-1.0	0:02:41.811915
6	6	0.5706	0:00:08.313163
6	18	0.2682	0:00:19.494328
6	0	0.6316	0:00:10.674386
6	6	0.6773	0:00:10.266804
6	-1.0	-1.0	0:02:44.865814
18	6	0.2373	0:00:22.838137
18	-1.0	-1.0	0:02:44.594637
18	0	0.2306	0:00:24.986710
18	0	0.05398	0:02:29.964838
18	4	0.3123	0:00:23.782802
6	-1.0	-1.0	0:02:31.179980
6	6	0.2836	0:00:09.708395
6	10	0.2671	0:00:10.470024
6	6	0.9759	0:00:11.363514
6	6	0.2626	0:00:11.438725
10	10	0.2934	0:00:10.533302
10	10	0.3336	0:00:08.199434
10	17	0.2714	0:00:09.637877
10	-1.0	-1.0	0:02:50.204577
10	6	0.1375	0:00:21.438878
11	17	0.09589	0:00:32.486837
11	-1.0	-1.0	0:02:52.591706
11	-1.0	-1.0	0:02:50.555137
11	11	0.04791	0:03:03.620778
11	10	0.3864	0:00:10.833294
15	-1.0	-1.0	0:02:37.952041
15	-1.0	-1.0	0:02:43.089749
15	-1.0	-1.0	0:02:43.433990
15	15	0.4052	0:00:11.955223
15	-1.0	-1.0	0:02:41.291373
17	-1.0	-1.0	0:02:41.415239
17	15	0.2655	0:00:08.157928
17	17	0.2947	0:00:11.060488
17	15	0.3145	0:00:18.944603
17	17	0.3957	0:00:10.352637
0	0	0.165	0:00:09.424915
0	0	0.9089	0:00:09.024457
0	-1.0	-1.0	0:02:51.860461
0	-1.0	-1.0	0:02:59.884802
0	0	0.5593	0:00:10.661265
1	-1.0	-1.0	0:02:59.644525
1	-1.0	-1.0	0:03:04.447019
1	-1.0	-1.0	0:02:43.843984
1	0	0.507	0:00:07.170742
1	1	0.2771	0:00:33.147930
3	-1.0	-1.0	0:02:35.414365
3	-1.0	-1.0	0:02:36.882848
3	4	0.1625	0:01:15.184661
3	-1.0	-1.0	0:02:28.916368
3	7	0.5028	0:00:13.965916
4	-1.0	-1.0	0:02:50.116312
4	7	0.4604	0:00:44.808417
4	-1.0	-1.0	0:02:43.722875
4	-1.0	-1.0	0:02:56.580543
4	0	0.2754	0:00:29.228403
7	7	0.9672	0:01:39.761919
7	7	0.7734	0:00:21.296190
7	-1.0	-1.0	0:03:09.485471
7	-1.0	-1.0	0:03:06.194359
7	7	0.9585	0:00:25.409090
2	2	0.6745	0:00:09.227830
2	2	0.6509	0:00:12.208445
2	-1.0	-1.0	0:02:53.310418
2	-1.0	-1.0	0:02:44.144307
2	2	0.3301	0:00:09.631300
5	8	0.4358	0:01:32.258682
5	2	0.2265	0:00:10.904283
5	2	0.458	0:00:19.534219
5	-1.0	-1.0	0:02:39.545146
5	-1.0	-1.0	0:02:55.552400
7	-1.0	-1.0	0:02:55.144218
7	-1.0	-1.0	0:03:06.906879
7	-1.0	-1.0	0:02:54.838269
7	-1.0	-1.0	0:03:11.998700
7	-1.0	-1.0	0:02:28.509346
8	-1.0	-1.0	0:02:46.648628
8	-1.0	-1.0	0:02:31.436754
8	-1.0	-1.0	0:03:04.970659
8	-1.0	-1.0	0:02:33.602012
8	-1.0	-1.0	0:02:31.487183
12	-1.0	-1.0	0:02:52.744543
12	-1.0	-1.0	0:02:31.752798
12	-1.0	-1.0	0:02:42.319266
12	-1.0	-1.0	0:02:50.718975
12	-1.0	-1.0	0:02:35.120326
2	-1.0	-1.0	0:03:01.587195
2	10	0.6517	0:00:14.283691
2	-1.0	-1.0	0:02:53.892674
2	-1.0	-1.0	0:02:55.237340
2	2	0.1937	0:01:25.213581
4	-1.0	-1.0	0:02:44.096546
4	4	0.412	0:02:07.904894
4	-1.0	-1.0	0:02:45.127383
4	2	0.2108	0:01:07.872942
4	5	0.3769	0:00:11.171863
5	10	0.08534	0:00:31.735026
5	10	0.5247	0:00:11.328554
5	10	0.3313	0:00:10.621981
5	10	0.2156	0:00:11.973581
5	10	0.4314	0:00:10.672252
10	10	0.9393	0:00:12.585217
10	10	0.9134	0:00:12.818964
10	5	0.05012	0:01:56.486805
10	10	1.022	0:00:08.109653
10	10	0.9913	0:00:12.158092
16	16	0.1075	0:00:08.391584
16	16	0.4399	0:00:12.963854
16	-1.0	-1.0	0:02:44.473639
16	-1.0	-1.0	0:02:58.911071
16	16	0.4741	0:00:31.450716
6	-1.0	-1.0	0:03:16.919240
6	6	0.1366	0:00:38.265049
6	6	0.1313	0:00:31.638424
6	12	0.2045	0:00:09.971261
6	6	0.2359	0:00:08.431574
7	-1.0	-1.0	0:02:52.195948
7	7	0.4827	0:00:14.570786
7	7	0.5153	0:00:07.759437
7	7	0.5551	0:00:10.715232
7	7	0.5974	0:00:22.830009
12	12	0.4325	0:00:30.000579
12	12	0.6855	0:00:20.626946
12	12	0.8092	0:00:39.133906
12	12	0.66	0:01:13.537942
12	12	0.4087	0:00:50.245797
13	14	0.5584	0:00:21.973482
13	-1.0	-1.0	0:03:07.691471
13	14	0.2267	0:00:19.132273
13	6	0.1182	0:00:58.728296
13	14	0.3644	0:01:21.085906
14	14	0.3896	0:00:13.638490
14	14	0.358	0:00:26.770436
14	6	0.1677	0:00:09.489041
14	14	0.268	0:00:18.983235
14	14	0.2815	0:00:07.936991
6	-1.0	-1.0	0:03:21.810356
6	6	0.5642	0:00:27.762667
6	15	0.06204	0:01:14.715557
6	6	0.8463	0:00:47.570073
6	-1.0	-1.0	0:02:35.739393
8	-1.0	-1.0	0:02:47.513641
8	8	0.4058	0:00:50.585398
8	8	0.4213	0:00:41.942666
8	-1.0	-1.0	0:02:47.797138
8	-1.0	-1.0	0:02:58.952457
10	-1.0	-1.0	0:02:52.278843
10	-1.0	-1.0	0:02:41.479321
10	-1.0	-1.0	0:02:26.729932
10	-1.0	-1.0	0:02:42.821020
10	-1.0	-1.0	0:02:43.871409
12	-1.0	-1.0	0:02:48.727195
12	12	0.6484	0:00:12.966490
12	-1.0	-1.0	0:02:54.333196
12	12	0.1839	0:00:26.349468
12	8	0.2598	0:02:39.826519
15	-1.0	-1.0	0:02:52.329403
15	15	0.4072	0:00:29.719506
15	-1.0	-1.0	0:02:39.478398
15	-1.0	-1.0	0:02:45.311978
15	-1.0	-1.0	0:02:40.143280
0	-1.0	-1.0	0:02:56.144002
0	-1.0	-1.0	0:02:55.853113
0	6	0.1785	0:00:10.596214
0	-1.0	-1.0	0:03:02.296700
0	-1.0	-1.0	0:03:01.597222
2	2	0.2951	0:00:10.642995
2	2	0.4348	0:01:27.996661
2	2	0.6019	0:00:11.216464
2	2	0.7506	0:00:11.263546
2	2	0.3377	0:00:11.332106
6	6	0.6893	0:00:23.540871
6	6	0.6844	0:01:33.512288
6	6	0.3799	0:00:29.298073
6	6	0.5897	0:00:12.074368
6	-1.0	-1.0	0:02:49.620710
8	8	0.5057	0:02:43.337188
8	8	0.3495	0:00:07.425187
8	8	0.6025	0:00:36.794979
8	-1.0	-1.0	0:02:58.989244
8	2	0.2156	0:00:12.621475
14	0	0.2387	0:00:07.808673
14	14	0.3973	0:01:35.431902
14	14	0.07769	0:01:53.165567
