label	predict	radius	time
1	-1.0	-1.0	0:02:29.819932
1	1	0.2026	0:00:10.050045
1	1	0.1322	0:00:11.601773
1	-1.0	-1.0	0:02:36.321283
1	1	0.06297	0:00:21.971792
8	-1.0	-1.0	0:02:29.904129
8	-1.0	-1.0	0:02:26.498853
8	-1.0	-1.0	0:02:33.127302
8	-1.0	-1.0	0:02:21.435247
8	-1.0	-1.0	0:02:33.504214
10	-1.0	-1.0	0:02:31.822670
10	-1.0	-1.0	0:02:48.667964
10	12	0.069	0:01:12.036043
10	-1.0	-1.0	0:02:16.144639
10	-1.0	-1.0	0:02:29.763186
12	-1.0	-1.0	0:02:34.974703
12	12	0.287	0:00:27.519154
12	-1.0	-1.0	0:02:29.407054
12	-1.0	-1.0	0:02:31.052593
12	-1.0	-1.0	0:02:35.176632
16	16	0.3588	0:00:09.978236
16	16	0.237	0:00:07.272547
16	16	0.4008	0:00:12.082295
16	16	0.4538	0:00:09.288521
16	-1.0	-1.0	0:02:35.797197
1	1	0.389	0:02:09.923197
1	9	0.4577	0:00:20.697144
1	-1.0	-1.0	0:02:33.060621
1	18	0.04822	0:00:33.856654
1	-1.0	-1.0	0:02:17.146811
8	8	0.5166	0:00:08.157564
8	8	0.1524	0:00:09.533182
8	-1.0	-1.0	0:02:25.377621
8	8	0.3064	0:00:09.876220
8	8	0.49	0:00:11.204251
9	-1.0	-1.0	0:02:17.704363
9	9	0.3348	0:00:08.031462
9	-1.0	-1.0	0:02:38.282304
9	9	0.4452	0:00:10.980929
9	8	0.2079	0:00:10.187948
11	-1.0	-1.0	0:02:44.912626
11	8	0.07094	0:00:10.014608
11	8	0.1926	0:00:10.912471
11	11	0.2586	0:00:21.700750
11	8	0.1885	0:00:11.008424
18	18	0.1958	0:00:36.019445
18	18	0.05655	0:00:46.325043
18	18	0.1243	0:00:33.259392
18	18	0.04755	0:00:30.529835
18	18	0.06094	0:00:38.151809
3	-1.0	-1.0	0:02:37.051045
3	3	0.2579	0:00:11.372358
3	3	0.1146	0:00:11.216733
3	3	0.07625	0:00:25.054678
3	3	0.248	0:00:10.498531
4	3	0.09631	0:00:10.830704
4	3	0.133	0:00:10.769213
4	-1.0	-1.0	0:02:22.803231
4	-1.0	-1.0	0:02:22.703128
4	3	0.04648	0:00:46.083054
6	-1.0	-1.0	0:02:22.764404
6	6	0.2233	0:00:07.712714
6	6	0.1659	0:00:10.738112
6	-1.0	-1.0	0:02:30.324085
6	6	0.3308	0:00:11.233669
7	7	0.2152	0:00:10.330485
7	7	0.2809	0:00:09.992200
7	7	0.1393	0:00:12.572349
7	7	0.3405	0:00:11.318314
7	7	0.3061	0:00:11.139339
10	10	0.3623	0:00:10.067361
10	10	0.3506	0:00:07.433691
10	10	0.3483	0:00:09.756108
10	10	0.2642	0:00:10.665504
10	10	0.2277	0:00:07.133993
2	-1.0	-1.0	0:02:28.441422
2	2	0.1554	0:00:12.353050
2	2	0.06377	0:00:30.794019
2	2	0.1018	0:00:18.464377
2	-1.0	-1.0	0:02:22.737986
3	18	0.07227	0:00:20.069978
3	3	0.1325	0:00:08.290979
3	-1.0	-1.0	0:02:12.676174
3	-1.0	-1.0	0:02:29.026015
3	3	0.0471	0:00:23.030218
4	4	0.1319	0:00:21.167423
4	2	0.05834	0:01:15.983344
4	4	0.1285	0:00:21.209224
4	-1.0	-1.0	0:02:29.123224
4	4	0.3248	0:01:00.211197
6	6	0.3971	0:00:19.836542
6	6	0.5061	0:00:07.212563
6	6	0.4352	0:01:50.167183
6	6	0.3786	0:00:06.635482
6	-1.0	-1.0	0:02:25.260280
18	3	0.04572	0:00:24.441490
18	4	0.07673	0:00:43.419805
18	3	0.05259	0:00:07.807272
18	18	0.4023	0:01:34.051061
18	18	0.2653	0:00:09.945517
0	0	0.03195	0:01:33.600297
0	17	0.1153	0:00:17.341610
0	0	0.3404	0:01:15.260883
0	-1.0	-1.0	0:02:40.765824
0	0	0.1406	0:01:38.018955
5	-1.0	-1.0	0:02:30.401901
5	5	0.1132	0:00:20.046769
5	-1.0	-1.0	0:02:36.097628
5	-1.0	-1.0	0:02:39.605442
5	5	0.1215	0:00:21.265241
11	11	0.04744	0:01:25.748253
11	11	0.137	0:02:07.707111
11	-1.0	-1.0	0:02:32.033733
11	-1.0	-1.0	0:02:24.970364
11	-1.0	-1.0	0:02:34.701380
16	16	0.3769	0:00:11.578730
16	16	0.3818	0:00:26.026701
16	16	0.3136	0:00:12.096229
16	16	0.2144	0:00:12.065271
16	16	0.4444	0:00:19.699271
17	17	0.1429	0:00:20.638576
17	-1.0	-1.0	0:02:34.856846
17	-1.0	-1.0	0:02:46.007833
17	-1.0	-1.0	0:02:28.861719
17	17	0.05115	0:01:20.317387
4	4	0.1526	0:00:11.130043
4	17	0.04429	0:00:29.497556
4	6	0.07953	0:00:08.360431
4	17	0.1086	0:00:09.263621
4	4	0.4081	0:00:09.454577
6	4	0.05316	0:00:45.225335
6	6	0.1469	0:00:08.149080
6	-1.0	-1.0	0:02:30.041514
6	6	0.3526	0:00:11.708424
6	6	0.2428	0:01:14.851727
8	8	0.3886	0:00:45.795686
8	8	0.2649	0:00:08.791326
8	-1.0	-1.0	0:02:33.476964
8	8	0.04251	0:00:24.622097
8	8	0.1037	0:00:10.492322
9	9	0.3201	0:00:18.732585
9	8	0.207	0:00:37.107929
9	17	0.05998	0:00:11.678705
9	9	0.3485	0:01:23.732253
9	9	0.2738	0:00:11.576992
17	8	0.02601	0:00:59.499889
17	6	0.06975	0:00:12.155831
