label	predict	radius	time
1	1	0.07963	0:00:33.002892
1	1	0.3996	0:00:06.754410
1	1	0.294	0:00:11.652521
1	1	0.1443	0:00:10.563724
1	1	0.1368	0:00:08.233186
8	-1.0	-1.0	0:03:10.629746
8	-1.0	-1.0	0:02:41.994709
8	8	0.2448	0:02:50.084923
8	-1.0	-1.0	0:02:33.849961
8	-1.0	-1.0	0:02:46.728029
10	-1.0	-1.0	0:02:52.929170
10	-1.0	-1.0	0:03:03.035024
10	12	0.1476	0:00:56.707004
10	-1.0	-1.0	0:02:59.327826
10	-1.0	-1.0	0:03:04.146411
12	-1.0	-1.0	0:02:52.093203
12	12	0.5632	0:00:34.966196
12	-1.0	-1.0	0:03:06.101726
12	-1.0	-1.0	0:03:18.964112
12	12	0.6193	0:03:01.007276
16	16	0.7094	0:00:10.807802
16	16	0.5167	0:00:08.422018
16	16	0.8209	0:00:12.410841
16	16	0.8958	0:00:07.078434
16	12	0.02998	0:02:21.971115
1	1	0.4441	0:00:10.845348
1	9	0.9058	0:00:13.736548
1	18	0.1355	0:00:21.772408
1	18	0.09935	0:00:23.704301
1	-1.0	-1.0	0:02:57.179373
8	8	1.04	0:00:08.935549
8	8	0.3354	0:00:12.033769
8	-1.0	-1.0	0:02:58.930463
8	8	0.6199	0:00:07.084661
8	8	1.0	0:00:11.530277
9	9	0.09919	0:00:14.237056
9	9	0.6611	0:00:13.238862
9	-1.0	-1.0	0:02:52.688960
9	9	0.9453	0:00:15.379433
9	8	0.5121	0:00:07.069807
11	-1.0	-1.0	0:02:50.215327
11	8	0.338	0:00:09.319327
11	8	0.4925	0:00:15.707988
11	11	0.7108	0:03:09.748167
11	8	0.4724	0:00:09.689085
18	18	0.3576	0:00:10.927293
18	18	0.1596	0:00:30.101399
18	-1.0	-1.0	0:03:19.862502
18	18	0.1496	0:02:20.804888
18	18	0.06819	0:02:14.639838
3	3	0.0329	0:01:43.885525
3	3	0.7157	0:00:10.170222
3	3	0.2745	0:00:10.552115
3	3	0.3872	0:00:07.441236
3	3	0.2936	0:00:10.906332
4	3	0.3849	0:00:07.716255
4	3	0.3604	0:00:10.438000
4	7	0.3241	0:00:07.404157
4	3	0.1183	0:00:23.690343
4	3	0.2086	0:00:09.247748
6	6	0.08175	0:00:24.386070
6	6	0.4198	0:00:08.271339
6	6	0.3105	0:00:10.568405
6	6	0.3987	0:00:23.037517
6	6	0.662	0:00:11.412722
7	7	0.44	0:00:08.309354
7	7	0.5315	0:00:08.686440
7	7	0.07232	0:00:25.631165
7	7	0.5931	0:00:10.292445
7	7	0.5459	0:00:10.000417
10	10	0.7078	0:00:09.355561
10	10	0.681	0:00:08.709541
10	10	0.6588	0:00:08.599289
10	10	0.504	0:00:10.015480
10	10	0.6411	0:00:10.061279
2	-1.0	-1.0	0:02:42.328481
2	2	0.3387	0:00:13.705394
2	2	0.1007	0:02:41.985696
2	3	0.09713	0:00:35.679542
2	-1.0	-1.0	0:03:02.048353
3	-1.0	-1.0	0:02:52.244887
3	3	0.5022	0:00:13.126279
3	-1.0	-1.0	0:03:04.565193
3	-1.0	-1.0	0:03:10.587322
3	3	0.09477	0:00:18.491023
4	4	0.3033	0:00:18.607014
4	3	0.1466	0:01:51.193926
4	4	0.3309	0:00:16.885122
4	-1.0	-1.0	0:02:44.465044
4	4	0.1443	0:00:11.691964
6	6	0.8123	0:00:07.227479
6	6	1.021	0:00:19.898276
6	-1.0	-1.0	0:02:49.902381
6	6	0.7458	0:00:11.403889
6	-1.0	-1.0	0:02:44.657912
18	3	0.3357	0:00:23.137458
18	4	0.14	0:00:33.556844
18	3	0.09817	0:00:09.242580
18	-1.0	-1.0	0:02:41.327574
18	18	0.4725	0:00:09.686662
0	-1.0	-1.0	0:02:39.933245
0	17	0.3186	0:00:11.546813
0	0	0.6758	0:00:24.613923
0	5	0.1033	0:01:10.399051
0	0	0.325	0:00:33.346205
5	0	0.3105	0:02:34.487644
5	5	0.4506	0:00:10.668248
5	-1.0	-1.0	0:02:46.144152
5	-1.0	-1.0	0:02:48.468226
5	5	0.3851	0:00:07.080579
11	11	0.06973	0:02:45.870064
11	11	0.1178	0:00:34.985952
11	-1.0	-1.0	0:02:46.524998
11	17	0.04976	0:01:14.244573
11	-1.0	-1.0	0:02:59.656148
16	16	0.7962	0:00:10.355318
16	16	0.8213	0:00:18.558733
16	16	0.5916	0:00:07.325555
16	16	0.4917	0:00:28.839075
16	16	0.8979	0:00:46.218390
17	17	0.2302	0:00:13.397101
17	-1.0	-1.0	0:03:03.879642
17	-1.0	-1.0	0:03:07.420012
17	17	0.08583	0:01:34.389654
17	17	0.1147	0:00:51.762466
4	4	0.2918	0:00:09.002063
4	17	0.2763	0:00:11.561355
4	-1.0	-1.0	0:03:26.397784
4	17	0.2246	0:00:08.961991
4	4	0.7695	0:00:08.442484
6	-1.0	-1.0	0:03:22.372044
6	6	0.3481	0:00:06.854994
6	6	0.5703	0:00:17.900035
6	6	0.7309	0:00:08.004985
6	6	0.5598	0:01:38.202040
8	8	0.7738	0:00:32.315377
8	8	0.5434	0:00:10.794928
8	8	0.6697	0:02:45.953528
8	8	0.1086	0:00:11.283826
8	8	0.1765	0:00:10.710955
9	9	0.6082	0:00:10.910653
9	-1.0	-1.0	0:02:41.802412
9	-1.0	-1.0	0:02:57.682153
9	9	0.6497	0:00:13.036822
9	9	0.5378	0:00:09.323868
17	8	0.135	0:00:34.089587
17	6	0.09765	0:00:22.510890
17	17	0.1934	0:00:10.070567
17	-1.0	-1.0	0:02:57.527910
17	8	0.08949	0:00:22.712331
5	15	0.1139	0:00:24.721206
5	5	0.4837	0:00:11.704008
5	15	0.1366	0:00:51.408187
5	5	0.4611	0:00:10.684425
5	5	0.1418	0:00:10.255731
6	6	0.5076	0:00:07.919153
6	6	0.1643	0:00:12.721160
6	6	0.5065	0:00:10.672136
6	6	0.7766	0:02:29.336582
6	6	0.05531	0:00:57.721010
7	7	0.893	0:00:08.284726
7	7	0.8345	0:00:09.825416
7	7	0.9503	0:00:18.467375
7	-1.0	-1.0	0:02:52.836486
7	7	0.9505	0:00:11.181013
9	15	0.09029	0:00:43.491395
9	15	0.3425	0:00:13.000270
9	7	0.21	0:00:11.486319
9	7	0.3275	0:00:09.864490
9	-1.0	-1.0	0:02:59.516254
15	-1.0	-1.0	0:02:53.886363
15	15	0.4451	0:00:09.298636
15	15	0.6367	0:00:08.567315
15	7	0.2834	0:00:18.544940
15	15	0.5039	0:00:08.674091
1	2	0.2179	0:00:07.088785
1	2	0.4318	0:00:18.782802
1	1	0.793	0:00:11.331160
1	1	0.1344	0:00:32.878642
1	2	0.1421	0:00:26.744416
2	2	0.712	0:00:10.500719
2	2	0.316	0:00:15.028116
2	1	0.2504	0:00:08.682456
2	1	0.3767	0:00:12.030157
2	-1.0	-1.0	0:03:01.875733
