label	predict	gamma LCB	radius	time	N samples
4	12	0.5249	0.06239	0:00:06.953491	25000
4	4	0.5423	0.1062	0:00:00.276196	1000
4	11	0.5167	0.04197	0:00:00.830604	3000
4	4	0.8836	1.193	0:00:00.275940	1000
4	4	0.6077	0.2734	0:00:00.277095	1000
8	17	0.6154	0.2935	0:00:00.276938	1000
8	17	0.6073	0.2724	0:00:00.282091	1000
8	17	0.6205	0.3068	0:00:00.255002	1000
8	4	0.56	0.151	0:00:00.262018	1000
8	4	0.5615	0.1548	0:00:00.276544	1000
11	17	0.6343	0.3432	0:00:00.276752	1000
11	17	0.5278	0.06967	0:00:00.276749	1000
11	11	0.596	0.2431	0:00:00.830930	3000
11	17	0.6443	0.3699	0:00:00.276198	1000
11	17	0.5637	0.1604	0:00:00.254909	1000
12	17	0.5254	0.06365	0:00:00.235680	1000
12	17	0.5749	0.1888	0:00:10.493885	41000
12	11	0.6537	0.3953	0:00:00.277122	1000
12	17	0.7835	0.7839	0:00:00.276726	1000
12	12	0.5444	0.1114	0:00:00.276238	1000
17	17	0.5616	0.155	0:00:00.277379	1000
17	17	0.5978	0.2475	0:00:00.276947	1000
17	17	0.7011	0.5274	0:00:00.277505	1000
17	17	0.5233	0.05834	0:00:00.282377	1000
17	17	0.8573	1.068	0:00:00.282119	1000
4	4	0.6524	0.3917	0:00:00.255478	1000
4	13	0.5487	0.1224	0:00:00.261050	1000
4	4	0.5395	0.09924	0:00:00.553070	2000
4	4	0.5192	0.04807	0:00:02.499751	9000
4	16	0.5026	0.006442	0:00:01.660571	6000
9	9	0.7568	0.696	0:00:00.282289	1000
9	9	0.7619	0.7124	0:00:00.277113	1000
9	19	0.5183	0.04596	0:00:00.275440	1000
9	16	0.6659	0.4285	0:00:00.277332	1000
9	-1.0	0.0	-1.0	0:00:27.610444	100000
13	16	0.99	2.326	0:00:00.276879	1000
13	19	0.5808	0.2038	0:00:00.276365	1000
13	16	0.5429	0.1077	0:00:23.197017	84000
13	19	0.6096	0.2783	0:00:00.275776	1000
13	-1.0	0.0	-1.0	0:00:27.637271	100000
16	16	0.99	2.326	0:00:00.276416	1000
16	9	0.6046	0.2652	0:00:00.553629	2000
16	16	0.5154	0.0385	0:00:06.266810	23000
16	16	0.6953	0.5108	0:00:00.275655	1000
16	9	0.91	1.341	0:00:00.277043	1000
19	9	0.5118	0.02955	0:00:08.535124	31000
