label	predict	gamma LCB	radius	time	N samples
4	12	0.5247	0.06187	0:00:02.021677	30000
4	4	0.5421	0.1057	0:00:00.071208	1000
4	11	0.5162	0.04068	0:00:00.270243	4000
4	4	0.8833	1.191	0:00:00.068478	1000
4	4	0.6074	0.2726	0:00:00.068347	1000
8	17	0.6152	0.293	0:00:00.068159	1000
8	17	0.6072	0.2719	0:00:00.068376	1000
8	17	0.6203	0.3064	0:00:00.068202	1000
8	4	0.5596	0.1499	0:00:00.068347	1000
8	4	0.5613	0.1542	0:00:00.068233	1000
11	17	0.6341	0.3426	0:00:00.068180	1000
11	17	0.5276	0.06929	0:00:00.068107	1000
11	11	0.5959	0.2426	0:00:00.269054	4000
11	17	0.6441	0.3694	0:00:00.067734	1000
11	17	0.5635	0.16	0:00:00.067841	1000
12	17	0.5253	0.06345	0:00:00.067684	1000
12	17	0.5747	0.1884	0:00:03.759604	56000
12	11	0.6535	0.3947	0:00:00.067785	1000
12	17	0.7833	0.7834	0:00:00.067837	1000
12	12	0.5442	0.111	0:00:00.067723	1000
17	17	0.5614	0.1546	0:00:00.067682	1000
17	17	0.5977	0.2475	0:00:00.067675	1000
17	17	0.7009	0.5269	0:00:00.068448	1000
17	17	0.5231	0.05795	0:00:00.067710	1000
17	17	0.8572	1.068	0:00:00.067751	1000
4	4	0.6524	0.3917	0:00:00.067673	1000
4	13	0.5483	0.1214	0:00:00.067652	1000
4	4	0.5392	0.09843	0:00:00.135096	2000
4	4	0.5194	0.04863	0:00:00.739510	11000
4	16	0.5025	0.006227	0:00:00.336333	5000
9	9	0.7548	0.6896	0:00:00.068695	1000
9	9	0.76	0.7063	0:00:00.068080	1000
9	19	0.5182	0.04564	0:00:00.067597	1000
9	16	0.6642	0.424	0:00:00.067699	1000
9	-1.0	0.0	-1.0	0:00:06.710688	100000
13	16	1.02	nan	0:00:00.067385	1000
13	19	0.5806	0.2035	0:00:00.067564	1000
13	-1.0	0.0	-1.0	0:00:06.709651	100000
13	19	0.6095	0.278	0:00:00.067514	1000
13	-1.0	0.0	-1.0	0:00:06.707944	100000
16	16	1.073	nan	0:00:00.067400	1000
16	9	0.6026	0.2602	0:00:00.134943	2000
16	16	0.5134	0.03366	0:00:01.947110	29000
16	16	0.6934	0.5054	0:00:00.067592	1000
16	9	0.9081	1.329	0:00:00.067772	1000
19	9	0.51	0.02499	0:00:02.685129	40000
19	9	0.9921	2.413	0:00:00.067658	1000
19	13	0.5116	0.02898	0:00:02.017148	30000
19	19	0.6148	0.2918	0:00:01.277366	19000
19	16	0.8788	1.169	0:00:00.067671	1000
0	15	0.5493	0.1239	0:00:00.067507	1000
0	3	0.5021	0.005365	0:00:02.554629	38000
0	15	0.5476	0.1196	0:00:00.067674	1000
0	15	0.5187	0.04682	0:00:00.067506	1000
0	15	0.5303	0.07611	0:00:00.067645	1000
3	3	0.6265	0.3226	0:00:00.067560	1000
3	17	0.5279	0.06989	0:00:00.067769	1000
3	13	0.5168	0.04225	0:00:00.135155	2000
3	-1.0	0.0	-1.0	0:00:06.709625	100000
3	3	0.6334	0.341	0:00:00.067571	1000
13	17	0.5421	0.1058	0:00:00.067780	1000
13	0	0.5553	0.1391	0:00:00.068099	1000
13	0	0.5376	0.09445	0:00:00.069255	1000
13	17	0.5895	0.2263	0:00:02.618727	39000
13	17	0.5268	0.06729	0:00:00.067608	1000
15	15	0.602	0.2585	0:00:00.067642	1000
15	15	0.6026	0.26	0:00:00.067754	1000
15	15	0.5841	0.2124	0:00:00.067575	1000
15	15	0.5443	0.1113	0:00:00.067685	1000
15	17	0.5028	0.006992	0:00:00.871706	13000
17	17	0.7015	0.5287	0:00:00.067658	1000
17	0	0.5092	0.02317	0:00:00.067822	1000
17	17	0.5114	0.02853	0:00:00.134621	2000
17	17	0.6859	0.4843	0:00:00.067674	1000
17	17	0.6116	0.2836	0:00:00.067580	1000
4	5	0.5134	0.03348	0:00:00.067705	1000
4	17	0.6103	0.2802	0:00:00.067361	1000
4	5	0.7302	0.6134	0:00:00.067900	1000
4	11	0.673	0.4482	0:00:00.068143	1000
4	5	0.5466	0.1171	0:00:01.208256	18000
5	17	0.7619	0.7124	0:00:00.067629	1000
5	5	0.5384	0.09642	0:00:00.067568	1000
5	17	0.5225	0.05633	0:00:00.067517	1000
5	-1.0	0.0	-1.0	0:00:06.698963	100000
5	12	0.5214	0.05376	0:00:00.134990	2000
11	12	0.5084	0.02099	0:00:00.335604	5000
11	12	0.6539	0.3959	0:00:00.067945	1000
11	11	0.6927	0.5036	0:00:00.067969	1000
11	12	0.5909	0.23	0:00:00.068006	1000
11	11	0.6333	0.3405	0:00:00.068322	1000
12	12	0.5324	0.08121	0:00:00.067982	1000
12	12	0.5805	0.2031	0:00:00.068227	1000
12	12	0.5959	0.2428	0:00:00.068385	1000
12	11	0.5366	0.09185	0:00:00.067841	1000
12	17	0.656	0.4015	0:00:00.067852	1000
17	17	0.7435	0.6543	0:00:00.068060	1000
17	17	0.8027	0.8512	0:00:00.067965	1000
17	17	0.8338	0.9692	0:00:00.068939	1000
17	17	0.6446	0.3707	0:00:00.067689	1000
17	17	0.7103	0.5541	0:00:00.067644	1000
1	16	0.5061	0.0152	0:00:01.875612	28000
1	1	0.5008	0.001932	0:00:05.825585	87000
1	10	0.6079	0.2738	0:00:00.067632	1000
1	1	0.5228	0.05724	0:00:00.134754	2000
1	1	0.6831	0.4764	0:00:00.067379	1000
6	1	0.7297	0.612	0:00:00.067464	1000
6	6	0.5133	0.03324	0:00:00.067477	1000
6	6	0.5575	0.1446	0:00:00.067544	1000
6	1	0.7277	0.6059	0:00:00.067527	1000
6	6	0.6662	0.4295	0:00:00.067615	1000
10	10	0.5202	0.05057	0:00:00.134953	2000
10	16	0.5746	0.1882	0:00:00.067431	1000
10	1	0.5367	0.09203	0:00:00.201744	3000
10	16	0.512	0.03019	0:00:00.937486	14000
10	-1.0	0.0	-1.0	0:00:06.696244	100000
16	1	0.6391	0.356	0:00:00.067219	1000
16	16	0.685	0.4818	0:00:00.067516	1000
16	17	0.5257	0.06443	0:00:00.067562	1000
16	16	0.573	0.1841	0:00:00.067605	1000
16	17	0.6542	0.3966	0:00:00.067497	1000
17	-1.0	0.0	-1.0	0:00:06.696212	100000
17	17	0.768	0.7323	0:00:00.134206	2000
17	17	0.5306	0.07682	0:00:00.067426	1000
17	10	0.6049	0.266	0:00:00.067411	1000
17	17	0.6308	0.3338	0:00:00.067434	1000
2	10	1.109	nan	0:00:00.067473	1000
2	6	0.7188	0.5794	0:00:00.067464	1000
2	-1.0	0.0	-1.0	0:00:06.702485	100000
2	16	0.669	0.4372	0:00:00.067343	1000
2	10	0.8374	0.9837	0:00:00.068314	1000
6	7	0.5373	0.09368	0:00:00.067963	1000
6	10	1.069	nan	0:00:00.067509	1000
6	6	1.036	nan	0:00:00.067452	1000
6	6	0.9829	2.118	0:00:00.067425	1000
6	10	0.5111	0.02774	0:00:00.134392	2000
7	6	0.5474	0.1192	0:00:00.067656	1000
7	10	0.7683	0.7332	0:00:00.067491	1000
7	10	0.9622	1.777	0:00:00.067488	1000
7	2	0.5694	0.1749	0:00:00.068088	1000
7	6	0.6892	0.4935	0:00:00.067855	1000
10	16	0.5231	0.05802	0:00:00.268681	4000
10	10	0.7575	0.6982	0:00:00.067467	1000
10	10	0.5182	0.04558	0:00:00.067547	1000
10	16	0.9032	1.3	0:00:00.067405	1000
10	10	0.6214	0.3092	0:00:00.067453	1000
16	10	0.6142	0.2904	0:00:00.067589	1000
16	16	0.9712	1.899	0:00:00.067472	1000
16	16	0.7892	0.8036	0:00:00.067518	1000
16	16	0.8438	1.01	0:00:00.067711	1000
16	10	0.6727	0.4474	0:00:00.067454	1000
3	10	0.5412	0.1033	0:00:00.067413	1000
3	3	0.5507	0.1274	0:00:00.067491	1000
3	3	0.5689	0.1735	0:00:00.067419	1000
3	10	0.6272	0.3244	0:00:00.067385	1000
3	10	0.6809	0.4701	0:00:00.067464	1000
10	10	0.6451	0.3722	0:00:00.067604	1000
10	10	0.6404	0.3596	0:00:00.067528	1000
10	10	0.6195	0.3041	0:00:00.067822	1000
10	17	0.5967	0.2448	0:00:00.067511	1000
10	17	0.534	0.0853	0:00:00.067454	1000
11	10	0.5251	0.06299	0:00:00.067578	1000
11	10	0.506	0.01497	0:00:00.602261	9000
11	10	0.7109	0.556	0:00:00.067427	1000
11	17	0.5041	0.01029	0:00:01.003926	15000
11	10	0.522	0.05509	0:00:00.067402	1000
17	17	0.5792	0.1998	0:00:00.067467	1000
17	10	0.5267	0.06692	0:00:00.067525	1000
17	17	0.5113	0.0284	0:00:00.201371	3000
17	10	0.5235	0.05884	0:00:00.067468	1000
