label	predict	radius	time
0	-1.0	-1.0	0:04:03.071386
0	-1.0	-1.0	0:04:09.377900
0	5	0.1108	0:00:32.537941
0	0	0.2712	0:00:36.354575
0	17	0.4518	0:00:19.773274
5	5	0.525	0:00:56.511153
5	17	0.3357	0:00:54.102752
5	17	0.1238	0:00:49.733214
5	5	0.3057	0:00:26.022504
5	17	0.5287	0:00:24.923472
7	5	0.5198	0:00:15.707739
7	5	0.4741	0:00:18.521268
7	5	0.1829	0:00:17.543463
7	-1.0	-1.0	0:03:57.608040
7	17	0.07718	0:00:34.684370
16	17	0.4379	0:00:20.309829
16	16	0.2995	0:00:11.207659
16	-1.0	-1.0	0:04:05.802258
16	17	0.1283	0:00:36.235700
16	16	0.07446	0:02:12.544070
17	16	0.1323	0:00:32.911633
17	16	0.1675	0:00:13.404484
17	7	0.4906	0:00:18.313685
17	-1.0	-1.0	0:03:49.581002
17	16	0.1336	0:00:29.283612
9	13	0.1609	0:00:47.657612
9	9	0.4561	0:00:14.490676
9	12	0.1619	0:03:37.514829
9	9	0.06182	0:04:08.870049
9	9	0.06232	0:03:59.497270
11	13	0.2391	0:00:35.208428
11	9	0.4594	0:00:16.991941
11	-1.0	-1.0	0:04:08.178890
11	11	0.1666	0:01:11.619976
11	-1.0	-1.0	0:04:02.704336
12	11	0.4856	0:00:52.746719
12	11	0.1199	0:02:57.959216
12	-1.0	-1.0	0:04:09.131161
12	-1.0	-1.0	0:04:20.581884
12	-1.0	-1.0	0:03:51.034780
13	13	0.2961	0:00:17.570125
13	-1.0	-1.0	0:04:14.714277
13	13	0.652	0:00:18.023919
13	-1.0	-1.0	0:04:16.597045
13	16	0.1376	0:00:32.664692
16	16	0.1692	0:00:49.721028
16	-1.0	-1.0	0:04:10.929522
16	-1.0	-1.0	0:03:53.754837
16	16	0.07683	0:02:18.234318
16	-1.0	-1.0	0:04:17.678094
5	14	0.0432	0:02:56.919319
5	-1.0	-1.0	0:04:07.699633
5	5	0.1183	0:01:30.203028
5	-1.0	-1.0	0:04:05.945085
5	-1.0	-1.0	0:03:58.205833
7	-1.0	-1.0	0:04:05.783792
7	-1.0	-1.0	0:04:07.798297
7	14	0.4395	0:00:09.669025
7	18	0.2741	0:00:33.203511
7	14	0.2307	0:00:47.285588
14	-1.0	-1.0	0:03:59.637175
14	15	0.6017	0:00:52.582886
14	14	0.2761	0:00:35.772174
14	14	0.4097	0:00:14.267725
14	14	0.3815	0:00:16.081659
15	15	0.5774	0:00:16.047210
15	-1.0	-1.0	0:04:12.890879
15	15	0.3704	0:00:35.029131
15	-1.0	-1.0	0:04:01.476961
15	15	0.4158	0:00:15.073952
18	14	0.4925	0:00:19.255874
18	-1.0	-1.0	0:04:08.752523
18	18	0.2293	0:00:17.106942
18	-1.0	-1.0	0:04:11.613584
18	14	0.201	0:01:10.697698
0	0	0.2222	0:00:07.895182
0	0	0.07318	0:01:10.220285
0	14	0.1976	0:00:15.552617
0	15	0.254	0:00:20.767228
0	14	0.2205	0:00:20.044065
5	5	0.1112	0:00:42.181585
5	5	0.3577	0:00:15.255126
5	-1.0	-1.0	0:03:59.227599
5	-1.0	-1.0	0:04:08.111618
5	7	0.1733	0:00:32.120531
7	5	0.2688	0:00:17.774811
7	-1.0	-1.0	0:03:58.190898
7	-1.0	-1.0	0:04:07.022483
7	15	0.2585	0:00:13.617503
7	5	0.1776	0:00:36.073060
14	-1.0	-1.0	0:04:06.315465
14	14	0.4302	0:00:13.647711
14	14	0.2132	0:01:12.535299
14	15	0.2214	0:00:52.019912
14	14	0.03289	0:02:48.490758
15	15	0.1349	0:00:53.807982
15	15	0.3505	0:00:12.914479
15	14	0.1806	0:00:31.385573
15	-1.0	-1.0	0:03:58.915674
15	-1.0	-1.0	0:03:59.581788
3	4	0.2962	0:00:11.414758
3	3	0.4211	0:00:19.792328
3	3	0.4787	0:00:19.569141
3	3	0.6983	0:01:19.932824
3	4	0.5518	0:00:18.124217
