label	predict	radius	time
0	17	0.05929	0:00:13.532900
0	-1.0	-1.0	0:03:22.359706
0	7	0.05495	0:00:33.445515
0	-1.0	-1.0	0:03:42.520827
0	17	0.06246	0:00:13.492633
5	5	0.0862	0:00:16.345783
5	17	0.05103	0:01:48.929738
5	7	0.1026	0:00:12.410283
5	5	0.1505	0:00:20.410867
5	-1.0	-1.0	0:03:23.819359
7	5	0.1426	0:00:12.432135
7	5	0.123	0:00:12.819413
7	5	0.06246	0:00:12.713483
7	5	0.1043	0:00:09.820975
7	5	0.1281	0:00:15.630879
16	17	0.05352	0:00:10.527918
16	16	0.1312	0:00:13.434911
16	16	0.09556	0:00:43.021538
16	-1.0	-1.0	0:03:38.796525
16	16	0.08451	0:00:14.797756
17	16	0.02624	0:00:38.480263
17	7	0.04643	0:00:07.860249
17	7	0.1769	0:03:01.791982
17	16	0.0268	0:00:45.250994
17	16	0.07799	0:01:29.693814
9	-1.0	-1.0	0:03:40.718935
9	9	0.03422	0:00:26.456307
9	12	0.04775	0:03:25.653031
9	-1.0	-1.0	0:04:04.081648
9	12	0.06177	0:00:31.983252
11	13	0.09527	0:00:13.931208
11	9	0.06297	0:01:24.052594
11	11	0.03305	0:00:48.160301
11	11	0.0855	0:00:08.211353
11	-1.0	-1.0	0:03:46.888018
12	-1.0	-1.0	0:03:53.428474
12	-1.0	-1.0	0:03:23.654908
12	-1.0	-1.0	0:03:20.855617
12	12	0.08386	0:00:11.648794
12	11	0.1083	0:00:11.626923
13	13	0.1126	0:00:13.961689
13	-1.0	-1.0	0:03:16.294670
13	13	0.2039	0:00:15.184470
13	13	0.1175	0:02:30.628935
13	-1.0	-1.0	0:03:22.739259
16	16	0.04342	0:00:46.241812
16	-1.0	-1.0	0:03:22.446514
16	-1.0	-1.0	0:03:24.724298
16	16	0.04472	0:00:33.310734
16	-1.0	-1.0	0:03:16.511840
5	14	0.03121	0:03:40.586122
5	5	0.04222	0:00:48.352693
5	5	0.119	0:00:11.386643
5	5	0.02378	0:02:15.464692
5	5	0.04607	0:00:23.457490
7	7	0.08521	0:00:14.233320
7	7	0.07528	0:00:16.541806
7	-1.0	-1.0	0:03:55.492082
7	-1.0	-1.0	0:04:02.044961
7	14	0.07237	0:00:33.037796
14	-1.0	-1.0	0:03:55.194622
14	15	0.1655	0:00:14.899028
14	14	0.06585	0:00:42.705831
14	14	0.1009	0:00:08.681346
14	14	0.1452	0:00:14.865315
15	15	0.08852	0:00:23.507330
15	15	0.03043	0:03:31.058038
15	15	0.1054	0:00:09.725680
15	-1.0	-1.0	0:04:07.960617
15	15	0.1305	0:00:13.163931
18	14	0.08243	0:00:27.727314
18	18	0.06984	0:00:13.265713
18	18	0.1143	0:00:10.428861
18	5	0.05114	0:00:26.332513
18	18	0.06309	0:00:15.740778
0	0	0.08707	0:00:15.717596
0	-1.0	-1.0	0:03:55.375428
0	-1.0	-1.0	0:03:44.146423
0	15	0.04064	0:02:45.996608
0	-1.0	-1.0	0:03:17.456434
5	5	0.05624	0:00:16.091634
5	5	0.05128	0:00:09.915020
5	5	0.137	0:00:14.763881
5	15	0.04011	0:00:08.712284
5	7	0.1218	0:00:09.543157
7	7	0.03735	0:00:27.866646
7	5	0.1541	0:00:14.399301
7	0	0.03942	0:00:29.771702
7	15	0.07561	0:00:31.308332
7	-1.0	-1.0	0:03:20.431203
14	-1.0	-1.0	0:03:56.226939
14	14	0.09151	0:00:17.658031
14	-1.0	-1.0	0:03:39.860960
14	15	0.05507	0:00:10.545841
14	-1.0	-1.0	0:03:48.787363
15	15	0.04237	0:00:35.721982
15	15	0.09741	0:00:16.048977
15	14	0.02769	0:01:05.511096
15	15	0.03963	0:00:36.585305
15	15	0.02125	0:01:54.969470
3	14	0.01663	0:00:50.889904
3	3	0.16	0:00:17.709797
3	3	0.08536	0:00:18.319338
3	3	0.1696	0:02:04.523378
3	4	0.1087	0:00:08.512135
4	3	0.04007	0:00:24.989489
4	4	0.05786	0:00:14.503058
4	3	0.06546	0:00:09.298782
4	3	0.0552	0:00:15.708400
4	3	0.08436	0:00:10.029534
13	14	0.02628	0:00:28.277465
