label	predict	radius	time
0	17	0.1899	0:00:54.236816
0	-1.0	-1.0	0:02:53.169114
0	5	0.03758	0:01:09.191953
0	-1.0	-1.0	0:02:15.026068
0	-1.0	-1.0	0:02:18.298218
5	5	0.2476	0:00:10.661197
5	17	0.1305	0:00:59.203476
5	-1.0	-1.0	0:02:26.287143
5	5	0.3478	0:00:18.545627
5	17	0.2779	0:00:21.937510
7	5	0.2748	0:00:10.674843
7	5	0.2514	0:00:09.822741
7	5	0.1098	0:00:11.860405
7	5	0.1958	0:00:07.426491
7	5	0.07548	0:00:11.295653
16	17	0.1661	0:00:10.079084
16	16	0.2025	0:00:08.537561
16	16	0.1745	0:00:44.107163
16	16	0.2178	0:00:07.268474
16	16	0.1	0:00:15.189301
17	16	0.05064	0:00:30.687616
17	-1.0	-1.0	0:02:41.460802
17	7	0.3399	0:00:12.146003
17	16	0.02973	0:02:08.450037
17	16	0.09392	0:00:10.788833
9	12	0.09403	0:01:07.897451
9	9	0.1486	0:00:11.980402
9	-1.0	-1.0	0:02:40.773789
9	-1.0	-1.0	0:02:27.766706
9	-1.0	-1.0	0:02:32.646018
11	13	0.1557	0:00:11.686172
11	9	0.2074	0:00:10.873506
11	-1.0	-1.0	0:02:33.147570
11	11	0.1085	0:00:31.079433
11	-1.0	-1.0	0:02:31.634110
12	11	0.2909	0:01:30.411213
12	11	0.08576	0:00:50.083779
12	-1.0	-1.0	0:02:41.252722
12	12	0.03505	0:01:37.309177
12	11	0.144	0:00:27.905144
13	13	0.2216	0:00:09.624827
13	-1.0	-1.0	0:02:26.503110
13	13	0.363	0:00:10.332223
13	-1.0	-1.0	0:02:37.367270
13	16	0.07841	0:01:53.785189
16	16	0.1032	0:00:32.295747
16	9	0.1004	0:00:19.679567
16	-1.0	-1.0	0:02:27.583405
16	16	0.04857	0:00:42.774891
16	-1.0	-1.0	0:02:30.623783
5	14	0.08491	0:01:24.896644
5	5	0.27	0:00:13.512800
5	5	0.28	0:00:19.419400
5	5	0.2021	0:00:29.293633
5	5	0.288	0:00:10.473727
7	7	0.07214	0:00:29.379942
7	7	0.103	0:00:19.197466
7	14	0.2105	0:00:56.475513
7	5	0.039	0:00:33.265870
7	14	0.1294	0:00:26.956946
14	15	0.4196	0:01:33.065103
14	15	0.3123	0:00:08.339472
14	14	0.1234	0:00:29.439898
14	14	0.1898	0:00:10.525934
14	14	0.2447	0:00:07.004125
15	15	0.2389	0:00:11.963358
15	15	0.06287	0:02:04.213688
15	15	0.2041	0:00:10.234624
15	-1.0	-1.0	0:02:43.844076
15	15	0.2444	0:00:13.100818
18	14	0.1938	0:00:11.791901
18	18	0.05867	0:00:22.844026
18	18	0.1473	0:00:10.011521
18	5	0.2937	0:00:10.203350
18	-1.0	-1.0	0:02:21.237894
0	0	0.1078	0:00:09.451833
0	0	0.1055	0:00:10.401812
0	14	0.08076	0:00:10.779904
0	15	0.1588	0:00:49.477328
0	-1.0	-1.0	0:02:16.033268
5	-1.0	-1.0	0:02:40.325781
5	5	0.2231	0:00:10.837852
5	5	0.1774	0:00:10.210380
5	15	0.08466	0:00:11.275699
5	7	0.1462	0:00:10.118706
7	5	0.06531	0:00:29.769203
7	5	0.2826	0:01:14.240681
7	-1.0	-1.0	0:02:26.604533
7	15	0.1439	0:00:10.633657
7	5	0.05076	0:00:50.034191
14	-1.0	-1.0	0:02:24.466837
14	14	0.2003	0:00:10.925603
14	14	0.05257	0:00:49.203265
14	15	0.1187	0:00:10.374259
14	14	0.05338	0:00:43.755424
15	15	0.08267	0:00:19.865264
15	15	0.1877	0:00:11.935106
15	14	0.05093	0:01:10.918292
15	15	0.05112	0:00:54.190687
15	-1.0	-1.0	0:02:39.405827
3	4	0.06305	0:00:22.656771
3	3	0.2691	0:00:11.539132
3	3	0.1903	0:00:10.251141
3	3	0.3444	0:00:51.810267
3	4	0.2608	0:00:08.536514
4	4	0.07115	0:00:21.604022
4	4	0.1118	0:00:08.469496
4	4	0.07706	0:00:23.436764
4	3	0.06621	0:00:25.272919
4	3	0.1568	0:00:33.641403
13	4	0.06395	0:00:09.945451
13	14	0.06579	0:00:08.996862
13	13	0.02811	0:01:06.698552
13	14	0.06149	0:00:37.999879
13	13	0.09333	0:00:58.818997
14	14	0.1009	0:00:06.753757
14	14	0.1565	0:00:11.635022
14	14	0.2846	0:00:06.722215
14	14	0.111	0:00:10.522836
14	14	0.226	0:00:07.321946
16	16	0.1409	0:00:12.995898
16	-1.0	-1.0	0:02:22.147615
16	-1.0	-1.0	0:02:42.351569
16	16	0.05196	0:00:18.329772
16	4	0.0803	0:00:10.039061
1	1	0.158	0:00:31.135989
1	1	0.2281	0:00:06.988119
1	-1.0	-1.0	0:02:43.365927
1	-1.0	-1.0	0:02:25.688841
1	9	0.07708	0:00:31.433923
9	14	0.08088	0:00:30.420852
9	-1.0	-1.0	0:02:21.549261
9	-1.0	-1.0	0:02:28.809701
9	12	0.2904	0:00:51.377841
9	-1.0	-1.0	0:02:32.006706
12	-1.0	-1.0	0:02:43.633951
12	-1.0	-1.0	0:02:42.935400
12	-1.0	-1.0	0:02:24.565543
12	16	0.06223	0:00:28.014272
12	16	0.1732	0:00:09.612942
14	14	0.3604	0:02:05.927798
14	-1.0	-1.0	0:02:27.498817
14	16	0.1279	0:00:21.010385
14	14	0.07465	0:00:18.944664
14	14	0.2296	0:00:10.857756
16	14	0.06298	0:00:26.259010
16	-1.0	-1.0	0:02:18.459702
16	16	0.228	0:00:13.540173
16	16	0.03518	0:01:19.257332
16	-1.0	-1.0	0:02:38.015695
5	5	0.05057	0:00:33.079546
5	5	0.02844	0:01:40.106000
5	10	0.2212	0:00:11.070170
5	5	0.1299	0:00:19.968396
5	10	0.04354	0:00:46.446555
9	9	0.03043	0:00:42.700089
9	12	0.3167	0:00:18.320520
9	9	0.1665	0:00:25.223959
9	12	0.2482	0:00:26.106130
9	-1.0	-1.0	0:02:21.001757
10	12	0.1367	0:00:24.114563
10	9	0.06766	0:01:46.205540
10	-1.0	-1.0	0:02:27.003067
10	12	0.2849	0:00:08.281969
10	10	0.1715	0:00:20.182472
12	-1.0	-1.0	0:02:27.636515
12	12	0.2931	0:00:10.137760
12	10	0.02703	0:01:59.745229
12	12	0.209	0:00:11.489132
12	-1.0	-1.0	0:02:37.407315
18	9	0.1187	0:01:24.254600
18	12	0.3183	0:00:24.082647
18	18	0.08093	0:00:21.166511
18	-1.0	-1.0	0:02:45.663087
18	9	0.185	0:00:43.681695
1	7	0.3058	0:00:08.406096
1	7	0.0362	0:02:41.656916
1	13	0.1537	0:02:12.137191
1	12	0.218	0:01:04.657456
1	-1.0	-1.0	0:02:45.004733
7	1	0.09627	0:00:21.148065
7	-1.0	-1.0	0:02:29.615617
7	7	0.1242	0:00:10.555029
7	-1.0	-1.0	0:02:26.393170
7	1	0.04958	0:00:20.420037
10	12	0.1469	0:00:09.271556
10	10	0.07708	0:00:21.001303
10	10	0.2093	0:00:11.391361
10	10	0.1881	0:00:08.297143
10	10	0.05177	0:00:53.522919
12	1	0.08869	0:00:21.392277
12	1	0.148	0:00:08.490175
12	-1.0	-1.0	0:02:26.068011
12	-1.0	-1.0	0:02:32.619428
12	12	0.03656	0:01:11.836562
13	12	0.1649	0:00:55.118802
13	-1.0	-1.0	0:02:45.464022
13	-1.0	-1.0	0:02:44.229772
13	13	0.1681	0:00:07.625909
13	-1.0	-1.0	0:02:49.972754
1	1	0.06387	0:00:26.935222
1	-1.0	-1.0	0:02:40.062170
1	-1.0	-1.0	0:02:28.745152
1	-1.0	-1.0	0:02:51.945657
1	1	0.03079	0:01:58.890001
2	5	0.04241	0:00:57.336439
2	-1.0	-1.0	0:02:25.910399
2	-1.0	-1.0	0:02:22.151260
2	-1.0	-1.0	0:02:24.975438
2	2	0.2638	0:00:28.221895
3	1	0.06409	0:00:19.957773
3	-1.0	-1.0	0:02:34.856554
3	-1.0	-1.0	0:02:33.521851
3	3	0.1116	0:01:07.981410
3	5	0.19	0:00:11.851269
5	-1.0	-1.0	0:02:33.371201
5	-1.0	-1.0	0:02:25.836082
5	2	0.141	0:00:50.797388
5	5	0.1669	0:00:51.411509
5	2	0.05478	0:00:32.495866
17	-1.0	-1.0	0:02:31.993752
17	-1.0	-1.0	0:02:29.558707
17	-1.0	-1.0	0:02:47.537232
17	17	0.06485	0:00:07.541093
