label	predict	radius	time
0	-1.0	-1.0	0:02:21.720721
0	-1.0	-1.0	0:03:10.851931
0	5	0.11	0:00:37.644459
0	0	0.2782	0:00:27.333083
0	17	0.452	0:00:10.118879
5	5	0.5159	0:00:47.013874
5	17	0.3352	0:00:34.388559
5	17	0.1144	0:00:40.554715
5	5	0.3018	0:00:39.347077
5	17	0.5223	0:00:23.299966
7	5	0.5246	0:00:06.856449
7	5	0.4698	0:00:11.656562
7	5	0.1847	0:00:30.187024
7	-1.0	-1.0	0:03:11.476941
7	17	0.07649	0:00:31.105123
16	17	0.4382	0:00:11.501859
16	16	0.2969	0:00:13.001414
16	-1.0	-1.0	0:03:10.915703
16	17	0.1336	0:00:35.184188
16	16	0.07278	0:01:34.292800
17	16	0.1338	0:00:37.314426
17	16	0.1597	0:00:09.794404
17	7	0.4934	0:00:10.198708
17	-1.0	-1.0	0:03:08.506060
17	16	0.1349	0:00:34.843445
9	13	0.1545	0:00:58.013427
9	9	0.4548	0:00:08.277215
9	-1.0	-1.0	0:03:11.197614
9	-1.0	-1.0	0:03:02.918871
9	-1.0	-1.0	0:03:03.833270
11	13	0.2321	0:00:22.462341
11	9	0.4589	0:00:11.403471
11	-1.0	-1.0	0:02:45.677858
11	11	0.1665	0:01:08.813091
11	-1.0	-1.0	0:03:01.060916
12	11	0.4828	0:00:47.936637
12	-1.0	-1.0	0:02:33.160148
12	-1.0	-1.0	0:03:10.648956
12	-1.0	-1.0	0:03:14.701875
12	-1.0	-1.0	0:03:18.053533
13	13	0.2928	0:00:18.898415
13	-1.0	-1.0	0:02:51.149963
13	13	0.6533	0:00:10.434253
13	-1.0	-1.0	0:03:13.309157
13	16	0.1377	0:00:32.360470
16	16	0.1699	0:00:54.602749
16	-1.0	-1.0	0:03:22.817152
16	-1.0	-1.0	0:03:04.253413
16	16	0.07634	0:02:45.669282
16	-1.0	-1.0	0:03:03.906830
5	-1.0	-1.0	0:03:05.885996
5	-1.0	-1.0	0:02:47.940184
5	5	0.1122	0:01:23.367981
5	-1.0	-1.0	0:03:03.000319
5	-1.0	-1.0	0:03:17.912756
7	-1.0	-1.0	0:03:10.611084
7	-1.0	-1.0	0:02:47.954052
7	14	0.4442	0:00:12.222255
7	18	0.2641	0:00:25.677399
7	14	0.2335	0:00:59.534124
14	-1.0	-1.0	0:03:27.910496
14	15	0.6038	0:00:45.312900
14	14	0.2768	0:00:39.991523
14	14	0.4034	0:00:29.543671
14	14	0.3846	0:00:26.398733
15	15	0.5759	0:00:16.648093
15	-1.0	-1.0	0:03:26.641011
15	15	0.3666	0:00:20.788851
15	-1.0	-1.0	0:03:10.501680
15	15	0.414	0:00:22.329705
18	14	0.4932	0:00:10.293714
18	-1.0	-1.0	0:03:04.685471
18	18	0.2342	0:00:10.533044
18	-1.0	-1.0	0:03:19.877474
18	14	0.1925	0:01:04.261969
0	0	0.2231	0:00:11.070603
0	0	0.06875	0:01:15.705363
0	14	0.2026	0:00:21.493260
0	15	0.2581	0:00:08.063490
0	14	0.22	0:00:27.770539
5	5	0.122	0:00:37.097758
5	5	0.3713	0:00:10.503068
5	-1.0	-1.0	0:03:16.962397
5	-1.0	-1.0	0:03:27.121388
5	7	0.1782	0:00:25.482777
7	5	0.2665	0:00:11.809907
7	-1.0	-1.0	0:03:01.145109
7	-1.0	-1.0	0:02:39.845365
7	15	0.2568	0:00:09.086201
7	5	0.1813	0:00:22.213118
14	-1.0	-1.0	0:02:58.800756
14	14	0.431	0:00:10.761489
14	14	0.2188	0:01:01.136118
14	15	0.225	0:01:00.375220
14	14	0.04221	0:02:43.573243
15	15	0.1344	0:01:02.801103
15	15	0.3508	0:00:09.044017
15	14	0.1819	0:00:22.409902
15	-1.0	-1.0	0:03:06.821703
15	-1.0	-1.0	0:03:06.561975
3	4	0.2985	0:00:10.224680
3	3	0.4089	0:00:11.764270
3	3	0.4821	0:00:10.599389
3	3	0.7004	0:01:02.925987
3	4	0.55	0:00:09.691425
4	4	0.3372	0:00:10.730680
4	13	0.07856	0:00:33.567015
4	4	0.5778	0:00:10.437347
4	-1.0	-1.0	0:02:50.891194
4	3	0.3021	0:02:43.508665
13	4	0.3369	0:00:12.873057
13	-1.0	-1.0	0:02:55.864642
13	13	0.1409	0:01:37.922974
13	-1.0	-1.0	0:03:01.369443
13	13	0.09849	0:00:21.485413
14	-1.0	-1.0	0:03:11.475928
14	14	0.287	0:00:41.504393
14	14	0.5957	0:00:21.862593
14	14	0.1758	0:00:08.661666
14	14	0.433	0:01:26.138126
16	16	0.153	0:00:27.826081
16	13	0.1945	0:00:11.990203
16	13	0.1293	0:00:25.116856
16	16	0.1027	0:00:41.488453
16	-1.0	-1.0	0:03:04.993142
1	-1.0	-1.0	0:03:09.063094
1	1	0.2812	0:00:09.044519
1	-1.0	-1.0	0:03:01.221864
1	-1.0	-1.0	0:03:11.567084
1	9	0.08792	0:02:53.262398
9	14	0.2418	0:00:24.927279
9	-1.0	-1.0	0:03:12.884330
9	-1.0	-1.0	0:03:00.870554
9	12	0.3954	0:00:12.082116
9	-1.0	-1.0	0:02:53.709022
12	-1.0	-1.0	0:02:55.247885
12	-1.0	-1.0	0:03:07.891739
12	-1.0	-1.0	0:02:52.612164
12	16	0.2132	0:00:30.194525
