label	predict	gamma LCB	radius	time	N samples
4	11	0.724	0.2974	0:00:00.074378	1000
4	4	0.5817	0.1031	0:00:00.067861	1000
4	12	0.6088	0.1381	0:00:00.068329	1000
4	4	0.6136	0.1444	0:00:00.067932	1000
4	4	0.611	0.1409	0:00:00.068530	1000
8	8	0.7538	0.3433	0:00:00.067768	1000
8	8	0.7785	0.3836	0:00:00.067832	1000
8	8	0.6545	0.1988	0:00:00.067984	1000
8	8	0.815	0.4482	0:00:00.068247	1000
8	11	0.6684	0.2178	0:00:00.068049	1000
11	11	0.6797	0.2334	0:00:00.068603	1000
11	11	0.9009	0.6433	0:00:00.068288	1000
11	-1.0	0.0	-1.0	0:00:06.716764	100000
11	11	0.7233	0.2963	0:00:00.067443	1000
11	11	0.7207	0.2925	0:00:00.068042	1000
12	12	0.6166	0.1483	0:00:00.067852	1000
12	12	0.6143	0.1452	0:00:00.067578	1000
12	12	0.5055	0.006843	0:00:00.604532	9000
12	12	0.6384	0.1771	0:00:00.067725	1000
12	12	0.5684	0.08617	0:00:00.067780	1000
17	8	0.5178	0.02227	0:00:00.067763	1000
17	8	0.5564	0.07088	0:00:00.067646	1000
17	8	0.5282	0.03534	0:00:00.067675	1000
17	8	0.5836	0.1056	0:00:00.067598	1000
17	8	0.5094	0.01179	0:00:00.134609	2000
7	14	0.5214	0.0268	0:00:00.067627	1000
7	7	0.7707	0.3705	0:00:00.067642	1000
7	7	0.5868	0.1096	0:00:00.067785	1000
7	7	0.7763	0.3799	0:00:00.067824	1000
7	7	0.8021	0.4246	0:00:00.067488	1000
10	14	0.5518	0.06513	0:00:00.068331	1000
10	10	0.558	0.07296	0:00:00.068163	1000
10	10	0.5634	0.07982	0:00:00.134700	2000
10	10	0.6529	0.1966	0:00:00.067759	1000
10	19	0.5409	0.05133	0:00:00.067675	1000
11	19	0.5483	0.06071	0:00:00.067455	1000
11	14	0.5635	0.07987	0:00:00.067548	1000
11	11	0.5509	0.06391	0:00:00.068655	1000
11	19	0.5046	0.00572	0:00:00.671002	10000
11	11	0.5438	0.05497	0:00:00.067658	1000
14	7	0.5483	0.06069	0:00:00.067616	1000
14	14	0.5381	0.04788	0:00:00.067599	1000
14	14	0.6189	0.1513	0:00:00.067411	1000
14	7	0.5944	0.1195	0:00:00.067693	1000
14	19	0.6703	0.2204	0:00:00.067635	1000
19	14	0.5272	0.03415	0:00:00.067516	1000
19	14	0.518	0.02259	0:00:00.067440	1000
19	14	0.6842	0.2397	0:00:00.067541	1000
19	14	0.5925	0.1169	0:00:00.067324	1000
19	14	0.6524	0.1959	0:00:00.067592	1000
2	16	0.5007	0.0008292	0:00:02.747108	41000
2	12	0.6829	0.2379	0:00:00.067436	1000
