label	predict	gamma LCB	radius	time	N samples
4	11	0.7247	0.8952	0:00:00.074615	1000
4	4	0.5803	0.304	0:00:00.067671	1000
4	12	0.6183	0.4514	0:00:00.067587	1000
4	4	0.6074	0.4088	0:00:00.067621	1000
4	4	0.6381	0.5301	0:00:00.134960	2000
8	8	0.7628	1.073	0:00:00.067470	1000
8	8	0.7684	1.1	0:00:00.068381	1000
8	8	0.6556	0.6009	0:00:00.067708	1000
8	8	0.8111	1.323	0:00:00.067789	1000
8	11	0.6555	0.6005	0:00:00.067627	1000
11	11	0.6726	0.6707	0:00:00.067807	1000
11	11	0.8988	1.912	0:00:00.067648	1000
11	-1.0	0.0	-1.0	0:00:06.718104	100000
11	11	0.7175	0.8632	0:00:00.067659	1000
11	11	0.6864	0.7284	0:00:00.067585	1000
12	12	0.6031	0.392	0:00:00.067707	1000
12	12	0.6052	0.4004	0:00:00.068092	1000
12	-1.0	0.0	-1.0	0:00:06.719123	100000
12	12	0.634	0.5136	0:00:00.067427	1000
12	12	0.5576	0.2175	0:00:00.067870	1000
17	8	0.518	0.06752	0:00:00.067616	1000
17	8	0.551	0.1922	0:00:00.069311	1000
17	8	0.5484	0.1825	0:00:00.068039	1000
17	8	0.5933	0.3541	0:00:00.067797	1000
17	17	0.5167	0.06273	0:00:00.067982	1000
7	14	0.5354	0.1333	0:00:00.067761	1000
7	7	0.7491	1.008	0:00:00.067703	1000
7	7	0.6211	0.4627	0:00:00.067924	1000
7	7	0.7411	0.97	0:00:00.067656	1000
7	7	0.7839	1.178	0:00:00.067576	1000
10	14	0.5736	0.2783	0:00:00.202070	3000
10	10	0.5592	0.2234	0:00:00.067805	1000
10	10	0.5661	0.2497	0:00:00.068388	1000
10	10	0.6825	0.7122	0:00:00.067624	1000
10	19	0.5356	0.1341	0:00:00.068008	1000
11	19	0.5815	0.3085	0:00:00.135327	2000
11	14	0.612	0.4269	0:00:00.067560	1000
11	11	0.549	0.1847	0:00:00.067544	1000
11	19	0.5387	0.1458	0:00:00.067701	1000
11	11	0.5489	0.1842	0:00:00.067706	1000
14	7	0.51	0.03753	0:00:00.067729	1000
14	14	0.5181	0.06816	0:00:00.067990	1000
14	14	0.6249	0.4775	0:00:00.067741	1000
14	7	0.5902	0.3419	0:00:00.067642	1000
14	19	0.6728	0.6717	0:00:00.067858	1000
19	-1.0	0.0	-1.0	0:00:06.708789	100000
19	14	0.522	0.0828	0:00:00.067299	1000
19	14	0.6548	0.5977	0:00:00.067522	1000
19	14	0.5954	0.3621	0:00:00.067477	1000
19	14	0.6452	0.5584	0:00:00.067483	1000
2	12	0.5126	0.04751	0:00:00.134613	2000
2	12	0.674	0.6765	0:00:00.067505	1000
2	12	0.6109	0.4225	0:00:00.067604	1000
2	2	0.7695	1.106	0:00:00.067339	1000
2	12	0.5724	0.2737	0:00:00.067533	1000
6	6	0.6629	0.6306	0:00:00.067614	1000
6	6	0.6536	0.5926	0:00:00.067376	1000
6	2	0.5325	0.1223	0:00:00.067882	1000
6	6	0.5036	0.01361	0:00:00.470671	7000
6	11	0.5048	0.01803	0:00:00.603477	9000
11	11	0.5961	0.3647	0:00:00.067694	1000
11	11	0.5501	0.1888	0:00:00.067587	1000
11	6	0.6204	0.4596	0:00:00.067703	1000
11	11	0.6357	0.5205	0:00:00.067573	1000
11	11	0.5659	0.2488	0:00:00.067369	1000
12	11	0.5162	0.0611	0:00:00.067849	1000
12	12	0.7238	0.8913	0:00:00.067493	1000
12	12	0.6843	0.7197	0:00:00.067732	1000
12	6	0.5878	0.3327	0:00:00.067400	1000
12	12	0.5659	0.2491	0:00:00.067562	1000
16	16	0.6548	0.5974	0:00:00.067612	1000
16	16	0.7785	1.151	0:00:00.067687	1000
16	-1.0	0.0	-1.0	0:00:06.702992	100000
16	16	0.5914	0.3468	0:00:00.067205	1000
16	16	0.5858	0.3253	0:00:00.067472	1000
7	7	0.6797	0.7001	0:00:00.067421	1000
7	19	0.6692	0.6567	0:00:00.068408	1000
7	7	0.5729	0.2755	0:00:00.067321	1000
7	7	0.5594	0.2242	0:00:00.067464	1000
7	18	0.5372	0.1401	0:00:00.134689	2000
9	9	0.7795	1.156	0:00:00.067418	1000
9	9	0.6485	0.5718	0:00:00.067528	1000
9	19	0.5317	0.1195	0:00:00.067780	1000
9	9	0.7726	1.121	0:00:00.067702	1000
9	9	0.7345	0.9396	0:00:00.067527	1000
15	9	0.5721	0.2724	0:00:00.067514	1000
15	-1.0	0.0	-1.0	0:00:06.703728	100000
15	15	0.6016	0.3864	0:00:00.067538	1000
15	18	0.73	0.9191	0:00:00.067582	1000
15	15	0.6214	0.4639	0:00:00.067402	1000
18	19	0.7336	0.9357	0:00:00.067480	1000
18	19	0.5558	0.2104	0:00:00.067697	1000
18	9	0.7025	0.7974	0:00:00.067425	1000
18	9	0.5962	0.3651	0:00:00.067429	1000
18	19	0.7338	0.9365	0:00:00.067496	1000
19	18	0.557	0.2151	0:00:00.067599	1000
19	18	0.5354	0.1332	0:00:00.067541	1000
19	15	0.5419	0.1577	0:00:00.067375	1000
19	15	0.5592	0.2233	0:00:00.067290	1000
19	19	0.5158	0.05953	0:00:00.201576	3000
0	0	0.5538	0.2031	0:00:00.067534	1000
0	8	0.5006	0.002082	0:00:03.015501	45000
0	0	0.5574	0.2167	0:00:00.067585	1000
0	0	0.5626	0.2364	0:00:00.068140	1000
0	0	0.6121	0.427	0:00:00.067424	1000
8	10	0.7181	0.866	0:00:00.067898	1000
8	10	0.5554	0.2092	0:00:00.067312	1000
8	10	0.5703	0.2656	0:00:00.067481	1000
8	10	0.5426	0.1606	0:00:00.870728	13000
8	10	0.5095	0.03579	0:00:00.134413	2000
10	14	0.5399	0.1501	0:00:00.067406	1000
10	10	0.7637	1.077	0:00:00.067432	1000
10	10	0.5185	0.06951	0:00:00.067708	1000
10	10	0.7268	0.9047	0:00:00.067911	1000
10	10	0.7091	0.8261	0:00:00.068212	1000
13	13	0.5982	0.3729	0:00:00.068021	1000
13	13	0.5388	0.1462	0:00:00.067989	1000
13	13	0.6226	0.4683	0:00:00.067536	1000
13	13	0.7347	0.9407	0:00:00.067822	1000
13	-1.0	0.0	-1.0	0:00:06.708260	100000
14	14	0.5646	0.2439	0:00:00.067409	1000
14	14	0.5998	0.3791	0:00:00.134554	2000
14	14	0.543	0.162	0:00:00.067965	1000
14	10	0.5202	0.07587	0:00:00.067505	1000
14	14	0.5539	0.2033	0:00:00.067778	1000
0	0	0.5274	0.1031	0:00:00.134629	2000
0	16	0.5546	0.2061	0:00:03.752264	56000
0	9	0.5191	0.07171	0:00:00.067425	1000
0	9	0.5052	0.0194	0:00:00.670281	10000
0	-1.0	0.0	-1.0	0:00:06.701025	100000
9	0	0.5756	0.2858	0:00:00.067681	1000
9	0	0.6956	0.7675	0:00:00.067786	1000
9	0	0.6387	0.5324	0:00:00.067977	1000
9	19	0.6325	0.5078	0:00:00.067448	1000
9	0	0.6202	0.459	0:00:00.067496	1000
12	12	0.5072	0.0272	0:00:00.202925	3000
12	12	0.5648	0.2447	0:00:00.268638	4000
12	12	0.735	0.9422	0:00:00.067578	1000
12	12	0.6433	0.5511	0:00:00.067452	1000
12	12	0.5508	0.1914	0:00:00.067594	1000
16	16	0.533	0.1242	0:00:00.134428	2000
16	19	0.6196	0.4568	0:00:00.067571	1000
16	0	0.7321	0.9287	0:00:00.067613	1000
16	0	0.5555	0.2095	0:00:00.067447	1000
16	0	0.7356	0.9447	0:00:00.336351	5000
19	9	0.5243	0.09148	0:00:00.135217	2000
19	0	0.5788	0.2981	0:00:00.067805	1000
19	0	0.6029	0.3912	0:00:00.067436	1000
19	19	0.5522	0.1968	0:00:00.067389	1000
19	19	0.6062	0.4041	0:00:00.067521	1000
3	3	0.5262	0.09857	0:00:00.067412	1000
3	3	0.5554	0.209	0:00:00.067459	1000
3	3	0.5814	0.3083	0:00:00.067527	1000
3	3	0.5361	0.1358	0:00:00.067572	1000
3	6	0.5341	0.1283	0:00:00.268162	4000
6	3	0.6348	0.5168	0:00:00.067430	1000
6	6	0.7167	0.8594	0:00:00.067569	1000
6	6	0.5461	0.1737	0:00:00.067354	1000
6	6	0.6292	0.4947	0:00:00.067400	1000
6	6	0.5161	0.0604	0:00:00.067439	1000
7	14	0.5116	0.04359	0:00:00.067343	1000
7	7	0.6713	0.6652	0:00:00.067494	1000
7	7	0.5935	0.355	0:00:00.067769	1000
7	7	0.6572	0.6074	0:00:00.067897	1000
7	-1.0	0.0	-1.0	0:00:06.708310	100000
10	14	0.5368	0.1387	0:00:00.738057	11000
10	6	0.5533	0.2009	0:00:00.067440	1000
10	10	0.6613	0.6242	0:00:00.067441	1000
10	10	0.7214	0.8806	0:00:00.067497	1000
10	10	0.7107	0.8331	0:00:00.067490	1000
14	6	0.5466	0.1757	0:00:00.067447	1000
14	6	0.5074	0.02768	0:00:00.134331	2000
14	6	0.6037	0.3944	0:00:00.067597	1000
14	10	0.6215	0.4641	0:00:00.068348	1000
14	6	0.5269	0.1013	0:00:00.068016	1000
2	9	0.7485	1.005	0:00:00.067447	1000
2	9	0.5558	0.2105	0:00:00.067516	1000
2	6	0.5338	0.1271	0:00:00.067550	1000
2	2	0.7437	0.9821	0:00:00.067378	1000
2	18	0.5336	0.1266	0:00:00.067616	1000
6	9	0.5794	0.3007	0:00:00.067533	1000
6	2	0.5342	0.1287	0:00:00.067579	1000
6	6	0.7245	0.8945	0:00:00.067541	1000
6	2	0.6737	0.6752	0:00:00.067281	1000
6	9	0.5557	0.2102	0:00:00.134284	2000
9	11	0.6591	0.615	0:00:00.067462	1000
9	11	0.8558	1.592	0:00:00.067875	1000
9	11	0.8488	1.547	0:00:00.134297	2000
9	11	0.787	1.194	0:00:00.067432	1000
9	11	0.8246	1.399	0:00:00.067862	1000
11	2	0.6403	0.539	0:00:00.067667	1000
11	11	0.6833	0.7154	0:00:00.067415	1000
11	11	0.7831	1.174	0:00:00.067236	1000
11	11	0.7703	1.11	0:00:00.068302	1000
11	11	0.7183	0.8666	0:00:00.067516	1000
18	9	0.5136	0.05125	0:00:00.134454	2000
18	9	0.5396	0.1491	0:00:00.067427	1000
18	9	0.6972	0.7744	0:00:00.067315	1000
18	11	0.589	0.3373	0:00:00.067789	1000
18	9	0.5334	0.1256	0:00:00.067707	1000
1	6	0.577	0.2912	0:00:00.067381	1000
1	13	0.7196	0.8726	0:00:00.067574	1000
1	4	0.7032	0.8003	0:00:00.067427	1000
1	13	0.5203	0.07638	0:00:00.067519	1000
1	13	0.5011	0.004185	0:00:02.212757	33000
4	4	0.6156	0.4408	0:00:00.067373	1000
4	13	0.5832	0.3152	0:00:00.067559	1000
4	6	0.5846	0.3206	0:00:00.068097	1000
4	6	0.596	0.3644	0:00:00.068343	1000
4	4	0.6535	0.5921	0:00:00.067859	1000
6	4	0.5251	0.09434	0:00:00.067549	1000
6	1	0.6482	0.5708	0:00:00.067625	1000
6	4	0.842	1.504	0:00:00.134451	2000
6	4	0.7927	1.224	0:00:00.335775	5000
6	4	0.5931	0.3532	0:00:00.068639	1000
13	13	0.7853	1.185	0:00:00.067509	1000
13	13	0.6484	0.5715	0:00:00.067805	1000
13	13	0.6929	0.7561	0:00:00.067402	1000
13	13	0.6913	0.7493	0:00:00.067351	1000
13	13	0.5237	0.08907	0:00:00.067840	1000
15	15	0.6857	0.7257	0:00:00.067657	1000
15	15	0.5271	0.1019	0:00:00.402857	6000
15	15	0.6485	0.572	0:00:00.067376	1000
15	4	0.5002	0.0007781	0:00:05.160806	77000
15	15	0.5265	0.09956	0:00:00.335682	5000
2	2	0.5771	0.2918	0:00:00.067305	1000
2	2	0.581	0.3065	0:00:00.135411	2000
2	4	0.5119	0.04467	0:00:00.134277	2000
2	17	0.5366	0.138	0:00:00.067400	1000
2	2	0.7442	0.9843	0:00:00.067503	1000
4	4	0.5636	0.24	0:00:00.067621	1000
4	4	0.6864	0.7286	0:00:00.135642	2000
4	11	0.5119	0.04465	0:00:00.067625	1000
4	4	0.505	0.01885	0:00:00.268577	4000
