label	predict	gamma LCB	radius	time	N samples
4	11	0.6825	0.4747	0:00:00.273910	1000
4	4	0.5621	0.1564	0:00:00.274636	1000
4	12	0.5913	0.231	0:00:00.275682	1000
4	4	0.6006	0.255	0:00:00.276085	1000
4	4	0.6159	0.2947	0:00:00.276982	1000
8	8	0.6486	0.3814	0:00:00.255425	1000
8	8	0.6748	0.4532	0:00:00.276278	1000
8	8	0.5984	0.2491	0:00:00.276846	1000
8	8	0.7007	0.5265	0:00:00.254208	1000
8	11	0.6298	0.3312	0:00:00.255777	1000
11	11	0.6439	0.3689	0:00:00.176847	1000
11	11	0.8696	1.125	0:00:00.276211	1000
11	-1.0	0.0	-1.0	0:00:27.529429	100000
11	11	0.6788	0.4643	0:00:00.277042	1000
11	11	0.6894	0.4942	0:00:00.276683	1000
12	12	0.6051	0.2665	0:00:00.275815	1000
12	12	0.6022	0.259	0:00:00.276037	1000
12	12	0.5092	0.02307	0:00:00.553816	2000
12	12	0.6298	0.3312	0:00:00.275648	1000
12	12	0.5492	0.1236	0:00:00.276486	1000
17	8	0.5125	0.0313	0:00:00.276961	1000
17	8	0.5342	0.08579	0:00:00.275958	1000
17	8	0.5261	0.0654	0:00:00.276467	1000
17	8	0.5578	0.1455	0:00:00.275939	1000
17	17	0.5023	0.005731	0:00:01.106936	4000
7	14	0.5191	0.04787	0:00:00.274509	1000
7	7	0.6609	0.415	0:00:00.275707	1000
7	7	0.5593	0.1492	0:00:00.277394	1000
7	7	0.6567	0.4035	0:00:00.275677	1000
7	7	0.6798	0.467	0:00:00.276038	1000
10	14	0.5459	0.1153	0:00:00.275886	1000
10	10	0.5472	0.1186	0:00:00.275985	1000
10	10	0.5506	0.1271	0:00:00.275130	1000
10	10	0.6321	0.3375	0:00:00.276062	1000
10	19	0.5435	0.1094	0:00:00.276279	1000
11	19	0.5362	0.09083	0:00:00.276406	1000
11	14	0.5639	0.1609	0:00:00.275789	1000
11	11	0.5565	0.142	0:00:00.276423	1000
11	19	0.5281	0.07047	0:00:00.276412	1000
11	11	0.5516	0.1296	0:00:00.276746	1000
14	7	0.5146	0.03662	0:00:00.275979	1000
14	14	0.5219	0.0548	0:00:00.276910	1000
14	14	0.5889	0.2248	0:00:00.275831	1000
14	7	0.5608	0.1531	0:00:00.256297	1000
14	19	0.6897	0.4951	0:00:00.275437	1000
19	14	0.5328	0.08236	0:00:00.552195	2000
19	14	0.5148	0.03708	0:00:00.275964	1000
19	14	0.6298	0.3314	0:00:00.177503	1000
19	14	0.5531	0.1335	0:00:00.252009	1000
19	14	0.6104	0.2805	0:00:00.255702	1000
2	12	0.501	0.002625	0:00:02.740167	10000
2	12	0.6856	0.4836	0:00:00.276407	1000
2	12	0.6174	0.2986	0:00:00.276276	1000
2	2	0.6585	0.4082	0:00:00.275651	1000
2	12	0.5405	0.1018	0:00:00.254654	1000
6	6	0.6199	0.3053	0:00:00.254910	1000
6	6	0.6302	0.3325	0:00:00.274292	1000
6	2	0.5306	0.07687	0:00:00.276375	1000
6	6	0.5023	0.005778	0:00:01.105758	4000
6	-1.0	0.0	-1.0	0:00:27.573177	100000
11	11	0.6057	0.268	0:00:00.277101	1000
11	11	0.5596	0.1501	0:00:00.276311	1000
11	6	0.5896	0.2265	0:00:00.276700	1000
11	11	0.6509	0.3878	0:00:00.275775	1000
11	11	0.5646	0.1627	0:00:00.276357	1000
12	11	0.5149	0.03728	0:00:00.276041	1000
12	12	0.7384	0.6385	0:00:00.275563	1000
12	12	0.6952	0.5107	0:00:00.275487	1000
12	6	0.6196	0.3043	0:00:00.276364	1000
12	12	0.5705	0.1776	0:00:00.275468	1000
16	-1.0	0.0	-1.0	0:00:27.520100	100000
16	16	0.7968	0.8301	0:00:00.276817	1000
16	16	0.5371	0.09305	0:00:00.276396	1000
16	16	0.5688	0.1734	0:00:00.276240	1000
16	16	0.5615	0.1548	0:00:00.276232	1000
7	7	0.6839	0.4786	0:00:00.275605	1000
7	19	0.782	0.779	0:00:00.275895	1000
7	7	0.5447	0.1124	0:00:00.276206	1000
7	7	0.5691	0.1741	0:00:00.276210	1000
7	18	0.5183	0.04577	0:00:00.275632	1000
9	9	0.6757	0.4558	0:00:00.276593	1000
9	9	0.5883	0.2232	0:00:00.277184	1000
9	19	0.502	0.005094	0:00:01.389182	5000
9	9	0.7209	0.5855	0:00:00.276497	1000
9	9	0.655	0.3989	0:00:00.276573	1000
15	9	0.5611	0.1537	0:00:00.277113	1000
15	19	0.511	0.02755	0:00:01.889258	7000
15	15	0.5881	0.2226	0:00:00.276309	1000
15	18	0.8811	1.181	0:00:00.276138	1000
15	15	0.6201	0.3058	0:00:00.276338	1000
18	19	0.8807	1.179	0:00:00.276219	1000
18	19	0.533	0.08287	0:00:00.277060	1000
18	9	0.6264	0.3223	0:00:00.276996	1000
18	9	0.5545	0.1372	0:00:00.276321	1000
18	19	0.9108	1.346	0:00:00.276329	1000
19	18	0.5817	0.2063	0:00:00.277015	1000
19	18	0.5315	0.07899	0:00:00.553190	2000
19	15	0.562	0.156	0:00:00.276889	1000
19	15	0.5557	0.1401	0:00:00.276871	1000
19	19	0.5341	0.08557	0:00:00.276600	1000
0	0	0.5824	0.2081	0:00:00.276372	1000
0	8	0.5034	0.008561	0:00:00.804683	3000
0	0	0.5588	0.148	0:00:00.228974	1000
0	0	0.5636	0.1601	0:00:00.232898	1000
0	0	0.629	0.3292	0:00:00.253003	1000
8	10	0.6482	0.3806	0:00:00.253345	1000
8	10	0.5422	0.1059	0:00:00.255804	1000
8	10	0.5425	0.1067	0:00:00.275362	1000
8	10	0.5325	0.08166	0:00:00.553731	2000
8	10	0.5031	0.007724	0:00:00.829298	3000
10	14	0.5346	0.08696	0:00:00.276825	1000
10	10	0.6824	0.4745	0:00:00.828498	3000
10	10	0.5193	0.04832	0:00:00.275664	1000
10	10	0.6562	0.4022	0:00:00.275360	1000
10	10	0.6351	0.3454	0:00:00.275654	1000
13	13	0.6073	0.2722	0:00:00.275095	1000
13	13	0.5481	0.1209	0:00:00.275572	1000
13	13	0.6462	0.3752	0:00:00.276314	1000
13	13	0.7752	0.7562	0:00:00.276882	1000
13	13	0.5161	0.04025	0:00:00.255428	1000
14	14	0.5484	0.1216	0:00:00.276806	1000
14	14	0.5602	0.1515	0:00:00.254888	1000
14	14	0.5362	0.09084	0:00:00.275922	1000
14	10	0.5147	0.03688	0:00:00.275887	1000
14	14	0.5403	0.1012	0:00:00.277037	1000
0	0	0.5316	0.07941	0:00:01.385532	5000
0	16	0.5437	0.1097	0:00:04.649695	17000
0	9	0.6315	0.3358	0:00:19.997209	73000
0	9	0.5055	0.01377	0:00:02.445108	9000
0	12	0.5021	0.00523	0:00:01.667102	6000
9	0	0.5978	0.2476	0:00:00.276334	1000
9	0	0.7559	0.6932	0:00:00.275939	1000
9	0	0.6749	0.4535	0:00:00.275979	1000
9	19	0.5954	0.2415	0:00:00.275929	1000
9	0	0.6595	0.411	0:00:00.276519	1000
12	12	0.5102	0.02556	0:00:00.277394	1000
12	12	0.5603	0.1518	0:00:01.383106	5000
12	12	0.7142	0.5656	0:00:00.275703	1000
12	12	0.6271	0.3242	0:00:00.276722	1000
12	12	0.5388	0.09731	0:00:00.275561	1000
16	16	0.5038	0.009624	0:00:00.832088	3000
16	19	0.5883	0.2231	0:00:00.276642	1000
16	0	0.8008	0.8443	0:00:00.277413	1000
16	0	0.5479	0.1202	0:00:00.276554	1000
16	0	0.6027	0.2603	0:00:01.106182	4000
19	9	0.5289	0.07246	0:00:00.276991	1000
19	0	0.5967	0.2448	0:00:00.276536	1000
19	0	0.6342	0.3431	0:00:00.276473	1000
19	19	0.5348	0.08722	0:00:00.276471	1000
19	19	0.5784	0.1978	0:00:00.276644	1000
3	3	0.5144	0.03612	0:00:00.275264	1000
3	3	0.5336	0.08438	0:00:00.276175	1000
3	3	0.5574	0.1444	0:00:00.275913	1000
3	3	0.5082	0.02052	0:00:00.275443	1000
3	6	0.5237	0.05939	0:00:00.552489	2000
6	3	0.6	0.2534	0:00:00.768621	3000
6	6	0.6675	0.4331	0:00:00.255285	1000
6	6	0.5332	0.08331	0:00:00.254410	1000
6	6	0.6015	0.2573	0:00:00.254706	1000
6	6	0.5239	0.05992	0:00:00.255486	1000
7	14	0.5042	0.01059	0:00:00.274718	1000
7	7	0.6552	0.3993	0:00:00.276121	1000
7	7	0.5639	0.1609	0:00:00.276089	1000
7	7	0.6394	0.3568	0:00:00.276816	1000
7	7	0.5605	0.1523	0:00:00.276314	1000
10	14	0.5099	0.02489	0:00:00.277012	1000
10	6	0.5397	0.09961	0:00:00.277281	1000
10	10	0.6584	0.4082	0:00:00.276275	1000
10	10	0.7151	0.5684	0:00:00.276754	1000
10	10	0.7024	0.5314	0:00:00.255970	1000
14	6	0.5401	0.1006	0:00:00.255713	1000
14	6	0.5051	0.01281	0:00:00.558091	2000
14	6	0.5628	0.158	0:00:00.276364	1000
14	10	0.5869	0.2196	0:00:00.277036	1000
14	6	0.5187	0.04684	0:00:00.276233	1000
2	9	0.8078	0.8699	0:00:00.275456	1000
2	9	0.561	0.1534	0:00:00.276566	1000
2	6	0.5582	0.1463	0:00:00.276207	1000
2	2	0.6357	0.347	0:00:00.276630	1000
2	18	0.5175	0.04376	0:00:00.281578	1000
6	9	0.5988	0.2503	0:00:00.276198	1000
6	2	0.5138	0.03455	0:00:00.275829	1000
6	6	0.737	0.634	0:00:00.276521	1000
6	2	0.5843	0.2129	0:00:00.255949	1000
6	9	0.5482	0.1211	0:00:00.276391	1000
9	11	0.6268	0.3235	0:00:00.276758	1000
9	11	0.7929	0.8166	0:00:00.276144	1000
9	11	0.7855	0.7908	0:00:00.275552	1000
9	11	0.7256	0.5997	0:00:00.275720	1000
9	11	0.7658	0.725	0:00:00.275736	1000
11	2	0.5932	0.2359	0:00:02.147438	8000
11	11	0.6666	0.4307	0:00:00.276264	1000
11	11	0.7373	0.6349	0:00:00.276718	1000
11	11	0.7209	0.5856	0:00:00.276197	1000
11	11	0.6839	0.4786	0:00:00.277184	1000
18	9	0.5135	0.03382	0:00:00.275914	1000
18	9	0.5488	0.1227	0:00:00.275931	1000
18	9	0.7721	0.7457	0:00:00.276743	1000
18	11	0.5714	0.1799	0:00:00.275686	1000
18	9	0.5263	0.06592	0:00:00.276077	1000
1	6	0.5683	0.1719	0:00:00.276021	1000
