label	predict	radius	time
1	-1.0	-1.0	0:02:45.042058
1	1	0.1194	0:00:11.461616
1	16	0.4586	0:00:08.918043
1	1	0.1899	0:00:12.192693
1	1	0.4454	0:00:07.993934
8	8	0.1403	0:00:23.103105
8	8	0.4445	0:01:25.860755
8	8	0.273	0:02:29.677402
8	-1.0	-1.0	0:02:58.853256
8	8	0.1092	0:00:40.777325
10	8	0.3223	0:00:11.888279
10	-1.0	-1.0	0:03:05.449533
10	8	0.2528	0:00:11.723503
10	8	0.08326	0:01:10.433609
10	10	0.1856	0:00:11.142139
12	8	0.224	0:00:09.313018
12	10	0.09308	0:00:46.799860
12	8	0.3346	0:00:07.312851
12	12	0.2631	0:00:10.519659
12	12	0.3572	0:00:07.723302
16	16	0.2445	0:00:09.606155
16	16	0.3878	0:00:08.293360
16	16	0.4166	0:00:11.713614
16	16	0.503	0:00:11.971311
16	16	0.4423	0:00:10.218616
5	14	0.284	0:00:12.470299
5	15	0.2705	0:00:11.250457
5	-1.0	-1.0	0:02:42.022712
5	15	0.3128	0:00:10.773453
5	5	0.06636	0:01:48.877471
14	14	0.283	0:00:09.067013
14	14	0.3586	0:00:15.275976
14	14	0.3134	0:00:11.145511
14	-1.0	-1.0	0:02:51.403450
14	5	0.1779	0:00:10.497839
15	18	0.05761	0:00:36.849203
15	-1.0	-1.0	0:03:15.565416
15	15	0.3101	0:00:19.377672
15	14	0.2716	0:00:10.165316
15	14	0.1694	0:00:13.245182
16	16	0.5736	0:00:28.696473
16	-1.0	-1.0	0:03:13.038835
16	16	0.242	0:00:15.001919
16	-1.0	-1.0	0:03:19.953814
16	16	0.604	0:00:09.959831
18	-1.0	-1.0	0:02:42.565488
18	15	0.3957	0:00:47.274085
18	-1.0	-1.0	0:03:00.917262
18	14	0.3787	0:00:32.616297
18	14	0.4814	0:00:12.679857
2	18	0.1946	0:00:40.515169
2	5	0.0536	0:02:33.567284
2	-1.0	-1.0	0:03:11.787094
2	-1.0	-1.0	0:02:50.288559
2	-1.0	-1.0	0:03:02.682233
4	2	0.1134	0:01:25.600208
4	-1.0	-1.0	0:02:45.009792
4	-1.0	-1.0	0:02:44.221297
4	-1.0	-1.0	0:02:51.705618
4	5	0.1647	0:00:13.987246
5	-1.0	-1.0	0:03:00.975955
5	18	0.432	0:00:12.599004
5	-1.0	-1.0	0:03:10.721790
5	18	0.07625	0:00:34.331196
5	8	0.3159	0:00:38.844123
8	-1.0	-1.0	0:02:49.711364
8	8	0.4685	0:00:54.592786
8	-1.0	-1.0	0:02:48.644132
8	-1.0	-1.0	0:03:02.866353
8	-1.0	-1.0	0:03:13.221052
18	8	0.4455	0:00:33.577006
18	4	0.4496	0:00:39.137909
18	-1.0	-1.0	0:02:46.802729
18	8	0.3992	0:00:11.021545
18	4	0.2662	0:01:23.076473
8	8	0.6021	0:00:12.247928
8	-1.0	-1.0	0:03:01.484503
8	10	0.3625	0:00:13.190898
8	10	0.4721	0:00:15.160337
8	16	0.2113	0:00:24.410803
10	10	0.4594	0:00:08.023258
10	10	0.1305	0:01:01.315577
10	8	0.212	0:00:29.766189
10	10	0.4105	0:00:11.233689
10	10	0.4267	0:00:11.161803
11	11	0.3788	0:00:13.198725
11	18	0.3366	0:00:11.412609
11	-1.0	-1.0	0:03:14.830555
11	11	0.1397	0:00:09.474886
11	10	0.172	0:01:48.456352
16	18	0.1323	0:00:39.893280
16	-1.0	-1.0	0:03:13.906751
16	16	0.3277	0:00:09.053090
16	16	0.4647	0:00:14.123281
16	16	0.4451	0:00:12.627851
18	16	0.07624	0:02:27.597455
18	-1.0	-1.0	0:02:43.530152
18	16	0.3859	0:00:11.710617
18	10	0.487	0:00:09.007140
18	10	0.4089	0:00:09.137097
0	7	0.09895	0:00:24.031983
0	0	0.126	0:01:10.503737
0	-1.0	-1.0	0:03:10.341858
0	-1.0	-1.0	0:03:18.420166
0	-1.0	-1.0	0:03:06.270066
7	7	0.2065	0:00:10.764187
7	7	0.8279	0:00:11.337142
7	7	0.5352	0:00:07.645916
7	7	0.6541	0:00:25.399197
7	7	0.9007	0:00:09.943090
11	-1.0	-1.0	0:02:46.804271
11	11	0.5769	0:02:34.544430
11	11	0.07905	0:01:00.377584
11	7	0.2528	0:00:27.611437
