label	predict	radius	time
1	-1.0	-1.0	0:03:14.490871
1	1	0.1194	0:00:09.548348
1	16	0.4586	0:00:11.462175
1	1	0.1899	0:00:09.352433
1	1	0.4365	0:00:20.947488
8	8	0.1427	0:00:37.197493
8	8	0.4446	0:02:44.147432
8	-1.0	-1.0	0:02:55.629890
8	-1.0	-1.0	0:02:52.399601
8	8	0.1097	0:00:54.774806
10	8	0.3227	0:00:09.628146
10	-1.0	-1.0	0:03:01.808498
10	8	0.2518	0:00:12.217867
10	8	0.08306	0:01:50.845116
10	10	0.1873	0:00:15.829250
12	8	0.2226	0:00:10.585062
12	10	0.09424	0:01:25.597065
12	8	0.3349	0:00:09.756667
12	12	0.2651	0:00:12.204568
12	12	0.3564	0:00:07.355863
16	16	0.2431	0:00:12.867321
16	16	0.3876	0:00:11.132487
16	16	0.4172	0:00:11.392248
16	16	0.5054	0:00:13.855807
16	16	0.4441	0:00:09.207410
5	14	0.2845	0:00:13.219830
5	15	0.2724	0:00:08.721476
5	-1.0	-1.0	0:03:09.904674
5	15	0.3131	0:00:15.349387
5	5	0.06503	0:03:14.256449
14	14	0.2774	0:00:09.806566
14	14	0.3659	0:00:11.518728
14	14	0.3112	0:00:11.099696
14	-1.0	-1.0	0:03:08.002621
14	5	0.1763	0:00:14.150520
15	18	0.05782	0:01:01.093123
15	-1.0	-1.0	0:03:13.377796
15	15	0.3095	0:00:24.944405
15	14	0.2691	0:00:10.928363
15	14	0.1682	0:00:21.592234
16	16	0.5761	0:00:39.499934
16	-1.0	-1.0	0:03:17.074191
16	16	0.2461	0:00:10.316468
16	-1.0	-1.0	0:03:25.725320
16	16	0.6068	0:00:09.480953
18	-1.0	-1.0	0:03:11.781553
18	15	0.3945	0:01:30.766462
18	-1.0	-1.0	0:02:44.261513
18	14	0.3803	0:00:52.512590
18	14	0.4812	0:00:11.539342
2	18	0.1961	0:00:54.305547
2	-1.0	-1.0	0:03:13.071316
2	-1.0	-1.0	0:03:13.740538
2	-1.0	-1.0	0:02:48.740177
2	-1.0	-1.0	0:02:39.165499
4	2	0.1135	0:02:25.030434
4	-1.0	-1.0	0:02:41.291485
4	-1.0	-1.0	0:02:50.520155
4	-1.0	-1.0	0:02:56.419635
4	5	0.1621	0:00:23.022940
5	-1.0	-1.0	0:02:54.025399
5	18	0.4325	0:00:11.481063
5	-1.0	-1.0	0:02:58.801615
5	18	0.07555	0:01:08.268670
5	8	0.3129	0:00:58.221495
8	-1.0	-1.0	0:03:29.986981
8	8	0.4676	0:01:01.012503
8	-1.0	-1.0	0:02:44.240962
8	-1.0	-1.0	0:03:13.134504
8	-1.0	-1.0	0:02:51.834420
18	8	0.4452	0:00:47.915957
18	4	0.4514	0:01:12.107540
18	-1.0	-1.0	0:02:50.375566
18	8	0.4	0:00:21.434042
18	4	0.2683	0:02:47.278451
8	8	0.6036	0:00:10.935106
8	-1.0	-1.0	0:03:14.755373
8	10	0.3617	0:00:10.957255
8	10	0.4721	0:00:14.816818
8	16	0.2122	0:00:24.239010
10	10	0.4594	0:00:07.818701
10	10	0.1333	0:01:18.738014
10	8	0.2132	0:00:29.645219
10	10	0.4108	0:00:11.078746
10	10	0.429	0:00:07.687924
11	11	0.378	0:00:11.520077
11	18	0.3369	0:00:08.310382
11	-1.0	-1.0	0:02:54.989187
11	11	0.1345	0:00:11.428528
11	10	0.1729	0:02:44.870661
16	18	0.1307	0:01:03.049081
16	-1.0	-1.0	0:02:47.185394
16	16	0.327	0:00:12.847491
16	16	0.4639	0:00:12.775295
16	16	0.4424	0:00:09.896204
18	-1.0	-1.0	0:02:36.511832
18	-1.0	-1.0	0:02:45.939217
18	16	0.386	0:00:10.923012
18	10	0.4876	0:00:10.536350
18	10	0.4088	0:00:15.128354
0	7	0.09532	0:00:35.534048
0	0	0.117	0:01:39.613507
0	-1.0	-1.0	0:02:52.393919
0	-1.0	-1.0	0:02:57.556177
0	-1.0	-1.0	0:02:50.926349
7	7	0.2067	0:00:13.630574
7	7	0.828	0:00:12.792657
7	7	0.5363	0:00:09.181351
7	7	0.6529	0:00:26.748071
7	7	0.9014	0:00:28.398766
11	-1.0	-1.0	0:02:59.136245
11	-1.0	-1.0	0:02:51.379658
11	11	0.07768	0:01:42.424352
11	7	0.255	0:00:29.054427
11	11	0.1043	0:00:46.996283
12	-1.0	-1.0	0:03:02.489327
12	12	0.4688	0:00:23.515306
12	12	0.6335	0:02:07.423267
12	12	0.6621	0:02:52.095778
12	-1.0	-1.0	0:03:21.247704
15	15	0.1612	0:00:09.755602
15	12	0.4028	0:00:09.078698
15	0	0.1414	0:00:33.174057
15	-1.0	-1.0	0:03:10.131824
15	12	0.2153	0:01:09.634330
6	-1.0	-1.0	0:02:41.787448
6	-1.0	-1.0	0:02:49.192639
6	6	0.1687	0:00:12.351462
6	16	0.214	0:00:25.349262
6	6	0.5427	0:00:07.937429
9	16	0.2622	0:00:27.386764
9	16	0.3084	0:00:28.287154
9	-1.0	-1.0	0:03:26.691287
9	16	0.1655	0:00:16.604710
9	16	0.1764	0:00:13.607116
10	10	0.6416	0:00:59.396049
10	10	0.3735	0:00:13.201789
10	10	0.7542	0:00:14.175618
10	-1.0	-1.0	0:03:38.672991
10	-1.0	-1.0	0:03:23.579847
16	-1.0	-1.0	0:03:07.538284
16	-1.0	-1.0	0:02:59.299136
16	16	0.4577	0:00:32.438422
16	16	0.2736	0:00:12.918531
16	9	0.1944	0:00:21.699892
18	6	0.05521	0:02:05.098691
18	10	0.241	0:00:38.662083
18	-1.0	-1.0	0:03:11.384397
18	16	0.3805	0:00:15.031356
18	10	0.1674	0:00:14.020799
3	6	0.08541	0:00:41.929810
3	-1.0	-1.0	0:02:45.361776
3	4	0.4472	0:00:08.049692
3	-1.0	-1.0	0:02:43.379801
3	3	0.2034	0:01:08.743304
4	-1.0	-1.0	0:02:43.380644
4	4	0.5921	0:00:07.768582
4	4	0.2963	0:00:25.808584
4	4	0.1312	0:02:45.535361
4	16	0.3845	0:00:28.309913
6	16	0.2337	0:00:25.566372
6	6	0.3192	0:00:09.430077
6	7	0.2873	0:00:22.775140
6	-1.0	-1.0	0:03:34.867972
6	6	0.2961	0:00:13.030217
7	7	0.7146	0:00:59.762406
7	-1.0	-1.0	0:03:25.170272
7	-1.0	-1.0	0:03:15.135220
7	7	0.5681	0:01:10.219253
7	7	0.4613	0:01:13.628762
16	-1.0	-1.0	0:02:46.774598
16	-1.0	-1.0	0:02:57.879071
16	-1.0	-1.0	0:03:08.442828
16	16	0.9003	0:00:21.941724
16	16	0.4006	0:00:07.222514
4	15	0.3968	0:00:21.932601
4	11	0.2123	0:00:13.697959
4	15	0.1742	0:00:30.599731
4	4	0.4484	0:00:23.699151
4	4	0.07712	0:01:43.624434
6	7	0.1796	0:01:24.621324
6	-1.0	-1.0	0:02:59.506167
6	11	0.07749	0:01:24.190603
6	6	0.5002	0:00:10.624903
6	7	0.1041	0:00:25.570595
7	-1.0	-1.0	0:03:18.013810
7	15	0.642	0:00:09.816997
7	7	0.6142	0:01:09.579726
7	-1.0	-1.0	0:02:55.233751
7	7	0.3984	0:00:09.692983
11	4	0.4885	0:00:10.884123
11	6	0.3457	0:00:13.635067
11	11	0.1925	0:01:29.117592
11	6	0.2494	0:00:33.044005
11	-1.0	-1.0	0:02:32.035410
15	15	0.2837	0:00:07.316645
15	15	0.5654	0:01:27.155396
15	7	0.202	0:00:05.216310
15	6	0.1466	0:00:14.873316
15	6	0.3638	0:00:06.516619
1	14	0.1785	0:00:08.334656
1	17	0.06084	0:00:42.224029
1	3	0.484	0:00:06.056842
1	17	0.1384	0:00:05.947433
1	2	0.2394	0:00:07.174166
2	14	0.3361	0:00:06.400449
2	17	0.06707	0:00:35.044351
2	14	0.4166	0:00:05.711280
2	-1.0	-1.0	0:01:55.177071
2	14	0.2635	0:00:07.146813
3	1	0.1421	0:00:07.489825
3	14	0.1008	0:00:16.990671
3	2	0.287	0:00:38.975721
3	-1.0	-1.0	0:01:45.575528
3	2	0.1502	0:00:05.353689
14	14	0.3	0:00:05.703339
14	-1.0	-1.0	0:02:02.114034
14	-1.0	-1.0	0:01:56.049454
14	-1.0	-1.0	0:02:10.850075
14	2	0.3427	0:00:11.176785
17	-1.0	-1.0	0:02:15.205381
17	-1.0	-1.0	0:02:07.050436
17	2	0.3071	0:00:08.162657
17	14	0.09608	0:00:11.870605
17	-1.0	-1.0	0:02:03.565909
3	-1.0	-1.0	0:01:52.275393
3	18	0.1477	0:00:17.522255
3	-1.0	-1.0	0:02:16.029137
3	15	0.1329	0:00:25.886815
3	18	0.4445	0:01:16.879234
7	7	0.6287	0:00:08.428229
7	7	0.5833	0:00:05.936035
7	7	0.4307	0:00:07.935855
7	7	0.3755	0:00:06.378563
7	7	0.4184	0:00:05.179698
13	-1.0	-1.0	0:01:41.216999
13	3	0.08186	0:00:52.646101
13	3	0.2097	0:00:05.777322
13	7	0.4424	0:00:07.895751
13	-1.0	-1.0	0:01:55.761565
15	18	0.1003	0:00:34.429156
15	-1.0	-1.0	0:01:31.314294
15	-1.0	-1.0	0:01:41.437715
15	18	0.2613	0:00:06.101462
15	-1.0	-1.0	0:01:37.620541
18	18	0.4719	0:00:09.036052
18	7	0.1966	0:00:08.198765
18	18	0.2309	0:00:05.161141
18	-1.0	-1.0	0:01:59.625744
18	18	0.1015	0:00:39.346083
1	2	0.3904	0:00:05.190657
1	-1.0	-1.0	0:02:04.972165
1	-1.0	-1.0	0:01:56.113766
1	2	0.2903	0:00:07.092188
1	10	0.2817	0:00:12.128340
2	-1.0	-1.0	0:02:01.412006
2	9	0.09425	0:00:14.627126
2	2	0.3697	0:00:18.298549
2	2	0.2706	0:00:33.555442
2	10	0.4284	0:01:14.759900
4	-1.0	-1.0	0:01:53.278707
4	-1.0	-1.0	0:02:05.509873
4	4	0.4273	0:00:06.318610
4	2	0.1648	0:00:10.499873
4	-1.0	-1.0	0:01:45.821422
9	2	0.2989	0:00:27.296229
9	-1.0	-1.0	0:01:50.457350
9	-1.0	-1.0	0:01:46.873388
9	-1.0	-1.0	0:01:45.823813
9	-1.0	-1.0	0:01:35.462227
10	9	0.1258	0:00:13.816939
10	-1.0	-1.0	0:01:59.039389
10	10	0.5024	0:00:06.436316
10	10	0.1339	0:00:06.891129
10	-1.0	-1.0	0:01:50.720295
3	-1.0	-1.0	0:01:44.570270
3	8	0.1834	0:00:18.198025
3	4	0.0741	0:00:20.551164
3	8	0.5492	0:00:11.534254
3	-1.0	-1.0	0:01:52.115141
4	4	0.07322	0:00:35.017258
4	3	0.4562	0:00:06.290604
4	-1.0	-1.0	0:01:54.558166
4	4	0.4015	0:00:05.952876
4	-1.0	-1.0	0:01:44.221998
6	6	0.3351	0:00:35.108437
6	6	0.2626	0:00:13.718139
6	6	0.3918	0:00:15.807491
6	8	0.3736	0:00:06.289570
6	-1.0	-1.0	0:01:42.794703
8	8	0.2089	0:00:22.736755
8	8	0.2594	0:00:14.448540
8	8	0.4704	0:00:09.094172
8	8	0.185	0:00:22.933671
8	8	0.3813	0:00:06.861326
12	-1.0	-1.0	0:02:00.030889
12	-1.0	-1.0	0:01:48.655029
12	8	0.2733	0:00:06.773975
12	8	0.1189	0:00:53.259463
12	8	0.1364	0:00:28.157966
7	7	0.2636	0:00:07.488874
7	7	0.6185	0:00:05.739402
7	7	0.568	0:00:06.805173
7	7	0.5147	0:00:08.740189
7	7	0.7032	0:00:05.481278
11	11	0.3124	0:01:27.799261
11	17	0.1103	0:00:22.953803
11	12	0.2157	0:00:15.474235
11	11	0.5893	0:00:24.894867
