label	predict	radius	time
0	16	0.29	0:00:10.917014
0	-1.0	-1.0	0:01:41.933850
0	16	0.505	0:01:01.385689
0	-1.0	-1.0	0:01:39.194442
0	16	0.06777	0:00:41.691674
5	5	0.4438	0:00:22.322936
5	-1.0	-1.0	0:01:59.956465
5	5	0.04865	0:00:56.543844
5	-1.0	-1.0	0:02:12.233518
5	5	0.2116	0:00:05.856114
7	5	0.3465	0:00:05.162329
7	5	0.3373	0:00:05.290358
7	16	0.1139	0:00:16.835757
7	-1.0	-1.0	0:01:41.272628
7	5	0.1899	0:00:13.317815
16	-1.0	-1.0	0:01:42.493819
16	16	0.4816	0:00:07.736676
16	16	0.6606	0:00:05.334452
16	16	0.5996	0:00:46.954609
16	-1.0	-1.0	0:01:36.810844
17	5	0.05227	0:00:53.038256
17	16	0.2471	0:00:14.366618
17	-1.0	-1.0	0:01:37.606816
17	-1.0	-1.0	0:01:50.223045
17	-1.0	-1.0	0:01:46.650073
2	-1.0	-1.0	0:01:43.040684
2	2	0.6591	0:00:07.692247
2	-1.0	-1.0	0:02:01.110254
2	-1.0	-1.0	0:01:35.977485
2	2	0.506	0:00:29.858493
8	15	0.1305	0:01:17.719091
8	-1.0	-1.0	0:01:46.256342
8	-1.0	-1.0	0:01:56.505808
8	-1.0	-1.0	0:01:42.337182
8	-1.0	-1.0	0:01:57.031865
13	-1.0	-1.0	0:01:30.918147
13	-1.0	-1.0	0:01:29.268637
13	15	0.6249	0:00:20.470221
13	-1.0	-1.0	0:01:40.162942
13	8	0.3434	0:00:21.203310
14	14	0.3724	0:00:05.206147
14	-1.0	-1.0	0:01:43.520525
14	-1.0	-1.0	0:01:44.578037
14	-1.0	-1.0	0:01:42.678955
14	-1.0	-1.0	0:01:58.893585
15	-1.0	-1.0	0:01:40.745091
15	-1.0	-1.0	0:01:55.049792
15	15	0.2605	0:00:13.123615
15	-1.0	-1.0	0:01:56.757476
15	15	0.3871	0:00:17.275845
14	14	0.1887	0:00:11.704052
14	14	0.4455	0:00:06.065597
14	15	0.2303	0:00:12.077680
14	-1.0	-1.0	0:01:57.508956
14	14	0.3779	0:00:06.735847
15	15	0.4279	0:00:05.636294
15	-1.0	-1.0	0:01:43.035944
15	15	0.1899	0:00:05.476041
15	-1.0	-1.0	0:02:01.797979
15	-1.0	-1.0	0:01:36.151674
16	14	0.137	0:00:13.003760
16	-1.0	-1.0	0:01:37.918867
16	15	0.5303	0:00:11.876890
16	-1.0	-1.0	0:01:42.023386
16	-1.0	-1.0	0:01:34.643506
17	17	0.3754	0:00:13.976505
