label	predict	radius	time
0	-1.0	-1.0	0:02:04.588560
0	-1.0	-1.0	0:02:11.922409
0	-1.0	-1.0	0:02:58.941692
0	16	0.02587	0:00:22.986770
0	17	0.06006	0:01:36.613496
5	5	0.05002	0:00:19.892796
5	-1.0	-1.0	0:03:08.007318
5	17	0.008933	0:03:00.812659
5	5	0.02384	0:00:19.959441
5	-1.0	-1.0	0:03:02.945111
7	5	0.02541	0:00:22.878912
7	5	0.03273	0:00:08.334141
7	17	0.06754	0:00:19.842913
7	-1.0	-1.0	0:02:49.599215
7	-1.0	-1.0	0:03:04.782451
16	16	0.1446	0:00:11.299150
16	16	0.03913	0:00:26.386499
16	16	0.05872	0:00:13.882944
16	16	0.02401	0:00:50.973643
16	16	0.124	0:00:12.256476
17	17	0.03723	0:00:10.100229
17	-1.0	-1.0	0:02:48.516191
17	16	0.0332	0:00:23.000236
17	17	0.02616	0:00:38.135108
17	-1.0	-1.0	0:02:48.527580
2	2	0.04164	0:00:18.993578
2	2	0.1887	0:00:09.259707
2	14	0.02718	0:01:46.931701
2	-1.0	-1.0	0:03:05.696939
2	2	0.1745	0:00:12.301085
8	-1.0	-1.0	0:02:53.035434
8	-1.0	-1.0	0:03:02.526978
8	-1.0	-1.0	0:02:59.523803
8	8	0.02637	0:02:36.043715
8	8	0.05416	0:00:12.123252
13	-1.0	-1.0	0:03:11.579754
13	15	0.03346	0:01:15.422621
13	15	0.06656	0:00:10.316224
13	15	0.0375	0:00:47.221178
13	8	0.1028	0:00:11.442291
14	14	0.1225	0:00:07.585265
14	-1.0	-1.0	0:03:05.508465
14	-1.0	-1.0	0:02:53.516439
14	15	0.0529	0:00:22.191377
14	-1.0	-1.0	0:02:56.775217
15	15	0.008617	0:02:24.416843
15	15	0.04342	0:00:32.318551
15	-1.0	-1.0	0:03:04.748905
15	-1.0	-1.0	0:02:49.319098
15	15	0.01772	0:01:20.773745
14	14	0.06959	0:02:31.415336
14	14	0.1481	0:00:33.374508
14	15	0.06627	0:00:08.371212
14	-1.0	-1.0	0:03:10.241562
14	14	0.1226	0:00:07.846734
15	15	0.124	0:00:10.895973
15	15	0.1396	0:00:24.363494
15	15	0.01745	0:00:56.482391
15	-1.0	-1.0	0:02:50.100936
15	-1.0	-1.0	0:02:43.225850
16	14	0.09944	0:00:09.701981
16	15	0.1205	0:00:21.175739
16	15	0.08694	0:00:11.436014
16	18	0.04494	0:00:11.317959
16	-1.0	-1.0	0:02:46.225134
17	17	0.09357	0:00:09.472488
17	17	0.02895	0:00:21.038464
17	15	0.04438	0:01:36.682065
17	-1.0	-1.0	0:02:50.486759
17	14	0.1754	0:00:08.107051
18	14	0.0262	0:00:31.048826
18	14	0.1774	0:00:20.749352
18	-1.0	-1.0	0:03:11.082146
18	15	0.08893	0:00:22.895243
18	-1.0	-1.0	0:03:05.143778
0	0	0.04066	0:00:20.645145
0	7	0.05364	0:00:06.967476
0	7	0.2143	0:00:15.474459
0	-1.0	-1.0	0:03:01.552204
0	0	0.05636	0:00:08.098921
7	15	0.05975	0:00:35.195683
7	7	0.1192	0:00:15.015958
7	-1.0	-1.0	0:03:15.745328
7	13	0.03285	0:01:44.801651
7	-1.0	-1.0	0:02:55.889032
13	16	0.02625	0:00:39.029404
13	13	0.03822	0:00:19.129523
13	15	0.0659	0:00:21.744875
13	13	0.02868	0:00:18.003216
13	0	0.0337	0:00:10.775468
15	0	0.111	0:00:11.240547
15	15	0.05971	0:00:21.914663
15	15	0.1297	0:00:12.498444
15	13	0.03568	0:00:10.243964
15	16	0.03067	0:00:34.944906
16	16	0.08997	0:00:08.580538
16	16	0.1354	0:00:34.453563
16	16	0.1135	0:00:13.708375
16	16	0.1112	0:00:20.918764
16	16	0.1378	0:00:11.602239
3	13	0.08067	0:01:52.113915
3	-1.0	-1.0	0:03:00.465175
3	13	0.07497	0:00:21.040489
3	-1.0	-1.0	0:02:49.649988
3	-1.0	-1.0	0:03:07.182386
4	4	0.1546	0:00:09.855458
4	-1.0	-1.0	0:02:57.044998
4	-1.0	-1.0	0:03:00.373705
4	-1.0	-1.0	0:02:48.166524
4	4	0.1204	0:00:10.742144
8	8	0.0765	0:00:12.360297
8	13	0.1355	0:00:27.216929
8	8	0.01686	0:02:00.654384
8	16	0.0725	0:00:12.440160
8	-1.0	-1.0	0:02:48.008783
13	16	0.1295	0:00:45.543291
13	16	0.04903	0:00:11.219117
13	16	0.121	0:00:41.714700
13	16	0.1697	0:00:08.902989
13	-1.0	-1.0	0:02:56.419714
16	16	0.139	0:00:12.430214
16	16	0.04085	0:00:21.318130
16	-1.0	-1.0	0:02:54.815655
16	16	0.1883	0:00:11.349885
16	16	0.1393	0:00:11.751328
0	12	0.126	0:00:14.009185
0	2	0.01297	0:02:03.644840
0	-1.0	-1.0	0:03:03.604077
0	2	0.1014	0:00:11.894127
0	10	0.09062	0:00:31.815340
2	7	0.1387	0:00:11.903107
2	7	0.1154	0:02:44.904193
2	7	0.1362	0:00:25.816412
2	-1.0	-1.0	0:02:51.021223
2	7	0.0215	0:00:44.246068
7	7	0.03793	0:00:15.029285
7	0	0.08087	0:00:11.939390
7	0	0.02461	0:00:20.744662
7	7	0.03828	0:00:14.615010
7	-1.0	-1.0	0:02:58.454007
10	12	0.1061	0:00:10.648417
10	7	0.06917	0:00:26.522682
10	-1.0	-1.0	0:02:57.067695
10	-1.0	-1.0	0:02:46.194656
10	-1.0	-1.0	0:02:58.262299
12	7	0.02735	0:00:22.525813
12	12	0.05845	0:00:11.002239
12	7	0.09154	0:02:07.085643
12	12	0.06022	0:00:14.526278
12	7	0.1104	0:00:33.327822
7	7	0.0666	0:00:11.196279
