label	predict	radius	time
0	-1.0	-1.0	0:02:35.606273
0	-1.0	-1.0	0:02:28.123973
0	-1.0	-1.0	0:02:35.584494
0	16	0.08925	0:00:07.572023
0	-1.0	-1.0	0:02:46.590838
5	5	0.1908	0:00:33.858742
5	17	0.03206	0:00:38.837088
5	5	0.04814	0:01:06.477019
5	5	0.1147	0:00:09.422129
5	5	0.09241	0:00:10.907781
7	5	0.2099	0:00:09.456850
7	5	0.1995	0:00:10.605608
7	17	0.152	0:00:21.211621
7	-1.0	-1.0	0:02:38.099694
7	5	0.07883	0:01:54.855330
16	16	0.3386	0:00:11.520716
16	16	0.1427	0:00:09.771898
16	16	0.2079	0:00:12.406045
16	16	0.1699	0:00:30.711421
16	16	0.3508	0:00:12.855224
17	5	0.02201	0:01:40.073218
17	16	0.05474	0:00:24.243873
17	16	0.1028	0:00:11.076003
17	17	0.04551	0:00:45.538900
17	16	0.2715	0:01:07.447891
2	2	0.03624	0:01:26.330650
2	2	0.3797	0:00:10.305244
2	14	0.05587	0:01:43.607103
2	14	0.1042	0:00:20.429554
2	2	0.3453	0:00:08.127607
8	-1.0	-1.0	0:02:37.702175
8	-1.0	-1.0	0:02:37.360538
8	8	0.03757	0:00:41.853847
8	-1.0	-1.0	0:02:35.321670
8	8	0.1037	0:00:12.595890
13	8	0.1715	0:01:09.933885
13	-1.0	-1.0	0:02:45.545414
13	-1.0	-1.0	0:02:44.101346
13	-1.0	-1.0	0:02:54.356704
13	8	0.1947	0:00:13.159842
14	14	0.2477	0:00:09.050157
14	-1.0	-1.0	0:02:48.369113
14	-1.0	-1.0	0:02:39.656589
14	15	0.06776	0:01:02.283380
14	-1.0	-1.0	0:02:45.520019
15	15	0.03034	0:01:39.114765
15	15	0.06	0:01:19.631755
15	-1.0	-1.0	0:02:43.481999
15	-1.0	-1.0	0:02:33.771282
15	-1.0	-1.0	0:02:42.009823
14	14	0.114	0:00:22.006375
14	14	0.2744	0:00:09.612387
14	15	0.1355	0:00:11.238674
14	-1.0	-1.0	0:02:39.688124
14	14	0.2255	0:00:09.057850
15	15	0.2469	0:00:09.389017
15	15	0.2657	0:01:37.507105
15	15	0.06449	0:00:10.397134
15	-1.0	-1.0	0:02:41.710327
15	-1.0	-1.0	0:02:44.112816
16	14	0.1403	0:00:11.189765
16	15	0.295	0:00:11.760927
16	15	0.2186	0:00:08.362508
16	18	0.1237	0:00:10.350272
16	16	0.01746	0:02:32.600756
17	17	0.2017	0:01:13.958140
17	-1.0	-1.0	0:02:35.067219
17	15	0.1263	0:00:30.878252
17	14	0.1774	0:00:21.475826
17	14	0.3347	0:00:10.196400
18	18	0.04995	0:00:33.546987
18	14	0.3367	0:02:01.725084
18	18	0.05064	0:00:51.542514
18	15	0.2411	0:00:07.613375
18	-1.0	-1.0	0:02:48.632241
0	0	0.1011	0:00:10.890870
0	0	0.04208	0:01:07.317360
0	7	0.3099	0:00:11.383731
0	0	0.239	0:00:24.222873
0	0	0.1849	0:00:18.664952
7	15	0.07234	0:00:10.468509
7	7	0.09199	0:00:09.618935
7	15	0.04903	0:00:23.187902
7	13	0.07117	0:00:07.226458
7	16	0.04756	0:00:35.324796
13	-1.0	-1.0	0:02:48.539195
13	13	0.1088	0:00:20.081161
13	15	0.1383	0:00:21.902036
13	-1.0	-1.0	0:02:37.248469
13	0	0.06534	0:00:09.898846
15	0	0.2142	0:00:11.530528
15	15	0.1126	0:01:09.444833
15	15	0.2281	0:00:06.997729
15	13	0.09054	0:00:10.859791
15	-1.0	-1.0	0:02:53.270967
16	16	0.1541	0:00:11.208163
16	16	0.2459	0:00:10.472937
16	16	0.206	0:00:08.890212
16	16	0.208	0:00:08.149238
16	16	0.2232	0:00:11.672976
3	13	0.1269	0:00:11.873527
3	16	0.04274	0:00:23.625912
3	-1.0	-1.0	0:02:41.639970
3	-1.0	-1.0	0:02:33.576229
3	4	0.02408	0:01:01.688976
4	4	0.09917	0:00:08.536067
4	4	0.1497	0:00:11.946878
4	4	0.05517	0:00:19.644443
4	8	0.04511	0:00:21.309655
4	-1.0	-1.0	0:02:49.532260
8	8	0.1637	0:00:08.473037
8	13	0.1088	0:00:32.263636
8	8	0.09718	0:00:07.925271
8	16	0.08556	0:00:22.565299
8	8	0.07308	0:00:22.627163
13	16	0.1294	0:00:12.790310
13	-1.0	-1.0	0:02:53.855081
13	16	0.1153	0:00:10.923852
13	16	0.262	0:00:08.953263
13	-1.0	-1.0	0:02:51.100662
16	16	0.1344	0:00:10.324937
16	8	0.03314	0:02:10.223155
16	-1.0	-1.0	0:02:37.928710
16	16	0.191	0:00:13.410426
16	16	0.2129	0:00:08.289459
0	-1.0	-1.0	0:02:36.630888
0	2	0.04804	0:00:34.612793
0	10	0.07421	0:00:21.325140
0	2	0.1139	0:00:09.874538
0	10	0.1941	0:00:08.108249
2	7	0.1916	0:01:40.922405
2	7	0.1162	0:00:10.830165
