label	predict	radius	time
0	16	0.29	0:00:06.728237
0	16	0.47	0:00:59.734460
0	16	0.5086	0:00:35.479460
0	-1.0	-1.0	0:01:40.316273
0	16	0.06813	0:00:11.541297
5	5	0.4424	0:00:11.611065
5	-1.0	-1.0	0:01:57.765596
5	5	0.04745	0:00:36.033818
5	-1.0	-1.0	0:01:30.561195
5	5	0.2176	0:00:05.149110
7	5	0.3491	0:00:05.438458
7	5	0.3381	0:00:05.290324
7	16	0.1124	0:00:05.108077
7	-1.0	-1.0	0:01:38.341289
7	5	0.1939	0:00:10.935125
16	16	0.7417	0:01:10.376575
16	16	0.4817	0:00:07.929497
16	16	0.6603	0:00:06.492519
16	16	0.6019	0:00:18.580000
16	-1.0	-1.0	0:01:43.102730
17	5	0.05251	0:00:20.433665
17	16	0.247	0:00:05.201702
17	-1.0	-1.0	0:01:41.499720
17	-1.0	-1.0	0:01:32.561098
17	-1.0	-1.0	0:01:54.350937
2	15	0.09898	0:00:53.627585
2	2	0.6563	0:00:05.364450
2	-1.0	-1.0	0:01:50.423688
2	15	0.07703	0:01:31.143130
2	2	0.5054	0:00:14.731419
8	15	0.1293	0:00:32.261317
8	-1.0	-1.0	0:01:26.198438
8	8	0.03331	0:01:24.677912
8	15	0.07323	0:01:29.674203
8	8	0.1658	0:01:34.702430
13	-1.0	-1.0	0:01:28.826917
13	-1.0	-1.0	0:01:32.266237
13	15	0.6265	0:00:11.814566
13	-1.0	-1.0	0:01:39.394767
13	8	0.339	0:00:11.246988
14	14	0.3729	0:00:07.646918
14	-1.0	-1.0	0:01:31.640076
14	-1.0	-1.0	0:01:41.243634
14	15	0.07715	0:01:40.992102
14	-1.0	-1.0	0:01:33.029560
15	-1.0	-1.0	0:01:39.932983
15	-1.0	-1.0	0:01:56.302660
15	15	0.2632	0:00:08.691454
15	-1.0	-1.0	0:01:33.470892
15	15	0.3917	0:00:07.476635
14	14	0.1918	0:00:05.170289
14	14	0.4528	0:00:05.109715
14	15	0.2278	0:00:05.765531
14	-1.0	-1.0	0:01:33.648204
14	14	0.3791	0:00:05.190818
15	15	0.4287	0:00:05.787294
15	-1.0	-1.0	0:01:48.691656
15	15	0.1893	0:00:05.389330
15	-1.0	-1.0	0:01:43.631792
15	-1.0	-1.0	0:01:37.882306
